,item,clause_type,locality,c-command,grammatical,counterbalance,subject,mismatch_position,mismatch_feature,matrix_subj_noun,rc_subj_noun,verb,pronoun,sentence,sentence_no_eos,bert_sentence,surprisal
419,35,simple,local,c-command,1,b,female,rc_subj,number,women,girl,identified,themselves,The women that the girl liked identified themselves . <eos>,The women that the girl liked identified themselves .,the women that the girl liked identified ***mask*** .,4.623689376526619e-05
420,36,simple,local,c-command,1,a,male,none,none,boys,men,made,themselves,The boys that the men liked made themselves . <eos>,The boys that the men liked made themselves .,the boys that the men liked made ***mask*** .,0.05031780627987214
421,36,simple,local,c-command,1,b,male,none,none,men,boys,made,themselves,The men that the boys liked made themselves . <eos>,The men that the boys liked made themselves .,the men that the boys liked made ***mask*** .,0.0497311440670956
422,36,simple,local,c-command,1,a,female,none,none,girls,women,made,themselves,The girls that the women liked made themselves . <eos>,The girls that the women liked made themselves .,the girls that the women liked made ***mask*** .,0.02992202805287061
423,36,simple,local,c-command,1,b,female,none,none,women,girls,made,themselves,The women that the girls liked made themselves . <eos>,The women that the girls liked made themselves .,the women that the girls liked made ***mask*** .,0.04196972992087351
424,36,simple,local,no-c-command,0,a,male,matrix_subj,number,boy,men,made,themselves,The boy that the men liked made themselves . <eos>,The boy that the men liked made themselves .,the boy that the men liked made ***mask*** .,0.49761811186103966
425,36,simple,local,no-c-command,0,b,male,matrix_subj,number,man,boys,made,themselves,The man that the boys liked made themselves . <eos>,The man that the boys liked made themselves .,the man that the boys liked made ***mask*** .,0.8267924512560523
426,36,simple,local,no-c-command,0,a,female,matrix_subj,number,girl,women,made,themselves,The girl that the women liked made themselves . <eos>,The girl that the women liked made themselves .,the girl that the women liked made ***mask*** .,0.1972145732313522
427,36,simple,local,no-c-command,0,b,female,matrix_subj,number,woman,girls,made,themselves,The woman that the girls liked made themselves . <eos>,The woman that the girls liked made themselves .,the woman that the girls liked made ***mask*** .,0.4199375383078499
428,36,simple,local,c-command,1,a,male,rc_subj,number,boys,man,made,themselves,The boys that the man liked made themselves . <eos>,The boys that the man liked made themselves .,the boys that the man liked made ***mask*** .,0.11274474000180598
429,36,simple,local,c-command,1,b,male,rc_subj,number,men,boy,made,themselves,The men that the boy liked made themselves . <eos>,The men that the boy liked made themselves .,the men that the boy liked made ***mask*** .,0.067615211170204
430,36,simple,local,c-command,1,a,female,rc_subj,number,girls,woman,made,themselves,The girls that the woman liked made themselves . <eos>,The girls that the woman liked made themselves .,the girls that the woman liked made ***mask*** .,0.08199347017631832
431,36,simple,local,c-command,1,b,female,rc_subj,number,women,girl,made,themselves,The women that the girl liked made themselves . <eos>,The women that the girl liked made themselves .,the women that the girl liked made ***mask*** .,0.05486290704000659
432,37,simple,local,c-command,1,a,male,none,none,boys,men,found,themselves,The boys that the men liked found themselves . <eos>,The boys that the men liked found themselves .,the boys that the men liked found ***mask*** .,0.0012655365089136992
433,37,simple,local,c-command,1,b,male,none,none,men,boys,found,themselves,The men that the boys liked found themselves . <eos>,The men that the boys liked found themselves .,the men that the boys liked found ***mask*** .,0.0011311746791436371
434,37,simple,local,c-command,1,a,female,none,none,girls,women,found,themselves,The girls that the women liked found themselves . <eos>,The girls that the women liked found themselves .,the girls that the women liked found ***mask*** .,0.0005767277046372796
435,37,simple,local,c-command,1,b,female,none,none,women,girls,found,themselves,The women that the girls liked found themselves . <eos>,The women that the girls liked found themselves .,the women that the girls liked found ***mask*** .,0.00045231463997067
436,37,simple,local,no-c-command,0,a,male,matrix_subj,number,boy,men,found,themselves,The boy that the men liked found themselves . <eos>,The boy that the men liked found themselves .,the boy that the men liked found ***mask*** .,0.1353788628970037
437,37,simple,local,no-c-command,0,b,male,matrix_subj,number,man,boys,found,themselves,The man that the boys liked found themselves . <eos>,The man that the boys liked found themselves .,the man that the boys liked found ***mask*** .,0.0477842809704365
438,37,simple,local,no-c-command,0,a,female,matrix_subj,number,girl,women,found,themselves,The girl that the women liked found themselves . <eos>,The girl that the women liked found themselves .,the girl that the women liked found ***mask*** .,0.018075516214549954
439,37,simple,local,no-c-command,0,b,female,matrix_subj,number,woman,girls,found,themselves,The woman that the girls liked found themselves . <eos>,The woman that the girls liked found themselves .,the woman that the girls liked found ***mask*** .,0.01728662889425338
440,37,simple,local,c-command,1,a,male,rc_subj,number,boys,man,found,themselves,The boys that the man liked found themselves . <eos>,The boys that the man liked found themselves .,the boys that the man liked found ***mask*** .,0.001109222235740162
441,37,simple,local,c-command,1,b,male,rc_subj,number,men,boy,found,themselves,The men that the boy liked found themselves . <eos>,The men that the boy liked found themselves .,the men that the boy liked found ***mask*** .,0.0021858399218822235
442,37,simple,local,c-command,1,a,female,rc_subj,number,girls,woman,found,themselves,The girls that the woman liked found themselves . <eos>,The girls that the woman liked found themselves .,the girls that the woman liked found ***mask*** .,0.0009081238616124208
443,37,simple,local,c-command,1,b,female,rc_subj,number,women,girl,found,themselves,The women that the girl liked found themselves . <eos>,The women that the girl liked found themselves .,the women that the girl liked found ***mask*** .,0.0005699490821846881
444,38,simple,local,c-command,1,a,male,none,none,boys,men,distinguished,themselves,The boys that the men liked distinguished themselves . <eos>,The boys that the men liked distinguished themselves .,the boys that the men liked distinguished ***mask*** .,1.1304110913283263e-05
445,38,simple,local,c-command,1,b,male,none,none,men,boys,distinguished,themselves,The men that the boys liked distinguished themselves . <eos>,The men that the boys liked distinguished themselves .,the men that the boys liked distinguished ***mask*** .,4.9262753126746685e-06
446,38,simple,local,c-command,1,a,female,none,none,girls,women,distinguished,themselves,The girls that the women liked distinguished themselves . <eos>,The girls that the women liked distinguished themselves .,the girls that the women liked distinguished ***mask*** .,6.149742867992345e-06
447,38,simple,local,c-command,1,b,female,none,none,women,girls,distinguished,themselves,The women that the girls liked distinguished themselves . <eos>,The women that the girls liked distinguished themselves .,the women that the girls liked distinguished ***mask*** .,6.077713786583582e-06
448,38,simple,local,no-c-command,0,a,male,matrix_subj,number,boy,men,distinguished,themselves,The boy that the men liked distinguished themselves . <eos>,The boy that the men liked distinguished themselves .,the boy that the men liked distinguished ***mask*** .,0.0007344357627047618
449,38,simple,local,no-c-command,0,b,male,matrix_subj,number,man,boys,distinguished,themselves,The man that the boys liked distinguished themselves . <eos>,The man that the boys liked distinguished themselves .,the man that the boys liked distinguished ***mask*** .,0.0008837955058468448
450,38,simple,local,no-c-command,0,a,female,matrix_subj,number,girl,women,distinguished,themselves,The girl that the women liked distinguished themselves . <eos>,The girl that the women liked distinguished themselves .,the girl that the women liked distinguished ***mask*** .,0.00011325449171464124
451,38,simple,local,no-c-command,0,b,female,matrix_subj,number,woman,girls,distinguished,themselves,The woman that the girls liked distinguished themselves . <eos>,The woman that the girls liked distinguished themselves .,the woman that the girls liked distinguished ***mask*** .,0.0002393515461804739
452,38,simple,local,c-command,1,a,male,rc_subj,number,boys,man,distinguished,themselves,The boys that the man liked distinguished themselves . <eos>,The boys that the man liked distinguished themselves .,the boys that the man liked distinguished ***mask*** .,8.809811972741545e-05
453,38,simple,local,c-command,1,b,male,rc_subj,number,men,boy,distinguished,themselves,The men that the boy liked distinguished themselves . <eos>,The men that the boy liked distinguished themselves .,the men that the boy liked distinguished ***mask*** .,1.383218817118106e-05
454,38,simple,local,c-command,1,a,female,rc_subj,number,girls,woman,distinguished,themselves,The girls that the woman liked distinguished themselves . <eos>,The girls that the woman liked distinguished themselves .,the girls that the woman liked distinguished ***mask*** .,4.0292020954568816e-05
455,38,simple,local,c-command,1,b,female,rc_subj,number,women,girl,distinguished,themselves,The women that the girl liked distinguished themselves . <eos>,The women that the girl liked distinguished themselves .,the women that the girl liked distinguished ***mask*** .,7.738611991467351e-06
456,39,simple,local,c-command,1,a,male,none,none,boys,men,taught,themselves,The boys that the men liked taught themselves . <eos>,The boys that the men liked taught themselves .,the boys that the men liked taught ***mask*** .,0.004133927689939206
457,39,simple,local,c-command,1,b,male,none,none,men,boys,taught,themselves,The men that the boys liked taught themselves . <eos>,The men that the boys liked taught themselves .,the men that the boys liked taught ***mask*** .,0.0024023892831183326
458,39,simple,local,c-command,1,a,female,none,none,girls,women,taught,themselves,The girls that the women liked taught themselves . <eos>,The girls that the women liked taught themselves .,the girls that the women liked taught ***mask*** .,0.0031136833357906153
459,39,simple,local,c-command,1,b,female,none,none,women,girls,taught,themselves,The women that the girls liked taught themselves . <eos>,The women that the girls liked taught themselves .,the women that the girls liked taught ***mask*** .,0.002486325839771831
460,39,simple,local,no-c-command,0,a,male,matrix_subj,number,boy,men,taught,themselves,The boy that the men liked taught themselves . <eos>,The boy that the men liked taught themselves .,the boy that the men liked taught ***mask*** .,0.05824795380957088
461,39,simple,local,no-c-command,0,b,male,matrix_subj,number,man,boys,taught,themselves,The man that the boys liked taught themselves . <eos>,The man that the boys liked taught themselves .,the man that the boys liked taught ***mask*** .,0.03552459753600593
462,39,simple,local,no-c-command,0,a,female,matrix_subj,number,girl,women,taught,themselves,The girl that the women liked taught themselves . <eos>,The girl that the women liked taught themselves .,the girl that the women liked taught ***mask*** .,0.04228363165964099
463,39,simple,local,no-c-command,0,b,female,matrix_subj,number,woman,girls,taught,themselves,The woman that the girls liked taught themselves . <eos>,The woman that the girls liked taught themselves .,the woman that the girls liked taught ***mask*** .,0.03353174586460821
464,39,simple,local,c-command,1,a,male,rc_subj,number,boys,man,taught,themselves,The boys that the man liked taught themselves . <eos>,The boys that the man liked taught themselves .,the boys that the man liked taught ***mask*** .,0.02822596783221942
465,39,simple,local,c-command,1,b,male,rc_subj,number,men,boy,taught,themselves,The men that the boy liked taught themselves . <eos>,The men that the boy liked taught themselves .,the men that the boy liked taught ***mask*** .,0.13489601995756037
466,39,simple,local,c-command,1,a,female,rc_subj,number,girls,woman,taught,themselves,The girls that the woman liked taught themselves . <eos>,The girls that the woman liked taught themselves .,the girls that the woman liked taught ***mask*** .,0.029224573849778376
467,39,simple,local,c-command,1,b,female,rc_subj,number,women,girl,taught,themselves,The women that the girl liked taught themselves . <eos>,The women that the girl liked taught themselves .,the women that the girl liked taught ***mask*** .,0.029430922372450694
468,40,simple,local,c-command,1,a,male,none,none,boys,men,killed,themselves,The boys that the men liked killed themselves . <eos>,The boys that the men liked killed themselves .,the boys that the men liked killed ***mask*** .,0.0010951704227161266
469,40,simple,local,c-command,1,b,male,none,none,men,boys,killed,themselves,The men that the boys liked killed themselves . <eos>,The men that the boys liked killed themselves .,the men that the boys liked killed ***mask*** .,0.0011841594879943398
470,40,simple,local,c-command,1,a,female,none,none,girls,women,killed,themselves,The girls that the women liked killed themselves . <eos>,The girls that the women liked killed themselves .,the girls that the women liked killed ***mask*** .,0.0006086513381106831
471,40,simple,local,c-command,1,b,female,none,none,women,girls,killed,themselves,The women that the girls liked killed themselves . <eos>,The women that the girls liked killed themselves .,the women that the girls liked killed ***mask*** .,0.0005297496854940786
472,40,simple,local,no-c-command,0,a,male,matrix_subj,number,boy,men,killed,themselves,The boy that the men liked killed themselves . <eos>,The boy that the men liked killed themselves .,the boy that the men liked killed ***mask*** .,0.067145341761245
473,40,simple,local,no-c-command,0,b,male,matrix_subj,number,man,boys,killed,themselves,The man that the boys liked killed themselves . <eos>,The man that the boys liked killed themselves .,the man that the boys liked killed ***mask*** .,0.10813006390567562
474,40,simple,local,no-c-command,0,a,female,matrix_subj,number,girl,women,killed,themselves,The girl that the women liked killed themselves . <eos>,The girl that the women liked killed themselves .,the girl that the women liked killed ***mask*** .,0.04439298282862554
475,40,simple,local,no-c-command,0,b,female,matrix_subj,number,woman,girls,killed,themselves,The woman that the girls liked killed themselves . <eos>,The woman that the girls liked killed themselves .,the woman that the girls liked killed ***mask*** .,0.05444837439494438
476,40,simple,local,c-command,1,a,male,rc_subj,number,boys,man,killed,themselves,The boys that the man liked killed themselves . <eos>,The boys that the man liked killed themselves .,the boys that the man liked killed ***mask*** .,0.0018914153305671785
477,40,simple,local,c-command,1,b,male,rc_subj,number,men,boy,killed,themselves,The men that the boy liked killed themselves . <eos>,The men that the boy liked killed themselves .,the men that the boy liked killed ***mask*** .,0.0014318911519949399
478,40,simple,local,c-command,1,a,female,rc_subj,number,girls,woman,killed,themselves,The girls that the woman liked killed themselves . <eos>,The girls that the woman liked killed themselves .,the girls that the woman liked killed ***mask*** .,0.0014709655782459126
479,40,simple,local,c-command,1,b,female,rc_subj,number,women,girl,killed,themselves,The women that the girl liked killed themselves . <eos>,The women that the girl liked killed themselves .,the women that the girl liked killed ***mask*** .,0.0006984685969716189
480,41,simple,local,c-command,1,a,male,none,none,boys,men,called,themselves,The boys that the men liked called themselves . <eos>,The boys that the men liked called themselves .,the boys that the men liked called ***mask*** .,0.001309507430581877
481,41,simple,local,c-command,1,b,male,none,none,men,boys,called,themselves,The men that the boys liked called themselves . <eos>,The men that the boys liked called themselves .,the men that the boys liked called ***mask*** .,0.0007667338361566422
482,41,simple,local,c-command,1,a,female,none,none,girls,women,called,themselves,The girls that the women liked called themselves . <eos>,The girls that the women liked called themselves .,the girls that the women liked called ***mask*** .,0.0010751318539207863
483,41,simple,local,c-command,1,b,female,none,none,women,girls,called,themselves,The women that the girls liked called themselves . <eos>,The women that the girls liked called themselves .,the women that the girls liked called ***mask*** .,0.000622131561190077
484,41,simple,local,no-c-command,0,a,male,matrix_subj,number,boy,men,called,themselves,The boy that the men liked called themselves . <eos>,The boy that the men liked called themselves .,the boy that the men liked called ***mask*** .,1.9847437876552354
485,41,simple,local,no-c-command,0,b,male,matrix_subj,number,man,boys,called,themselves,The man that the boys liked called themselves . <eos>,The man that the boys liked called themselves .,the man that the boys liked called ***mask*** .,1.1313947822829935
486,41,simple,local,no-c-command,0,a,female,matrix_subj,number,girl,women,called,themselves,The girl that the women liked called themselves . <eos>,The girl that the women liked called themselves .,the girl that the women liked called ***mask*** .,1.776387122543003
487,41,simple,local,no-c-command,0,b,female,matrix_subj,number,woman,girls,called,themselves,The woman that the girls liked called themselves . <eos>,The woman that the girls liked called themselves .,the woman that the girls liked called ***mask*** .,1.1181749523267197
488,41,simple,local,c-command,1,a,male,rc_subj,number,boys,man,called,themselves,The boys that the man liked called themselves . <eos>,The boys that the man liked called themselves .,the boys that the man liked called ***mask*** .,0.0006402163010347647
489,41,simple,local,c-command,1,b,male,rc_subj,number,men,boy,called,themselves,The men that the boy liked called themselves . <eos>,The men that the boy liked called themselves .,the men that the boy liked called ***mask*** .,0.0005361934233457372
490,41,simple,local,c-command,1,a,female,rc_subj,number,girls,woman,called,themselves,The girls that the woman liked called themselves . <eos>,The girls that the woman liked called themselves .,the girls that the woman liked called ***mask*** .,0.0013210829871786718
491,41,simple,local,c-command,1,b,female,rc_subj,number,women,girl,called,themselves,The women that the girl liked called themselves . <eos>,The women that the girl liked called themselves .,the women that the girl liked called ***mask*** .,0.00048421958262523173
492,42,simple,local,c-command,1,a,male,none,none,boys,men,dedicated,themselves,The boys that the men liked dedicated themselves . <eos>,The boys that the men liked dedicated themselves .,the boys that the men liked dedicated ***mask*** .,0.027524411092351743
493,42,simple,local,c-command,1,b,male,none,none,men,boys,dedicated,themselves,The men that the boys liked dedicated themselves . <eos>,The men that the boys liked dedicated themselves .,the men that the boys liked dedicated ***mask*** .,0.012652548078297849
494,42,simple,local,c-command,1,a,female,none,none,girls,women,dedicated,themselves,The girls that the women liked dedicated themselves . <eos>,The girls that the women liked dedicated themselves .,the girls that the women liked dedicated ***mask*** .,0.000513863843684539
495,42,simple,local,c-command,1,b,female,none,none,women,girls,dedicated,themselves,The women that the girls liked dedicated themselves . <eos>,The women that the girls liked dedicated themselves .,the women that the girls liked dedicated ***mask*** .,0.0006370320405513396
496,42,simple,local,no-c-command,0,a,male,matrix_subj,number,boy,men,dedicated,themselves,The boy that the men liked dedicated themselves . <eos>,The boy that the men liked dedicated themselves .,the boy that the men liked dedicated ***mask*** .,0.44327282644437105
497,42,simple,local,no-c-command,0,b,male,matrix_subj,number,man,boys,dedicated,themselves,The man that the boys liked dedicated themselves . <eos>,The man that the boys liked dedicated themselves .,the man that the boys liked dedicated ***mask*** .,1.0722037880894733
498,42,simple,local,no-c-command,0,a,female,matrix_subj,number,girl,women,dedicated,themselves,The girl that the women liked dedicated themselves . <eos>,The girl that the women liked dedicated themselves .,the girl that the women liked dedicated ***mask*** .,0.07560951704834591
499,42,simple,local,no-c-command,0,b,female,matrix_subj,number,woman,girls,dedicated,themselves,The woman that the girls liked dedicated themselves . <eos>,The woman that the girls liked dedicated themselves .,the woman that the girls liked dedicated ***mask*** .,0.30827699979289014
500,42,simple,local,c-command,1,a,male,rc_subj,number,boys,man,dedicated,themselves,The boys that the man liked dedicated themselves . <eos>,The boys that the man liked dedicated themselves .,the boys that the man liked dedicated ***mask*** .,0.1135237998543004
501,42,simple,local,c-command,1,b,male,rc_subj,number,men,boy,dedicated,themselves,The men that the boy liked dedicated themselves . <eos>,The men that the boy liked dedicated themselves .,the men that the boy liked dedicated ***mask*** .,0.01777028636411646
502,42,simple,local,c-command,1,a,female,rc_subj,number,girls,woman,dedicated,themselves,The girls that the woman liked dedicated themselves . <eos>,The girls that the woman liked dedicated themselves .,the girls that the woman liked dedicated ***mask*** .,0.008189659515545575
503,42,simple,local,c-command,1,b,female,rc_subj,number,women,girl,dedicated,themselves,The women that the girl liked dedicated themselves . <eos>,The women that the girl liked dedicated themselves .,the women that the girl liked dedicated ***mask*** .,0.0006645611172023118
504,43,simple,local,c-command,1,a,male,none,none,boys,men,declared,themselves,The boys that the men liked declared themselves . <eos>,The boys that the men liked declared themselves .,the boys that the men liked declared ***mask*** .,0.0001372057596131924
505,43,simple,local,c-command,1,b,male,none,none,men,boys,declared,themselves,The men that the boys liked declared themselves . <eos>,The men that the boys liked declared themselves .,the men that the boys liked declared ***mask*** .,0.00010997205560279405
506,43,simple,local,c-command,1,a,female,none,none,girls,women,declared,themselves,The girls that the women liked declared themselves . <eos>,The girls that the women liked declared themselves .,the girls that the women liked declared ***mask*** .,8.156291094503958e-05
507,43,simple,local,c-command,1,b,female,none,none,women,girls,declared,themselves,The women that the girls liked declared themselves . <eos>,The women that the girls liked declared themselves .,the women that the girls liked declared ***mask*** .,6.33185617408961e-05
508,43,simple,local,no-c-command,0,a,male,matrix_subj,number,boy,men,declared,themselves,The boy that the men liked declared themselves . <eos>,The boy that the men liked declared themselves .,the boy that the men liked declared ***mask*** .,0.024752619553170752
509,43,simple,local,no-c-command,0,b,male,matrix_subj,number,man,boys,declared,themselves,The man that the boys liked declared themselves . <eos>,The man that the boys liked declared themselves .,the man that the boys liked declared ***mask*** .,0.0415619006677866
510,43,simple,local,no-c-command,0,a,female,matrix_subj,number,girl,women,declared,themselves,The girl that the women liked declared themselves . <eos>,The girl that the women liked declared themselves .,the girl that the women liked declared ***mask*** .,0.01588740125407545
511,43,simple,local,no-c-command,0,b,female,matrix_subj,number,woman,girls,declared,themselves,The woman that the girls liked declared themselves . <eos>,The woman that the girls liked declared themselves .,the woman that the girls liked declared ***mask*** .,0.024239141243324457
512,43,simple,local,c-command,1,a,male,rc_subj,number,boys,man,declared,themselves,The boys that the man liked declared themselves . <eos>,The boys that the man liked declared themselves .,the boys that the man liked declared ***mask*** .,0.00017972764453401497
513,43,simple,local,c-command,1,b,male,rc_subj,number,men,boy,declared,themselves,The men that the boy liked declared themselves . <eos>,The men that the boy liked declared themselves .,the men that the boy liked declared ***mask*** .,8.130515975693535e-05
514,43,simple,local,c-command,1,a,female,rc_subj,number,girls,woman,declared,themselves,The girls that the woman liked declared themselves . <eos>,The girls that the woman liked declared themselves .,the girls that the woman liked declared ***mask*** .,9.88326649993525e-05
515,43,simple,local,c-command,1,b,female,rc_subj,number,women,girl,declared,themselves,The women that the girl liked declared themselves . <eos>,The women that the girl liked declared themselves .,the women that the girl liked declared ***mask*** .,5.5254822128748525e-05
516,44,simple,local,c-command,1,a,male,none,none,boys,men,proved,themselves,The boys that the men liked proved themselves . <eos>,The boys that the men liked proved themselves .,the boys that the men liked proved ***mask*** .,0.0015383035916116273
517,44,simple,local,c-command,1,b,male,none,none,men,boys,proved,themselves,The men that the boys liked proved themselves . <eos>,The men that the boys liked proved themselves .,the men that the boys liked proved ***mask*** .,0.0011298986334100543
518,44,simple,local,c-command,1,a,female,none,none,girls,women,proved,themselves,The girls that the women liked proved themselves . <eos>,The girls that the women liked proved themselves .,the girls that the women liked proved ***mask*** .,0.0012860470798857718
519,44,simple,local,c-command,1,b,female,none,none,women,girls,proved,themselves,The women that the girls liked proved themselves . <eos>,The women that the girls liked proved themselves .,the women that the girls liked proved ***mask*** .,0.001221736909786571
520,44,simple,local,no-c-command,0,a,male,matrix_subj,number,boy,men,proved,themselves,The boy that the men liked proved themselves . <eos>,The boy that the men liked proved themselves .,the boy that the men liked proved ***mask*** .,0.031151547780303976
521,44,simple,local,no-c-command,0,b,male,matrix_subj,number,man,boys,proved,themselves,The man that the boys liked proved themselves . <eos>,The man that the boys liked proved themselves .,the man that the boys liked proved ***mask*** .,0.07154315403989096
522,44,simple,local,no-c-command,0,a,female,matrix_subj,number,girl,women,proved,themselves,The girl that the women liked proved themselves . <eos>,The girl that the women liked proved themselves .,the girl that the women liked proved ***mask*** .,0.023241091452471083
523,44,simple,local,no-c-command,0,b,female,matrix_subj,number,woman,girls,proved,themselves,The woman that the girls liked proved themselves . <eos>,The woman that the girls liked proved themselves .,the woman that the girls liked proved ***mask*** .,0.04318721282420317
524,44,simple,local,c-command,1,a,male,rc_subj,number,boys,man,proved,themselves,The boys that the man liked proved themselves . <eos>,The boys that the man liked proved themselves .,the boys that the man liked proved ***mask*** .,0.0042775717744646165
525,44,simple,local,c-command,1,b,male,rc_subj,number,men,boy,proved,themselves,The men that the boy liked proved themselves . <eos>,The men that the boy liked proved themselves .,the men that the boy liked proved ***mask*** .,0.0020227194627834883
526,44,simple,local,c-command,1,a,female,rc_subj,number,girls,woman,proved,themselves,The girls that the woman liked proved themselves . <eos>,The girls that the woman liked proved themselves .,the girls that the woman liked proved ***mask*** .,0.004467692163901992
527,44,simple,local,c-command,1,b,female,rc_subj,number,women,girl,proved,themselves,The women that the girl liked proved themselves . <eos>,The women that the girl liked proved themselves .,the women that the girl liked proved ***mask*** .,0.00210680648945009
528,45,simple,local,c-command,1,a,male,none,none,boys,men,shot,themselves,The boys that the men liked shot themselves . <eos>,The boys that the men liked shot themselves .,the boys that the men liked shot ***mask*** .,0.004468219707469553
529,45,simple,local,c-command,1,b,male,none,none,men,boys,shot,themselves,The men that the boys liked shot themselves . <eos>,The men that the boys liked shot themselves .,the men that the boys liked shot ***mask*** .,0.004257352594923172
530,45,simple,local,c-command,1,a,female,none,none,girls,women,shot,themselves,The girls that the women liked shot themselves . <eos>,The girls that the women liked shot themselves .,the girls that the women liked shot ***mask*** .,0.0023098542947680455
531,45,simple,local,c-command,1,b,female,none,none,women,girls,shot,themselves,The women that the girls liked shot themselves . <eos>,The women that the girls liked shot themselves .,the women that the girls liked shot ***mask*** .,0.0019823676164801743
532,45,simple,local,no-c-command,0,a,male,matrix_subj,number,boy,men,shot,themselves,The boy that the men liked shot themselves . <eos>,The boy that the men liked shot themselves .,the boy that the men liked shot ***mask*** .,0.7252565853707447
533,45,simple,local,no-c-command,0,b,male,matrix_subj,number,man,boys,shot,themselves,The man that the boys liked shot themselves . <eos>,The man that the boys liked shot themselves .,the man that the boys liked shot ***mask*** .,0.48703874568652034
534,45,simple,local,no-c-command,0,a,female,matrix_subj,number,girl,women,shot,themselves,The girl that the women liked shot themselves . <eos>,The girl that the women liked shot themselves .,the girl that the women liked shot ***mask*** .,0.5345525640392774
535,45,simple,local,no-c-command,0,b,female,matrix_subj,number,woman,girls,shot,themselves,The woman that the girls liked shot themselves . <eos>,The woman that the girls liked shot themselves .,the woman that the girls liked shot ***mask*** .,0.2620584751112715
536,45,simple,local,c-command,1,a,male,rc_subj,number,boys,man,shot,themselves,The boys that the man liked shot themselves . <eos>,The boys that the man liked shot themselves .,the boys that the man liked shot ***mask*** .,0.006975608475180969
537,45,simple,local,c-command,1,b,male,rc_subj,number,men,boy,shot,themselves,The men that the boy liked shot themselves . <eos>,The men that the boy liked shot themselves .,the men that the boy liked shot ***mask*** .,0.005227520649932554
538,45,simple,local,c-command,1,a,female,rc_subj,number,girls,woman,shot,themselves,The girls that the woman liked shot themselves . <eos>,The girls that the woman liked shot themselves .,the girls that the woman liked shot ***mask*** .,0.0030090985174887936
539,45,simple,local,c-command,1,b,female,rc_subj,number,women,girl,shot,themselves,The women that the girl liked shot themselves . <eos>,The women that the girl liked shot themselves .,the women that the girl liked shot ***mask*** .,0.002022901635224133
540,46,simple,local,c-command,1,a,male,none,none,boys,actors,saw,themselves,The boys that the actors liked saw themselves . <eos>,The boys that the actors liked saw themselves .,the boys that the actors liked saw ***mask*** .,0.02198676069968444
541,46,simple,local,c-command,1,b,male,none,none,actors,boys,saw,themselves,The actors that the boys liked saw themselves . <eos>,The actors that the boys liked saw themselves .,the actors that the boys liked saw ***mask*** .,0.013878732113570437
542,46,simple,local,c-command,1,a,female,none,none,girls,wives,saw,themselves,The girls that the wives liked saw themselves . <eos>,The girls that the wives liked saw themselves .,the girls that the wives liked saw ***mask*** .,0.01641362003410967
543,46,simple,local,c-command,1,b,female,none,none,wives,girls,saw,themselves,The wives that the girls liked saw themselves . <eos>,The wives that the girls liked saw themselves .,the wives that the girls liked saw ***mask*** .,0.02423846502010588
544,46,simple,local,no-c-command,0,a,male,matrix_subj,number,boy,actors,saw,themselves,The boy that the actors liked saw themselves . <eos>,The boy that the actors liked saw themselves .,the boy that the actors liked saw ***mask*** .,0.4177070754428632
545,46,simple,local,no-c-command,0,b,male,matrix_subj,number,actor,boys,saw,themselves,The actor that the boys liked saw themselves . <eos>,The actor that the boys liked saw themselves .,the actor that the boys liked saw ***mask*** .,0.33121238507638273
546,46,simple,local,no-c-command,0,a,female,matrix_subj,number,girl,wives,saw,themselves,The girl that the wives liked saw themselves . <eos>,The girl that the wives liked saw themselves .,the girl that the wives liked saw ***mask*** .,0.47839906137050614
547,46,simple,local,no-c-command,0,b,female,matrix_subj,number,wife,girls,saw,themselves,The wife that the girls liked saw themselves . <eos>,The wife that the girls liked saw themselves .,the wife that the girls liked saw ***mask*** .,0.4526626382205746
548,46,simple,local,c-command,1,a,male,rc_subj,number,boys,actor,saw,themselves,The boys that the actor liked saw themselves . <eos>,The boys that the actor liked saw themselves .,the boys that the actor liked saw ***mask*** .,0.03402504090401777
549,46,simple,local,c-command,1,b,male,rc_subj,number,actors,boy,saw,themselves,The actors that the boy liked saw themselves . <eos>,The actors that the boy liked saw themselves .,the actors that the boy liked saw ***mask*** .,0.017151493273325383
550,46,simple,local,c-command,1,a,female,rc_subj,number,girls,wife,saw,themselves,The girls that the wife liked saw themselves . <eos>,The girls that the wife liked saw themselves .,the girls that the wife liked saw ***mask*** .,0.027666959242031858
551,46,simple,local,c-command,1,b,female,rc_subj,number,wives,girl,saw,themselves,The wives that the girl liked saw themselves . <eos>,The wives that the girl liked saw themselves .,the wives that the girl liked saw ***mask*** .,0.028226314372255493
552,47,simple,local,c-command,1,a,male,none,none,boys,actors,established,themselves,The boys that the actors liked established themselves . <eos>,The boys that the actors liked established themselves .,the boys that the actors liked established ***mask*** .,7.683219908212784e-05
553,47,simple,local,c-command,1,b,male,none,none,actors,boys,established,themselves,The actors that the boys liked established themselves . <eos>,The actors that the boys liked established themselves .,the actors that the boys liked established ***mask*** .,9.765140877397915e-06
554,47,simple,local,c-command,1,a,female,none,none,girls,wives,established,themselves,The girls that the wives liked established themselves . <eos>,The girls that the wives liked established themselves .,the girls that the wives liked established ***mask*** .,2.069175889163089e-05
555,47,simple,local,c-command,1,b,female,none,none,wives,girls,established,themselves,The wives that the girls liked established themselves . <eos>,The wives that the girls liked established themselves .,the wives that the girls liked established ***mask*** .,2.8602707289344722e-05
