item,RC_verb,clause_type,locality,grammatical,counterbalance,mismatch_position,mismatch_feature,rc_subj,local_sub,verb,pronoun,sentence,sentence_no_eos
21,hated,embed,local,1,b,none,none,surgeon,mechanic,doubted,himself,The surgeon that the mechanic hated doubted himself . <eos>,The surgeon that the mechanic hated doubted himself .
21,hated,embed,local,1,c,none,none,banker,surgeon,doubted,himself,The banker that the surgeon hated doubted himself . <eos>,The banker that the surgeon hated doubted himself .
21,hated,embed,local,1,d,none,none,surgeon,banker,doubted,himself,The surgeon that the banker hated doubted himself . <eos>,The surgeon that the banker hated doubted himself .
21,hated,embed,nonlocal,0,a,matrix_subj,number,mechanics,surgeon,doubted,himself,The mechanics that the surgeon hated doubted himself . <eos>,The mechanics that the surgeon hated doubted himself .
21,hated,embed,nonlocal,0,b,matrix_subj,number,surgeons,mechanic,doubted,himself,The surgeons that the mechanic hated doubted himself . <eos>,The surgeons that the mechanic hated doubted himself .
21,hated,embed,nonlocal,0,c,matrix_subj,number,bankers,surgeon,doubted,himself,The bankers that the surgeon hated doubted himself . <eos>,The bankers that the surgeon hated doubted himself .
21,hated,embed,nonlocal,0,d,matrix_subj,number,surgeons,banker,doubted,himself,The surgeons that the banker hated doubted himself . <eos>,The surgeons that the banker hated doubted himself .
21,hated,embed,local,1,a,rc_subj,number,mechanic,surgeons,doubted,himself,The mechanic that the surgeons hated doubted himself . <eos>,The mechanic that the surgeons hated doubted himself .
21,hated,embed,local,1,b,rc_subj,number,surgeon,mechanics,doubted,himself,The surgeon that the mechanics hated doubted himself . <eos>,The surgeon that the mechanics hated doubted himself .
21,hated,embed,local,1,c,rc_subj,number,banker,surgeons,doubted,himself,The banker that the surgeons hated doubted himself . <eos>,The banker that the surgeons hated doubted himself .
21,hated,embed,local,1,d,rc_subj,number,surgeon,bankers,doubted,himself,The surgeon that the bankers hated doubted himself . <eos>,The surgeon that the bankers hated doubted himself .
22,hated,embed,local,1,a,none,none,mechanic,farmer,hurt,himself,The mechanic that the farmer hated hurt himself . <eos>,The mechanic that the farmer hated hurt himself .
22,hated,embed,local,1,b,none,none,farmer,mechanic,hurt,himself,The farmer that the mechanic hated hurt himself . <eos>,The farmer that the mechanic hated hurt himself .
22,hated,embed,local,1,c,none,none,banker,farmer,hurt,himself,The banker that the farmer hated hurt himself . <eos>,The banker that the farmer hated hurt himself .
22,hated,embed,local,1,d,none,none,farmer,banker,hurt,himself,The farmer that the banker hated hurt himself . <eos>,The farmer that the banker hated hurt himself .
22,hated,embed,nonlocal,0,a,matrix_subj,number,mechanics,farmer,hurt,himself,The mechanics that the farmer hated hurt himself . <eos>,The mechanics that the farmer hated hurt himself .
22,hated,embed,nonlocal,0,b,matrix_subj,number,farmers,mechanic,hurt,himself,The farmers that the mechanic hated hurt himself . <eos>,The farmers that the mechanic hated hurt himself .
22,hated,embed,nonlocal,0,c,matrix_subj,number,bankers,farmer,hurt,himself,The bankers that the farmer hated hurt himself . <eos>,The bankers that the farmer hated hurt himself .
22,hated,embed,nonlocal,0,d,matrix_subj,number,farmers,banker,hurt,himself,The farmers that the banker hated hurt himself . <eos>,The farmers that the banker hated hurt himself .
22,hated,embed,local,1,a,rc_subj,number,mechanic,farmers,hurt,himself,The mechanic that the farmers hated hurt himself . <eos>,The mechanic that the farmers hated hurt himself .
22,hated,embed,local,1,b,rc_subj,number,farmer,mechanics,hurt,himself,The farmer that the mechanics hated hurt himself . <eos>,The farmer that the mechanics hated hurt himself .
22,hated,embed,local,1,c,rc_subj,number,banker,farmers,hurt,himself,The banker that the farmers hated hurt himself . <eos>,The banker that the farmers hated hurt himself .
22,hated,embed,local,1,d,rc_subj,number,farmer,bankers,hurt,himself,The farmer that the bankers hated hurt himself . <eos>,The farmer that the bankers hated hurt himself .
23,hated,embed,local,1,a,none,none,mechanic,farmer,injured,himself,The mechanic that the farmer hated injured himself . <eos>,The mechanic that the farmer hated injured himself .
23,hated,embed,local,1,b,none,none,farmer,mechanic,injured,himself,The farmer that the mechanic hated injured himself . <eos>,The farmer that the mechanic hated injured himself .
23,hated,embed,local,1,c,none,none,banker,farmer,injured,himself,The banker that the farmer hated injured himself . <eos>,The banker that the farmer hated injured himself .
23,hated,embed,local,1,d,none,none,farmer,banker,injured,himself,The farmer that the banker hated injured himself . <eos>,The farmer that the banker hated injured himself .
23,hated,embed,nonlocal,0,a,matrix_subj,number,mechanics,farmer,injured,himself,The mechanics that the farmer hated injured himself . <eos>,The mechanics that the farmer hated injured himself .
23,hated,embed,nonlocal,0,b,matrix_subj,number,farmers,mechanic,injured,himself,The farmers that the mechanic hated injured himself . <eos>,The farmers that the mechanic hated injured himself .
23,hated,embed,nonlocal,0,c,matrix_subj,number,bankers,farmer,injured,himself,The bankers that the farmer hated injured himself . <eos>,The bankers that the farmer hated injured himself .
23,hated,embed,nonlocal,0,d,matrix_subj,number,farmers,banker,injured,himself,The farmers that the banker hated injured himself . <eos>,The farmers that the banker hated injured himself .
23,hated,embed,local,1,a,rc_subj,number,mechanic,farmers,injured,himself,The mechanic that the farmers hated injured himself . <eos>,The mechanic that the farmers hated injured himself .
23,hated,embed,local,1,b,rc_subj,number,farmer,mechanics,injured,himself,The farmer that the mechanics hated injured himself . <eos>,The farmer that the mechanics hated injured himself .
23,hated,embed,local,1,c,rc_subj,number,banker,farmers,injured,himself,The banker that the farmers hated injured himself . <eos>,The banker that the farmers hated injured himself .
23,hated,embed,local,1,d,rc_subj,number,farmer,bankers,injured,himself,The farmer that the bankers hated injured himself . <eos>,The farmer that the bankers hated injured himself .
24,hated,embed,local,1,a,none,none,mechanic,farmer,congratulated,himself,The mechanic that the farmer hated congratulated himself . <eos>,The mechanic that the farmer hated congratulated himself .
24,hated,embed,local,1,b,none,none,farmer,mechanic,congratulated,himself,The farmer that the mechanic hated congratulated himself . <eos>,The farmer that the mechanic hated congratulated himself .
24,hated,embed,local,1,c,none,none,banker,farmer,congratulated,himself,The banker that the farmer hated congratulated himself . <eos>,The banker that the farmer hated congratulated himself .
24,hated,embed,local,1,d,none,none,farmer,banker,congratulated,himself,The farmer that the banker hated congratulated himself . <eos>,The farmer that the banker hated congratulated himself .
24,hated,embed,nonlocal,0,a,matrix_subj,number,mechanics,farmer,congratulated,himself,The mechanics that the farmer hated congratulated himself . <eos>,The mechanics that the farmer hated congratulated himself .
24,hated,embed,nonlocal,0,b,matrix_subj,number,farmers,mechanic,congratulated,himself,The farmers that the mechanic hated congratulated himself . <eos>,The farmers that the mechanic hated congratulated himself .
24,hated,embed,nonlocal,0,c,matrix_subj,number,bankers,farmer,congratulated,himself,The bankers that the farmer hated congratulated himself . <eos>,The bankers that the farmer hated congratulated himself .
24,hated,embed,nonlocal,0,d,matrix_subj,number,farmers,banker,congratulated,himself,The farmers that the banker hated congratulated himself . <eos>,The farmers that the banker hated congratulated himself .
24,hated,embed,local,1,a,rc_subj,number,mechanic,farmers,congratulated,himself,The mechanic that the farmers hated congratulated himself . <eos>,The mechanic that the farmers hated congratulated himself .
24,hated,embed,local,1,b,rc_subj,number,farmer,mechanics,congratulated,himself,The farmer that the mechanics hated congratulated himself . <eos>,The farmer that the mechanics hated congratulated himself .
24,hated,embed,local,1,c,rc_subj,number,banker,farmers,congratulated,himself,The banker that the farmers hated congratulated himself . <eos>,The banker that the farmers hated congratulated himself .
24,hated,embed,local,1,d,rc_subj,number,farmer,bankers,congratulated,himself,The farmer that the bankers hated congratulated himself . <eos>,The farmer that the bankers hated congratulated himself .
25,hated,embed,local,1,a,none,none,mechanic,farmer,embarrassed,himself,The mechanic that the farmer hated embarrassed himself . <eos>,The mechanic that the farmer hated embarrassed himself .
25,hated,embed,local,1,b,none,none,farmer,mechanic,embarrassed,himself,The farmer that the mechanic hated embarrassed himself . <eos>,The farmer that the mechanic hated embarrassed himself .
25,hated,embed,local,1,c,none,none,banker,farmer,embarrassed,himself,The banker that the farmer hated embarrassed himself . <eos>,The banker that the farmer hated embarrassed himself .
25,hated,embed,local,1,d,none,none,farmer,banker,embarrassed,himself,The farmer that the banker hated embarrassed himself . <eos>,The farmer that the banker hated embarrassed himself .
25,hated,embed,nonlocal,0,a,matrix_subj,number,mechanics,farmer,embarrassed,himself,The mechanics that the farmer hated embarrassed himself . <eos>,The mechanics that the farmer hated embarrassed himself .
25,hated,embed,nonlocal,0,b,matrix_subj,number,farmers,mechanic,embarrassed,himself,The farmers that the mechanic hated embarrassed himself . <eos>,The farmers that the mechanic hated embarrassed himself .
25,hated,embed,nonlocal,0,c,matrix_subj,number,bankers,farmer,embarrassed,himself,The bankers that the farmer hated embarrassed himself . <eos>,The bankers that the farmer hated embarrassed himself .
25,hated,embed,nonlocal,0,d,matrix_subj,number,farmers,banker,embarrassed,himself,The farmers that the banker hated embarrassed himself . <eos>,The farmers that the banker hated embarrassed himself .
25,hated,embed,local,1,a,rc_subj,number,mechanic,farmers,embarrassed,himself,The mechanic that the farmers hated embarrassed himself . <eos>,The mechanic that the farmers hated embarrassed himself .
25,hated,embed,local,1,b,rc_subj,number,farmer,mechanics,embarrassed,himself,The farmer that the mechanics hated embarrassed himself . <eos>,The farmer that the mechanics hated embarrassed himself .
25,hated,embed,local,1,c,rc_subj,number,banker,farmers,embarrassed,himself,The banker that the farmers hated embarrassed himself . <eos>,The banker that the farmers hated embarrassed himself .
25,hated,embed,local,1,d,rc_subj,number,farmer,bankers,embarrassed,himself,The farmer that the bankers hated embarrassed himself . <eos>,The farmer that the bankers hated embarrassed himself .
26,hated,embed,local,1,a,none,none,mechanic,farmer,disguised,himself,The mechanic that the farmer hated disguised himself . <eos>,The mechanic that the farmer hated disguised himself .
26,hated,embed,local,1,b,none,none,farmer,mechanic,disguised,himself,The farmer that the mechanic hated disguised himself . <eos>,The farmer that the mechanic hated disguised himself .
26,hated,embed,local,1,c,none,none,banker,farmer,disguised,himself,The banker that the farmer hated disguised himself . <eos>,The banker that the farmer hated disguised himself .
26,hated,embed,local,1,d,none,none,farmer,banker,disguised,himself,The farmer that the banker hated disguised himself . <eos>,The farmer that the banker hated disguised himself .
26,hated,embed,nonlocal,0,a,matrix_subj,number,mechanics,farmer,disguised,himself,The mechanics that the farmer hated disguised himself . <eos>,The mechanics that the farmer hated disguised himself .
26,hated,embed,nonlocal,0,b,matrix_subj,number,farmers,mechanic,disguised,himself,The farmers that the mechanic hated disguised himself . <eos>,The farmers that the mechanic hated disguised himself .
26,hated,embed,nonlocal,0,c,matrix_subj,number,bankers,farmer,disguised,himself,The bankers that the farmer hated disguised himself . <eos>,The bankers that the farmer hated disguised himself .
26,hated,embed,nonlocal,0,d,matrix_subj,number,farmers,banker,disguised,himself,The farmers that the banker hated disguised himself . <eos>,The farmers that the banker hated disguised himself .
26,hated,embed,local,1,a,rc_subj,number,mechanic,farmers,disguised,himself,The mechanic that the farmers hated disguised himself . <eos>,The mechanic that the farmers hated disguised himself .
26,hated,embed,local,1,b,rc_subj,number,farmer,mechanics,disguised,himself,The farmer that the mechanics hated disguised himself . <eos>,The farmer that the mechanics hated disguised himself .
26,hated,embed,local,1,c,rc_subj,number,banker,farmers,disguised,himself,The banker that the farmers hated disguised himself . <eos>,The banker that the farmers hated disguised himself .
26,hated,embed,local,1,d,rc_subj,number,farmer,bankers,disguised,himself,The farmer that the bankers hated disguised himself . <eos>,The farmer that the bankers hated disguised himself .
27,hated,embed,local,1,a,none,none,mechanic,farmer,hated,himself,The mechanic that the farmer hated hated himself . <eos>,The mechanic that the farmer hated hated himself .
27,hated,embed,local,1,b,none,none,farmer,mechanic,hated,himself,The farmer that the mechanic hated hated himself . <eos>,The farmer that the mechanic hated hated himself .
27,hated,embed,local,1,c,none,none,banker,farmer,hated,himself,The banker that the farmer hated hated himself . <eos>,The banker that the farmer hated hated himself .
27,hated,embed,local,1,d,none,none,farmer,banker,hated,himself,The farmer that the banker hated hated himself . <eos>,The farmer that the banker hated hated himself .
27,hated,embed,nonlocal,0,a,matrix_subj,number,mechanics,farmer,hated,himself,The mechanics that the farmer hated hated himself . <eos>,The mechanics that the farmer hated hated himself .
27,hated,embed,nonlocal,0,b,matrix_subj,number,farmers,mechanic,hated,himself,The farmers that the mechanic hated hated himself . <eos>,The farmers that the mechanic hated hated himself .
27,hated,embed,nonlocal,0,c,matrix_subj,number,bankers,farmer,hated,himself,The bankers that the farmer hated hated himself . <eos>,The bankers that the farmer hated hated himself .
27,hated,embed,nonlocal,0,d,matrix_subj,number,farmers,banker,hated,himself,The farmers that the banker hated hated himself . <eos>,The farmers that the banker hated hated himself .
27,hated,embed,local,1,a,rc_subj,number,mechanic,farmers,hated,himself,The mechanic that the farmers hated hated himself . <eos>,The mechanic that the farmers hated hated himself .
27,hated,embed,local,1,b,rc_subj,number,farmer,mechanics,hated,himself,The farmer that the mechanics hated hated himself . <eos>,The farmer that the mechanics hated hated himself .
27,hated,embed,local,1,c,rc_subj,number,banker,farmers,hated,himself,The banker that the farmers hated hated himself . <eos>,The banker that the farmers hated hated himself .
27,hated,embed,local,1,d,rc_subj,number,farmer,bankers,hated,himself,The farmer that the bankers hated hated himself . <eos>,The farmer that the bankers hated hated himself .
28,hated,embed,local,1,a,none,none,mechanic,farmer,doubted,himself,The mechanic that the farmer hated doubted himself . <eos>,The mechanic that the farmer hated doubted himself .
28,hated,embed,local,1,b,none,none,farmer,mechanic,doubted,himself,The farmer that the mechanic hated doubted himself . <eos>,The farmer that the mechanic hated doubted himself .
28,hated,embed,local,1,c,none,none,banker,farmer,doubted,himself,The banker that the farmer hated doubted himself . <eos>,The banker that the farmer hated doubted himself .
28,hated,embed,local,1,d,none,none,farmer,banker,doubted,himself,The farmer that the banker hated doubted himself . <eos>,The farmer that the banker hated doubted himself .
28,hated,embed,nonlocal,0,a,matrix_subj,number,mechanics,farmer,doubted,himself,The mechanics that the farmer hated doubted himself . <eos>,The mechanics that the farmer hated doubted himself .
28,hated,embed,nonlocal,0,b,matrix_subj,number,farmers,mechanic,doubted,himself,The farmers that the mechanic hated doubted himself . <eos>,The farmers that the mechanic hated doubted himself .
28,hated,embed,nonlocal,0,c,matrix_subj,number,bankers,farmer,doubted,himself,The bankers that the farmer hated doubted himself . <eos>,The bankers that the farmer hated doubted himself .
28,hated,embed,nonlocal,0,d,matrix_subj,number,farmers,banker,doubted,himself,The farmers that the banker hated doubted himself . <eos>,The farmers that the banker hated doubted himself .
28,hated,embed,local,1,a,rc_subj,number,mechanic,farmers,doubted,himself,The mechanic that the farmers hated doubted himself . <eos>,The mechanic that the farmers hated doubted himself .
28,hated,embed,local,1,b,rc_subj,number,farmer,mechanics,doubted,himself,The farmer that the mechanics hated doubted himself . <eos>,The farmer that the mechanics hated doubted himself .
28,hated,embed,local,1,c,rc_subj,number,banker,farmers,doubted,himself,The banker that the farmers hated doubted himself . <eos>,The banker that the farmers hated doubted himself .
28,hated,embed,local,1,d,rc_subj,number,farmer,bankers,doubted,himself,The farmer that the bankers hated doubted himself . <eos>,The farmer that the bankers hated doubted himself .
29,hated,embed,local,1,a,none,none,mechanic,manager,hurt,himself,The mechanic that the manager hated hurt himself . <eos>,The mechanic that the manager hated hurt himself .
29,hated,embed,local,1,b,none,none,manager,mechanic,hurt,himself,The manager that the mechanic hated hurt himself . <eos>,The manager that the mechanic hated hurt himself .
29,hated,embed,local,1,c,none,none,banker,manager,hurt,himself,The banker that the manager hated hurt himself . <eos>,The banker that the manager hated hurt himself .
29,hated,embed,local,1,d,none,none,manager,banker,hurt,himself,The manager that the banker hated hurt himself . <eos>,The manager that the banker hated hurt himself .
29,hated,embed,nonlocal,0,a,matrix_subj,number,mechanics,manager,hurt,himself,The mechanics that the manager hated hurt himself . <eos>,The mechanics that the manager hated hurt himself .
29,hated,embed,nonlocal,0,b,matrix_subj,number,managers,mechanic,hurt,himself,The managers that the mechanic hated hurt himself . <eos>,The managers that the mechanic hated hurt himself .
29,hated,embed,nonlocal,0,c,matrix_subj,number,bankers,manager,hurt,himself,The bankers that the manager hated hurt himself . <eos>,The bankers that the manager hated hurt himself .
29,hated,embed,nonlocal,0,d,matrix_subj,number,managers,banker,hurt,himself,The managers that the banker hated hurt himself . <eos>,The managers that the banker hated hurt himself .
29,hated,embed,local,1,a,rc_subj,number,mechanic,managers,hurt,himself,The mechanic that the managers hated hurt himself . <eos>,The mechanic that the managers hated hurt himself .
29,hated,embed,local,1,b,rc_subj,number,manager,mechanics,hurt,himself,The manager that the mechanics hated hurt himself . <eos>,The manager that the mechanics hated hurt himself .
29,hated,embed,local,1,c,rc_subj,number,banker,managers,hurt,himself,The banker that the managers hated hurt himself . <eos>,The banker that the managers hated hurt himself .
29,hated,embed,local,1,d,rc_subj,number,manager,bankers,hurt,himself,The manager that the bankers hated hurt himself . <eos>,The manager that the bankers hated hurt himself .
30,hated,embed,local,1,a,none,none,mechanic,manager,injured,himself,The mechanic that the manager hated injured himself . <eos>,The mechanic that the manager hated injured himself .
30,hated,embed,local,1,b,none,none,manager,mechanic,injured,himself,The manager that the mechanic hated injured himself . <eos>,The manager that the mechanic hated injured himself .
30,hated,embed,local,1,c,none,none,banker,manager,injured,himself,The banker that the manager hated injured himself . <eos>,The banker that the manager hated injured himself .
30,hated,embed,local,1,d,none,none,manager,banker,injured,himself,The manager that the banker hated injured himself . <eos>,The manager that the banker hated injured himself .
30,hated,embed,nonlocal,0,a,matrix_subj,number,mechanics,manager,injured,himself,The mechanics that the manager hated injured himself . <eos>,The mechanics that the manager hated injured himself .
30,hated,embed,nonlocal,0,b,matrix_subj,number,managers,mechanic,injured,himself,The managers that the mechanic hated injured himself . <eos>,The managers that the mechanic hated injured himself .
30,hated,embed,nonlocal,0,c,matrix_subj,number,bankers,manager,injured,himself,The bankers that the manager hated injured himself . <eos>,The bankers that the manager hated injured himself .
30,hated,embed,nonlocal,0,d,matrix_subj,number,managers,banker,injured,himself,The managers that the banker hated injured himself . <eos>,The managers that the banker hated injured himself .
30,hated,embed,local,1,a,rc_subj,number,mechanic,managers,injured,himself,The mechanic that the managers hated injured himself . <eos>,The mechanic that the managers hated injured himself .
30,hated,embed,local,1,b,rc_subj,number,manager,mechanics,injured,himself,The manager that the mechanics hated injured himself . <eos>,The manager that the mechanics hated injured himself .
30,hated,embed,local,1,c,rc_subj,number,banker,managers,injured,himself,The banker that the managers hated injured himself . <eos>,The banker that the managers hated injured himself .
30,hated,embed,local,1,d,rc_subj,number,manager,bankers,injured,himself,The manager that the bankers hated injured himself . <eos>,The manager that the bankers hated injured himself .
31,hated,embed,local,1,a,none,none,mechanic,manager,congratulated,himself,The mechanic that the manager hated congratulated himself . <eos>,The mechanic that the manager hated congratulated himself .
31,hated,embed,local,1,b,none,none,manager,mechanic,congratulated,himself,The manager that the mechanic hated congratulated himself . <eos>,The manager that the mechanic hated congratulated himself .
31,hated,embed,local,1,c,none,none,banker,manager,congratulated,himself,The banker that the manager hated congratulated himself . <eos>,The banker that the manager hated congratulated himself .
31,hated,embed,local,1,d,none,none,manager,banker,congratulated,himself,The manager that the banker hated congratulated himself . <eos>,The manager that the banker hated congratulated himself .
31,hated,embed,nonlocal,0,a,matrix_subj,number,mechanics,manager,congratulated,himself,The mechanics that the manager hated congratulated himself . <eos>,The mechanics that the manager hated congratulated himself .
31,hated,embed,nonlocal,0,b,matrix_subj,number,managers,mechanic,congratulated,himself,The managers that the mechanic hated congratulated himself . <eos>,The managers that the mechanic hated congratulated himself .
31,hated,embed,nonlocal,0,c,matrix_subj,number,bankers,manager,congratulated,himself,The bankers that the manager hated congratulated himself . <eos>,The bankers that the manager hated congratulated himself .
31,hated,embed,nonlocal,0,d,matrix_subj,number,managers,banker,congratulated,himself,The managers that the banker hated congratulated himself . <eos>,The managers that the banker hated congratulated himself .
31,hated,embed,local,1,a,rc_subj,number,mechanic,managers,congratulated,himself,The mechanic that the managers hated congratulated himself . <eos>,The mechanic that the managers hated congratulated himself .
31,hated,embed,local,1,b,rc_subj,number,manager,mechanics,congratulated,himself,The manager that the mechanics hated congratulated himself . <eos>,The manager that the mechanics hated congratulated himself .
31,hated,embed,local,1,c,rc_subj,number,banker,managers,congratulated,himself,The banker that the managers hated congratulated himself . <eos>,The banker that the managers hated congratulated himself .
31,hated,embed,local,1,d,rc_subj,number,manager,bankers,congratulated,himself,The manager that the bankers hated congratulated himself . <eos>,The manager that the bankers hated congratulated himself .
32,hated,embed,local,1,a,none,none,mechanic,manager,embarrassed,himself,The mechanic that the manager hated embarrassed himself . <eos>,The mechanic that the manager hated embarrassed himself .
32,hated,embed,local,1,b,none,none,manager,mechanic,embarrassed,himself,The manager that the mechanic hated embarrassed himself . <eos>,The manager that the mechanic hated embarrassed himself .
32,hated,embed,local,1,c,none,none,banker,manager,embarrassed,himself,The banker that the manager hated embarrassed himself . <eos>,The banker that the manager hated embarrassed himself .
32,hated,embed,local,1,d,none,none,manager,banker,embarrassed,himself,The manager that the banker hated embarrassed himself . <eos>,The manager that the banker hated embarrassed himself .
32,hated,embed,nonlocal,0,a,matrix_subj,number,mechanics,manager,embarrassed,himself,The mechanics that the manager hated embarrassed himself . <eos>,The mechanics that the manager hated embarrassed himself .
32,hated,embed,nonlocal,0,b,matrix_subj,number,managers,mechanic,embarrassed,himself,The managers that the mechanic hated embarrassed himself . <eos>,The managers that the mechanic hated embarrassed himself .
32,hated,embed,nonlocal,0,c,matrix_subj,number,bankers,manager,embarrassed,himself,The bankers that the manager hated embarrassed himself . <eos>,The bankers that the manager hated embarrassed himself .
32,hated,embed,nonlocal,0,d,matrix_subj,number,managers,banker,embarrassed,himself,The managers that the banker hated embarrassed himself . <eos>,The managers that the banker hated embarrassed himself .
32,hated,embed,local,1,a,rc_subj,number,mechanic,managers,embarrassed,himself,The mechanic that the managers hated embarrassed himself . <eos>,The mechanic that the managers hated embarrassed himself .
32,hated,embed,local,1,b,rc_subj,number,manager,mechanics,embarrassed,himself,The manager that the mechanics hated embarrassed himself . <eos>,The manager that the mechanics hated embarrassed himself .
32,hated,embed,local,1,c,rc_subj,number,banker,managers,embarrassed,himself,The banker that the managers hated embarrassed himself . <eos>,The banker that the managers hated embarrassed himself .
32,hated,embed,local,1,d,rc_subj,number,manager,bankers,embarrassed,himself,The manager that the bankers hated embarrassed himself . <eos>,The manager that the bankers hated embarrassed himself .
33,hated,embed,local,1,a,none,none,mechanic,manager,disguised,himself,The mechanic that the manager hated disguised himself . <eos>,The mechanic that the manager hated disguised himself .
33,hated,embed,local,1,b,none,none,manager,mechanic,disguised,himself,The manager that the mechanic hated disguised himself . <eos>,The manager that the mechanic hated disguised himself .
33,hated,embed,local,1,c,none,none,banker,manager,disguised,himself,The banker that the manager hated disguised himself . <eos>,The banker that the manager hated disguised himself .
33,hated,embed,local,1,d,none,none,manager,banker,disguised,himself,The manager that the banker hated disguised himself . <eos>,The manager that the banker hated disguised himself .
33,hated,embed,nonlocal,0,a,matrix_subj,number,mechanics,manager,disguised,himself,The mechanics that the manager hated disguised himself . <eos>,The mechanics that the manager hated disguised himself .
33,hated,embed,nonlocal,0,b,matrix_subj,number,managers,mechanic,disguised,himself,The managers that the mechanic hated disguised himself . <eos>,The managers that the mechanic hated disguised himself .
33,hated,embed,nonlocal,0,c,matrix_subj,number,bankers,manager,disguised,himself,The bankers that the manager hated disguised himself . <eos>,The bankers that the manager hated disguised himself .
33,hated,embed,nonlocal,0,d,matrix_subj,number,managers,banker,disguised,himself,The managers that the banker hated disguised himself . <eos>,The managers that the banker hated disguised himself .
33,hated,embed,local,1,a,rc_subj,number,mechanic,managers,disguised,himself,The mechanic that the managers hated disguised himself . <eos>,The mechanic that the managers hated disguised himself .
33,hated,embed,local,1,b,rc_subj,number,manager,mechanics,disguised,himself,The manager that the mechanics hated disguised himself . <eos>,The manager that the mechanics hated disguised himself .
33,hated,embed,local,1,c,rc_subj,number,banker,managers,disguised,himself,The banker that the managers hated disguised himself . <eos>,The banker that the managers hated disguised himself .
33,hated,embed,local,1,d,rc_subj,number,manager,bankers,disguised,himself,The manager that the bankers hated disguised himself . <eos>,The manager that the bankers hated disguised himself .
34,hated,embed,local,1,a,none,none,mechanic,manager,hated,himself,The mechanic that the manager hated hated himself . <eos>,The mechanic that the manager hated hated himself .
34,hated,embed,local,1,b,none,none,manager,mechanic,hated,himself,The manager that the mechanic hated hated himself . <eos>,The manager that the mechanic hated hated himself .
34,hated,embed,local,1,c,none,none,banker,manager,hated,himself,The banker that the manager hated hated himself . <eos>,The banker that the manager hated hated himself .
34,hated,embed,local,1,d,none,none,manager,banker,hated,himself,The manager that the banker hated hated himself . <eos>,The manager that the banker hated hated himself .
34,hated,embed,nonlocal,0,a,matrix_subj,number,mechanics,manager,hated,himself,The mechanics that the manager hated hated himself . <eos>,The mechanics that the manager hated hated himself .
34,hated,embed,nonlocal,0,b,matrix_subj,number,managers,mechanic,hated,himself,The managers that the mechanic hated hated himself . <eos>,The managers that the mechanic hated hated himself .
34,hated,embed,nonlocal,0,c,matrix_subj,number,bankers,manager,hated,himself,The bankers that the manager hated hated himself . <eos>,The bankers that the manager hated hated himself .
34,hated,embed,nonlocal,0,d,matrix_subj,number,managers,banker,hated,himself,The managers that the banker hated hated himself . <eos>,The managers that the banker hated hated himself .
34,hated,embed,local,1,a,rc_subj,number,mechanic,managers,hated,himself,The mechanic that the managers hated hated himself . <eos>,The mechanic that the managers hated hated himself .
34,hated,embed,local,1,b,rc_subj,number,manager,mechanics,hated,himself,The manager that the mechanics hated hated himself . <eos>,The manager that the mechanics hated hated himself .
34,hated,embed,local,1,c,rc_subj,number,banker,managers,hated,himself,The banker that the managers hated hated himself . <eos>,The banker that the managers hated hated himself .
34,hated,embed,local,1,d,rc_subj,number,manager,bankers,hated,himself,The manager that the bankers hated hated himself . <eos>,The manager that the bankers hated hated himself .
35,hated,embed,local,1,a,none,none,mechanic,manager,doubted,himself,The mechanic that the manager hated doubted himself . <eos>,The mechanic that the manager hated doubted himself .
35,hated,embed,local,1,b,none,none,manager,mechanic,doubted,himself,The manager that the mechanic hated doubted himself . <eos>,The manager that the mechanic hated doubted himself .
35,hated,embed,local,1,c,none,none,banker,manager,doubted,himself,The banker that the manager hated doubted himself . <eos>,The banker that the manager hated doubted himself .
35,hated,embed,local,1,d,none,none,manager,banker,doubted,himself,The manager that the banker hated doubted himself . <eos>,The manager that the banker hated doubted himself .
35,hated,embed,nonlocal,0,a,matrix_subj,number,mechanics,manager,doubted,himself,The mechanics that the manager hated doubted himself . <eos>,The mechanics that the manager hated doubted himself .
35,hated,embed,nonlocal,0,b,matrix_subj,number,managers,mechanic,doubted,himself,The managers that the mechanic hated doubted himself . <eos>,The managers that the mechanic hated doubted himself .
35,hated,embed,nonlocal,0,c,matrix_subj,number,bankers,manager,doubted,himself,The bankers that the manager hated doubted himself . <eos>,The bankers that the manager hated doubted himself .
35,hated,embed,nonlocal,0,d,matrix_subj,number,managers,banker,doubted,himself,The managers that the banker hated doubted himself . <eos>,The managers that the banker hated doubted himself .
35,hated,embed,local,1,a,rc_subj,number,mechanic,managers,doubted,himself,The mechanic that the managers hated doubted himself . <eos>,The mechanic that the managers hated doubted himself .
35,hated,embed,local,1,b,rc_subj,number,manager,mechanics,doubted,himself,The manager that the mechanics hated doubted himself . <eos>,The manager that the mechanics hated doubted himself .
35,hated,embed,local,1,c,rc_subj,number,banker,managers,doubted,himself,The banker that the managers hated doubted himself . <eos>,The banker that the managers hated doubted himself .
35,hated,embed,local,1,d,rc_subj,number,manager,bankers,doubted,himself,The manager that the bankers hated doubted himself . <eos>,The manager that the bankers hated doubted himself .
36,hated,embed,local,1,a,none,none,mechanic,customer,hurt,himself,The mechanic that the customer hated hurt himself . <eos>,The mechanic that the customer hated hurt himself .
