item,clause_type,locality,c-command,grammatical,counterbalance,mismatch_position,mismatch_feature,matrix_subj_noun,rc_subj_noun,verb,pronoun,sentence,sentence_no_eos
67,simple,local,no-c-command,0,b,matrix_subj,number,wives,girl,found,herself,The wives that the girl liked found herself . <eos>,The wives that the girl liked found herself .
67,simple,local,c-command,1,a,rc_subj,number,girl,wives,found,herself,The girl that the wives liked found herself . <eos>,The girl that the wives liked found herself .
67,simple,local,c-command,1,b,rc_subj,number,wife,girls,found,herself,The wife that the girls liked found herself . <eos>,The wife that the girls liked found herself .
68,simple,local,c-command,1,a,none,none,girl,wife,distinguished,herself,The girl that the wife liked distinguished herself . <eos>,The girl that the wife liked distinguished herself .
68,simple,local,c-command,1,b,none,none,wife,girl,distinguished,herself,The wife that the girl liked distinguished herself . <eos>,The wife that the girl liked distinguished herself .
68,simple,local,no-c-command,0,a,matrix_subj,number,girls,wife,distinguished,herself,The girls that the wife liked distinguished herself . <eos>,The girls that the wife liked distinguished herself .
68,simple,local,no-c-command,0,b,matrix_subj,number,wives,girl,distinguished,herself,The wives that the girl liked distinguished herself . <eos>,The wives that the girl liked distinguished herself .
68,simple,local,c-command,1,a,rc_subj,number,girl,wives,distinguished,herself,The girl that the wives liked distinguished herself . <eos>,The girl that the wives liked distinguished herself .
68,simple,local,c-command,1,b,rc_subj,number,wife,girls,distinguished,herself,The wife that the girls liked distinguished herself . <eos>,The wife that the girls liked distinguished herself .
69,simple,local,c-command,1,a,none,none,girl,wife,taught,herself,The girl that the wife liked taught herself . <eos>,The girl that the wife liked taught herself .
69,simple,local,c-command,1,b,none,none,wife,girl,taught,herself,The wife that the girl liked taught herself . <eos>,The wife that the girl liked taught herself .
69,simple,local,no-c-command,0,a,matrix_subj,number,girls,wife,taught,herself,The girls that the wife liked taught herself . <eos>,The girls that the wife liked taught herself .
69,simple,local,no-c-command,0,b,matrix_subj,number,wives,girl,taught,herself,The wives that the girl liked taught herself . <eos>,The wives that the girl liked taught herself .
69,simple,local,c-command,1,a,rc_subj,number,girl,wives,taught,herself,The girl that the wives liked taught herself . <eos>,The girl that the wives liked taught herself .
69,simple,local,c-command,1,b,rc_subj,number,wife,girls,taught,herself,The wife that the girls liked taught herself . <eos>,The wife that the girls liked taught herself .
70,simple,local,c-command,1,a,none,none,girl,wife,killed,herself,The girl that the wife liked killed herself . <eos>,The girl that the wife liked killed herself .
70,simple,local,c-command,1,b,none,none,wife,girl,killed,herself,The wife that the girl liked killed herself . <eos>,The wife that the girl liked killed herself .
70,simple,local,no-c-command,0,a,matrix_subj,number,girls,wife,killed,herself,The girls that the wife liked killed herself . <eos>,The girls that the wife liked killed herself .
70,simple,local,no-c-command,0,b,matrix_subj,number,wives,girl,killed,herself,The wives that the girl liked killed herself . <eos>,The wives that the girl liked killed herself .
70,simple,local,c-command,1,a,rc_subj,number,girl,wives,killed,herself,The girl that the wives liked killed herself . <eos>,The girl that the wives liked killed herself .
70,simple,local,c-command,1,b,rc_subj,number,wife,girls,killed,herself,The wife that the girls liked killed herself . <eos>,The wife that the girls liked killed herself .
71,simple,local,c-command,1,a,none,none,girl,wife,called,herself,The girl that the wife liked called herself . <eos>,The girl that the wife liked called herself .
71,simple,local,c-command,1,b,none,none,wife,girl,called,herself,The wife that the girl liked called herself . <eos>,The wife that the girl liked called herself .
71,simple,local,no-c-command,0,a,matrix_subj,number,girls,wife,called,herself,The girls that the wife liked called herself . <eos>,The girls that the wife liked called herself .
71,simple,local,no-c-command,0,b,matrix_subj,number,wives,girl,called,herself,The wives that the girl liked called herself . <eos>,The wives that the girl liked called herself .
71,simple,local,c-command,1,a,rc_subj,number,girl,wives,called,herself,The girl that the wives liked called herself . <eos>,The girl that the wives liked called herself .
71,simple,local,c-command,1,b,rc_subj,number,wife,girls,called,herself,The wife that the girls liked called herself . <eos>,The wife that the girls liked called herself .
72,simple,local,c-command,1,a,none,none,girl,wife,dedicated,herself,The girl that the wife liked dedicated herself . <eos>,The girl that the wife liked dedicated herself .
72,simple,local,c-command,1,b,none,none,wife,girl,dedicated,herself,The wife that the girl liked dedicated herself . <eos>,The wife that the girl liked dedicated herself .
72,simple,local,no-c-command,0,a,matrix_subj,number,girls,wife,dedicated,herself,The girls that the wife liked dedicated herself . <eos>,The girls that the wife liked dedicated herself .
72,simple,local,no-c-command,0,b,matrix_subj,number,wives,girl,dedicated,herself,The wives that the girl liked dedicated herself . <eos>,The wives that the girl liked dedicated herself .
72,simple,local,c-command,1,a,rc_subj,number,girl,wives,dedicated,herself,The girl that the wives liked dedicated herself . <eos>,The girl that the wives liked dedicated herself .
72,simple,local,c-command,1,b,rc_subj,number,wife,girls,dedicated,herself,The wife that the girls liked dedicated herself . <eos>,The wife that the girls liked dedicated herself .
73,simple,local,c-command,1,a,none,none,girl,wife,declared,herself,The girl that the wife liked declared herself . <eos>,The girl that the wife liked declared herself .
73,simple,local,c-command,1,b,none,none,wife,girl,declared,herself,The wife that the girl liked declared herself . <eos>,The wife that the girl liked declared herself .
73,simple,local,no-c-command,0,a,matrix_subj,number,girls,wife,declared,herself,The girls that the wife liked declared herself . <eos>,The girls that the wife liked declared herself .
73,simple,local,no-c-command,0,b,matrix_subj,number,wives,girl,declared,herself,The wives that the girl liked declared herself . <eos>,The wives that the girl liked declared herself .
73,simple,local,c-command,1,a,rc_subj,number,girl,wives,declared,herself,The girl that the wives liked declared herself . <eos>,The girl that the wives liked declared herself .
73,simple,local,c-command,1,b,rc_subj,number,wife,girls,declared,herself,The wife that the girls liked declared herself . <eos>,The wife that the girls liked declared herself .
74,simple,local,c-command,1,a,none,none,girl,wife,proved,herself,The girl that the wife liked proved herself . <eos>,The girl that the wife liked proved herself .
74,simple,local,c-command,1,b,none,none,wife,girl,proved,herself,The wife that the girl liked proved herself . <eos>,The wife that the girl liked proved herself .
74,simple,local,no-c-command,0,a,matrix_subj,number,girls,wife,proved,herself,The girls that the wife liked proved herself . <eos>,The girls that the wife liked proved herself .
74,simple,local,no-c-command,0,b,matrix_subj,number,wives,girl,proved,herself,The wives that the girl liked proved herself . <eos>,The wives that the girl liked proved herself .
74,simple,local,c-command,1,a,rc_subj,number,girl,wives,proved,herself,The girl that the wives liked proved herself . <eos>,The girl that the wives liked proved herself .
74,simple,local,c-command,1,b,rc_subj,number,wife,girls,proved,herself,The wife that the girls liked proved herself . <eos>,The wife that the girls liked proved herself .
75,simple,local,c-command,1,a,none,none,girl,wife,shot,herself,The girl that the wife liked shot herself . <eos>,The girl that the wife liked shot herself .
75,simple,local,c-command,1,b,none,none,wife,girl,shot,herself,The wife that the girl liked shot herself . <eos>,The wife that the girl liked shot herself .
75,simple,local,no-c-command,0,a,matrix_subj,number,girls,wife,shot,herself,The girls that the wife liked shot herself . <eos>,The girls that the wife liked shot herself .
75,simple,local,no-c-command,0,b,matrix_subj,number,wives,girl,shot,herself,The wives that the girl liked shot herself . <eos>,The wives that the girl liked shot herself .
75,simple,local,c-command,1,a,rc_subj,number,girl,wives,shot,herself,The girl that the wives liked shot herself . <eos>,The girl that the wives liked shot herself .
75,simple,local,c-command,1,b,rc_subj,number,wife,girls,shot,herself,The wife that the girls liked shot herself . <eos>,The wife that the girls liked shot herself .
