item,clause_type,locality,c-command,grammatical,counterbalance,subject,mismatch_position,mismatch_feature,head_noun,distractor_noun,verb,residual,sentence,sentence_no_eos
36,agree,local,no-c-command,0,a,female,head,number,girl,women,were,leaving,The girl near the women were leaving . <eos>,The girl near the women were leaving .
36,agree,local,no-c-command,0,b,female,head,number,woman,girls,were,leaving,The woman near the girls were leaving . <eos>,The woman near the girls were leaving .
36,agree,local,c-command,1,a,male,distractor,number,boys,man,were,leaving,The boys near the man were leaving . <eos>,The boys near the man were leaving .
36,agree,local,c-command,1,b,male,distractor,number,men,boy,were,leaving,The men near the boy were leaving . <eos>,The men near the boy were leaving .
36,agree,local,c-command,1,a,female,distractor,number,girls,woman,were,leaving,The girls near the woman were leaving . <eos>,The girls near the woman were leaving .
36,agree,local,c-command,1,b,female,distractor,number,women,girl,were,leaving,The women near the girl were leaving . <eos>,The women near the girl were leaving .
37,agree,local,c-command,1,a,male,none,none,boys,men,were,leaving,The boys near the men were leaving . <eos>,The boys near the men were leaving .
37,agree,local,c-command,1,b,male,none,none,men,boys,were,leaving,The men near the boys were leaving . <eos>,The men near the boys were leaving .
37,agree,local,c-command,1,a,female,none,none,girls,women,were,leaving,The girls near the women were leaving . <eos>,The girls near the women were leaving .
37,agree,local,c-command,1,b,female,none,none,women,girls,were,leaving,The women near the girls were leaving . <eos>,The women near the girls were leaving .
37,agree,local,no-c-command,0,a,male,head,number,boy,men,were,leaving,The boy near the men were leaving . <eos>,The boy near the men were leaving .
37,agree,local,no-c-command,0,b,male,head,number,man,boys,were,leaving,The man near the boys were leaving . <eos>,The man near the boys were leaving .
37,agree,local,no-c-command,0,a,female,head,number,girl,women,were,leaving,The girl near the women were leaving . <eos>,The girl near the women were leaving .
37,agree,local,no-c-command,0,b,female,head,number,woman,girls,were,leaving,The woman near the girls were leaving . <eos>,The woman near the girls were leaving .
37,agree,local,c-command,1,a,male,distractor,number,boys,man,were,leaving,The boys near the man were leaving . <eos>,The boys near the man were leaving .
37,agree,local,c-command,1,b,male,distractor,number,men,boy,were,leaving,The men near the boy were leaving . <eos>,The men near the boy were leaving .
37,agree,local,c-command,1,a,female,distractor,number,girls,woman,were,leaving,The girls near the woman were leaving . <eos>,The girls near the woman were leaving .
37,agree,local,c-command,1,b,female,distractor,number,women,girl,were,leaving,The women near the girl were leaving . <eos>,The women near the girl were leaving .
38,agree,local,c-command,1,a,male,none,none,boys,men,were,leaving,The boys near the men were leaving . <eos>,The boys near the men were leaving .
38,agree,local,c-command,1,b,male,none,none,men,boys,were,leaving,The men near the boys were leaving . <eos>,The men near the boys were leaving .
38,agree,local,c-command,1,a,female,none,none,girls,women,were,leaving,The girls near the women were leaving . <eos>,The girls near the women were leaving .
38,agree,local,c-command,1,b,female,none,none,women,girls,were,leaving,The women near the girls were leaving . <eos>,The women near the girls were leaving .
38,agree,local,no-c-command,0,a,male,head,number,boy,men,were,leaving,The boy near the men were leaving . <eos>,The boy near the men were leaving .
38,agree,local,no-c-command,0,b,male,head,number,man,boys,were,leaving,The man near the boys were leaving . <eos>,The man near the boys were leaving .
38,agree,local,no-c-command,0,a,female,head,number,girl,women,were,leaving,The girl near the women were leaving . <eos>,The girl near the women were leaving .
38,agree,local,no-c-command,0,b,female,head,number,woman,girls,were,leaving,The woman near the girls were leaving . <eos>,The woman near the girls were leaving .
38,agree,local,c-command,1,a,male,distractor,number,boys,man,were,leaving,The boys near the man were leaving . <eos>,The boys near the man were leaving .
38,agree,local,c-command,1,b,male,distractor,number,men,boy,were,leaving,The men near the boy were leaving . <eos>,The men near the boy were leaving .
38,agree,local,c-command,1,a,female,distractor,number,girls,woman,were,leaving,The girls near the woman were leaving . <eos>,The girls near the woman were leaving .
38,agree,local,c-command,1,b,female,distractor,number,women,girl,were,leaving,The women near the girl were leaving . <eos>,The women near the girl were leaving .
39,agree,local,c-command,1,a,male,none,none,boys,men,were,leaving,The boys near the men were leaving . <eos>,The boys near the men were leaving .
39,agree,local,c-command,1,b,male,none,none,men,boys,were,leaving,The men near the boys were leaving . <eos>,The men near the boys were leaving .
39,agree,local,c-command,1,a,female,none,none,girls,women,were,leaving,The girls near the women were leaving . <eos>,The girls near the women were leaving .
39,agree,local,c-command,1,b,female,none,none,women,girls,were,leaving,The women near the girls were leaving . <eos>,The women near the girls were leaving .
39,agree,local,no-c-command,0,a,male,head,number,boy,men,were,leaving,The boy near the men were leaving . <eos>,The boy near the men were leaving .
39,agree,local,no-c-command,0,b,male,head,number,man,boys,were,leaving,The man near the boys were leaving . <eos>,The man near the boys were leaving .
39,agree,local,no-c-command,0,a,female,head,number,girl,women,were,leaving,The girl near the women were leaving . <eos>,The girl near the women were leaving .
39,agree,local,no-c-command,0,b,female,head,number,woman,girls,were,leaving,The woman near the girls were leaving . <eos>,The woman near the girls were leaving .
39,agree,local,c-command,1,a,male,distractor,number,boys,man,were,leaving,The boys near the man were leaving . <eos>,The boys near the man were leaving .
39,agree,local,c-command,1,b,male,distractor,number,men,boy,were,leaving,The men near the boy were leaving . <eos>,The men near the boy were leaving .
39,agree,local,c-command,1,a,female,distractor,number,girls,woman,were,leaving,The girls near the woman were leaving . <eos>,The girls near the woman were leaving .
39,agree,local,c-command,1,b,female,distractor,number,women,girl,were,leaving,The women near the girl were leaving . <eos>,The women near the girl were leaving .
40,agree,local,c-command,1,a,male,none,none,boys,men,were,leaving,The boys near the men were leaving . <eos>,The boys near the men were leaving .
40,agree,local,c-command,1,b,male,none,none,men,boys,were,leaving,The men near the boys were leaving . <eos>,The men near the boys were leaving .
40,agree,local,c-command,1,a,female,none,none,girls,women,were,leaving,The girls near the women were leaving . <eos>,The girls near the women were leaving .
40,agree,local,c-command,1,b,female,none,none,women,girls,were,leaving,The women near the girls were leaving . <eos>,The women near the girls were leaving .
40,agree,local,no-c-command,0,a,male,head,number,boy,men,were,leaving,The boy near the men were leaving . <eos>,The boy near the men were leaving .
40,agree,local,no-c-command,0,b,male,head,number,man,boys,were,leaving,The man near the boys were leaving . <eos>,The man near the boys were leaving .
40,agree,local,no-c-command,0,a,female,head,number,girl,women,were,leaving,The girl near the women were leaving . <eos>,The girl near the women were leaving .
40,agree,local,no-c-command,0,b,female,head,number,woman,girls,were,leaving,The woman near the girls were leaving . <eos>,The woman near the girls were leaving .
40,agree,local,c-command,1,a,male,distractor,number,boys,man,were,leaving,The boys near the man were leaving . <eos>,The boys near the man were leaving .
40,agree,local,c-command,1,b,male,distractor,number,men,boy,were,leaving,The men near the boy were leaving . <eos>,The men near the boy were leaving .
40,agree,local,c-command,1,a,female,distractor,number,girls,woman,were,leaving,The girls near the woman were leaving . <eos>,The girls near the woman were leaving .
40,agree,local,c-command,1,b,female,distractor,number,women,girl,were,leaving,The women near the girl were leaving . <eos>,The women near the girl were leaving .
41,agree,local,c-command,1,a,male,none,none,boys,men,were,leaving,The boys near the men were leaving . <eos>,The boys near the men were leaving .
41,agree,local,c-command,1,b,male,none,none,men,boys,were,leaving,The men near the boys were leaving . <eos>,The men near the boys were leaving .
41,agree,local,c-command,1,a,female,none,none,girls,women,were,leaving,The girls near the women were leaving . <eos>,The girls near the women were leaving .
41,agree,local,c-command,1,b,female,none,none,women,girls,were,leaving,The women near the girls were leaving . <eos>,The women near the girls were leaving .
41,agree,local,no-c-command,0,a,male,head,number,boy,men,were,leaving,The boy near the men were leaving . <eos>,The boy near the men were leaving .
41,agree,local,no-c-command,0,b,male,head,number,man,boys,were,leaving,The man near the boys were leaving . <eos>,The man near the boys were leaving .
41,agree,local,no-c-command,0,a,female,head,number,girl,women,were,leaving,The girl near the women were leaving . <eos>,The girl near the women were leaving .
41,agree,local,no-c-command,0,b,female,head,number,woman,girls,were,leaving,The woman near the girls were leaving . <eos>,The woman near the girls were leaving .
41,agree,local,c-command,1,a,male,distractor,number,boys,man,were,leaving,The boys near the man were leaving . <eos>,The boys near the man were leaving .
41,agree,local,c-command,1,b,male,distractor,number,men,boy,were,leaving,The men near the boy were leaving . <eos>,The men near the boy were leaving .
41,agree,local,c-command,1,a,female,distractor,number,girls,woman,were,leaving,The girls near the woman were leaving . <eos>,The girls near the woman were leaving .
41,agree,local,c-command,1,b,female,distractor,number,women,girl,were,leaving,The women near the girl were leaving . <eos>,The women near the girl were leaving .
42,agree,local,c-command,1,a,male,none,none,boys,men,were,leaving,The boys near the men were leaving . <eos>,The boys near the men were leaving .
42,agree,local,c-command,1,b,male,none,none,men,boys,were,leaving,The men near the boys were leaving . <eos>,The men near the boys were leaving .
42,agree,local,c-command,1,a,female,none,none,girls,women,were,leaving,The girls near the women were leaving . <eos>,The girls near the women were leaving .
42,agree,local,c-command,1,b,female,none,none,women,girls,were,leaving,The women near the girls were leaving . <eos>,The women near the girls were leaving .
42,agree,local,no-c-command,0,a,male,head,number,boy,men,were,leaving,The boy near the men were leaving . <eos>,The boy near the men were leaving .
42,agree,local,no-c-command,0,b,male,head,number,man,boys,were,leaving,The man near the boys were leaving . <eos>,The man near the boys were leaving .
42,agree,local,no-c-command,0,a,female,head,number,girl,women,were,leaving,The girl near the women were leaving . <eos>,The girl near the women were leaving .
42,agree,local,no-c-command,0,b,female,head,number,woman,girls,were,leaving,The woman near the girls were leaving . <eos>,The woman near the girls were leaving .
42,agree,local,c-command,1,a,male,distractor,number,boys,man,were,leaving,The boys near the man were leaving . <eos>,The boys near the man were leaving .
42,agree,local,c-command,1,b,male,distractor,number,men,boy,were,leaving,The men near the boy were leaving . <eos>,The men near the boy were leaving .
42,agree,local,c-command,1,a,female,distractor,number,girls,woman,were,leaving,The girls near the woman were leaving . <eos>,The girls near the woman were leaving .
42,agree,local,c-command,1,b,female,distractor,number,women,girl,were,leaving,The women near the girl were leaving . <eos>,The women near the girl were leaving .
43,agree,local,c-command,1,a,male,none,none,boys,men,were,leaving,The boys near the men were leaving . <eos>,The boys near the men were leaving .
43,agree,local,c-command,1,b,male,none,none,men,boys,were,leaving,The men near the boys were leaving . <eos>,The men near the boys were leaving .
43,agree,local,c-command,1,a,female,none,none,girls,women,were,leaving,The girls near the women were leaving . <eos>,The girls near the women were leaving .
43,agree,local,c-command,1,b,female,none,none,women,girls,were,leaving,The women near the girls were leaving . <eos>,The women near the girls were leaving .
43,agree,local,no-c-command,0,a,male,head,number,boy,men,were,leaving,The boy near the men were leaving . <eos>,The boy near the men were leaving .
43,agree,local,no-c-command,0,b,male,head,number,man,boys,were,leaving,The man near the boys were leaving . <eos>,The man near the boys were leaving .
43,agree,local,no-c-command,0,a,female,head,number,girl,women,were,leaving,The girl near the women were leaving . <eos>,The girl near the women were leaving .
43,agree,local,no-c-command,0,b,female,head,number,woman,girls,were,leaving,The woman near the girls were leaving . <eos>,The woman near the girls were leaving .
43,agree,local,c-command,1,a,male,distractor,number,boys,man,were,leaving,The boys near the man were leaving . <eos>,The boys near the man were leaving .
43,agree,local,c-command,1,b,male,distractor,number,men,boy,were,leaving,The men near the boy were leaving . <eos>,The men near the boy were leaving .
43,agree,local,c-command,1,a,female,distractor,number,girls,woman,were,leaving,The girls near the woman were leaving . <eos>,The girls near the woman were leaving .
43,agree,local,c-command,1,b,female,distractor,number,women,girl,were,leaving,The women near the girl were leaving . <eos>,The women near the girl were leaving .
44,agree,local,c-command,1,a,male,none,none,boys,men,were,leaving,The boys near the men were leaving . <eos>,The boys near the men were leaving .
44,agree,local,c-command,1,b,male,none,none,men,boys,were,leaving,The men near the boys were leaving . <eos>,The men near the boys were leaving .
44,agree,local,c-command,1,a,female,none,none,girls,women,were,leaving,The girls near the women were leaving . <eos>,The girls near the women were leaving .
44,agree,local,c-command,1,b,female,none,none,women,girls,were,leaving,The women near the girls were leaving . <eos>,The women near the girls were leaving .
44,agree,local,no-c-command,0,a,male,head,number,boy,men,were,leaving,The boy near the men were leaving . <eos>,The boy near the men were leaving .
44,agree,local,no-c-command,0,b,male,head,number,man,boys,were,leaving,The man near the boys were leaving . <eos>,The man near the boys were leaving .
44,agree,local,no-c-command,0,a,female,head,number,girl,women,were,leaving,The girl near the women were leaving . <eos>,The girl near the women were leaving .
44,agree,local,no-c-command,0,b,female,head,number,woman,girls,were,leaving,The woman near the girls were leaving . <eos>,The woman near the girls were leaving .
44,agree,local,c-command,1,a,male,distractor,number,boys,man,were,leaving,The boys near the man were leaving . <eos>,The boys near the man were leaving .
44,agree,local,c-command,1,b,male,distractor,number,men,boy,were,leaving,The men near the boy were leaving . <eos>,The men near the boy were leaving .
44,agree,local,c-command,1,a,female,distractor,number,girls,woman,were,leaving,The girls near the woman were leaving . <eos>,The girls near the woman were leaving .
44,agree,local,c-command,1,b,female,distractor,number,women,girl,were,leaving,The women near the girl were leaving . <eos>,The women near the girl were leaving .
45,agree,local,c-command,1,a,male,none,none,boys,men,were,leaving,The boys near the men were leaving . <eos>,The boys near the men were leaving .
45,agree,local,c-command,1,b,male,none,none,men,boys,were,leaving,The men near the boys were leaving . <eos>,The men near the boys were leaving .
45,agree,local,c-command,1,a,female,none,none,girls,women,were,leaving,The girls near the women were leaving . <eos>,The girls near the women were leaving .
45,agree,local,c-command,1,b,female,none,none,women,girls,were,leaving,The women near the girls were leaving . <eos>,The women near the girls were leaving .
45,agree,local,no-c-command,0,a,male,head,number,boy,men,were,leaving,The boy near the men were leaving . <eos>,The boy near the men were leaving .
45,agree,local,no-c-command,0,b,male,head,number,man,boys,were,leaving,The man near the boys were leaving . <eos>,The man near the boys were leaving .
45,agree,local,no-c-command,0,a,female,head,number,girl,women,were,leaving,The girl near the women were leaving . <eos>,The girl near the women were leaving .
45,agree,local,no-c-command,0,b,female,head,number,woman,girls,were,leaving,The woman near the girls were leaving . <eos>,The woman near the girls were leaving .
45,agree,local,c-command,1,a,male,distractor,number,boys,man,were,leaving,The boys near the man were leaving . <eos>,The boys near the man were leaving .
45,agree,local,c-command,1,b,male,distractor,number,men,boy,were,leaving,The men near the boy were leaving . <eos>,The men near the boy were leaving .
45,agree,local,c-command,1,a,female,distractor,number,girls,woman,were,leaving,The girls near the woman were leaving . <eos>,The girls near the woman were leaving .
45,agree,local,c-command,1,b,female,distractor,number,women,girl,were,leaving,The women near the girl were leaving . <eos>,The women near the girl were leaving .
46,agree,local,c-command,1,a,male,none,none,boys,actors,were,leaving,The boys near the actors were leaving . <eos>,The boys near the actors were leaving .
46,agree,local,c-command,1,b,male,none,none,actors,boys,were,leaving,The actors near the boys were leaving . <eos>,The actors near the boys were leaving .
46,agree,local,c-command,1,a,female,none,none,girls,wives,were,leaving,The girls near the wives were leaving . <eos>,The girls near the wives were leaving .
46,agree,local,c-command,1,b,female,none,none,wives,girls,were,leaving,The wives near the girls were leaving . <eos>,The wives near the girls were leaving .
46,agree,local,no-c-command,0,a,male,head,number,boy,actors,were,leaving,The boy near the actors were leaving . <eos>,The boy near the actors were leaving .
46,agree,local,no-c-command,0,b,male,head,number,actor,boys,were,leaving,The actor near the boys were leaving . <eos>,The actor near the boys were leaving .
46,agree,local,no-c-command,0,a,female,head,number,girl,wives,were,leaving,The girl near the wives were leaving . <eos>,The girl near the wives were leaving .
46,agree,local,no-c-command,0,b,female,head,number,wife,girls,were,leaving,The wife near the girls were leaving . <eos>,The wife near the girls were leaving .
46,agree,local,c-command,1,a,male,distractor,number,boys,actor,were,leaving,The boys near the actor were leaving . <eos>,The boys near the actor were leaving .
46,agree,local,c-command,1,b,male,distractor,number,actors,boy,were,leaving,The actors near the boy were leaving . <eos>,The actors near the boy were leaving .
46,agree,local,c-command,1,a,female,distractor,number,girls,wife,were,leaving,The girls near the wife were leaving . <eos>,The girls near the wife were leaving .
46,agree,local,c-command,1,b,female,distractor,number,wives,girl,were,leaving,The wives near the girl were leaving . <eos>,The wives near the girl were leaving .
47,agree,local,c-command,1,a,male,none,none,boys,actors,were,leaving,The boys near the actors were leaving . <eos>,The boys near the actors were leaving .
47,agree,local,c-command,1,b,male,none,none,actors,boys,were,leaving,The actors near the boys were leaving . <eos>,The actors near the boys were leaving .
47,agree,local,c-command,1,a,female,none,none,girls,wives,were,leaving,The girls near the wives were leaving . <eos>,The girls near the wives were leaving .
47,agree,local,c-command,1,b,female,none,none,wives,girls,were,leaving,The wives near the girls were leaving . <eos>,The wives near the girls were leaving .
47,agree,local,no-c-command,0,a,male,head,number,boy,actors,were,leaving,The boy near the actors were leaving . <eos>,The boy near the actors were leaving .
47,agree,local,no-c-command,0,b,male,head,number,actor,boys,were,leaving,The actor near the boys were leaving . <eos>,The actor near the boys were leaving .
47,agree,local,no-c-command,0,a,female,head,number,girl,wives,were,leaving,The girl near the wives were leaving . <eos>,The girl near the wives were leaving .
47,agree,local,no-c-command,0,b,female,head,number,wife,girls,were,leaving,The wife near the girls were leaving . <eos>,The wife near the girls were leaving .
47,agree,local,c-command,1,a,male,distractor,number,boys,actor,were,leaving,The boys near the actor were leaving . <eos>,The boys near the actor were leaving .
47,agree,local,c-command,1,b,male,distractor,number,actors,boy,were,leaving,The actors near the boy were leaving . <eos>,The actors near the boy were leaving .
47,agree,local,c-command,1,a,female,distractor,number,girls,wife,were,leaving,The girls near the wife were leaving . <eos>,The girls near the wife were leaving .
47,agree,local,c-command,1,b,female,distractor,number,wives,girl,were,leaving,The wives near the girl were leaving . <eos>,The wives near the girl were leaving .
48,agree,local,c-command,1,a,male,none,none,boys,actors,were,leaving,The boys near the actors were leaving . <eos>,The boys near the actors were leaving .
48,agree,local,c-command,1,b,male,none,none,actors,boys,were,leaving,The actors near the boys were leaving . <eos>,The actors near the boys were leaving .
48,agree,local,c-command,1,a,female,none,none,girls,wives,were,leaving,The girls near the wives were leaving . <eos>,The girls near the wives were leaving .
48,agree,local,c-command,1,b,female,none,none,wives,girls,were,leaving,The wives near the girls were leaving . <eos>,The wives near the girls were leaving .
48,agree,local,no-c-command,0,a,male,head,number,boy,actors,were,leaving,The boy near the actors were leaving . <eos>,The boy near the actors were leaving .
48,agree,local,no-c-command,0,b,male,head,number,actor,boys,were,leaving,The actor near the boys were leaving . <eos>,The actor near the boys were leaving .
48,agree,local,no-c-command,0,a,female,head,number,girl,wives,were,leaving,The girl near the wives were leaving . <eos>,The girl near the wives were leaving .
48,agree,local,no-c-command,0,b,female,head,number,wife,girls,were,leaving,The wife near the girls were leaving . <eos>,The wife near the girls were leaving .
48,agree,local,c-command,1,a,male,distractor,number,boys,actor,were,leaving,The boys near the actor were leaving . <eos>,The boys near the actor were leaving .
48,agree,local,c-command,1,b,male,distractor,number,actors,boy,were,leaving,The actors near the boy were leaving . <eos>,The actors near the boy were leaving .
48,agree,local,c-command,1,a,female,distractor,number,girls,wife,were,leaving,The girls near the wife were leaving . <eos>,The girls near the wife were leaving .
48,agree,local,c-command,1,b,female,distractor,number,wives,girl,were,leaving,The wives near the girl were leaving . <eos>,The wives near the girl were leaving .
49,agree,local,c-command,1,a,male,none,none,boys,actors,were,leaving,The boys near the actors were leaving . <eos>,The boys near the actors were leaving .
49,agree,local,c-command,1,b,male,none,none,actors,boys,were,leaving,The actors near the boys were leaving . <eos>,The actors near the boys were leaving .
49,agree,local,c-command,1,a,female,none,none,girls,wives,were,leaving,The girls near the wives were leaving . <eos>,The girls near the wives were leaving .
49,agree,local,c-command,1,b,female,none,none,wives,girls,were,leaving,The wives near the girls were leaving . <eos>,The wives near the girls were leaving .
49,agree,local,no-c-command,0,a,male,head,number,boy,actors,were,leaving,The boy near the actors were leaving . <eos>,The boy near the actors were leaving .
49,agree,local,no-c-command,0,b,male,head,number,actor,boys,were,leaving,The actor near the boys were leaving . <eos>,The actor near the boys were leaving .
49,agree,local,no-c-command,0,a,female,head,number,girl,wives,were,leaving,The girl near the wives were leaving . <eos>,The girl near the wives were leaving .
49,agree,local,no-c-command,0,b,female,head,number,wife,girls,were,leaving,The wife near the girls were leaving . <eos>,The wife near the girls were leaving .
49,agree,local,c-command,1,a,male,distractor,number,boys,actor,were,leaving,The boys near the actor were leaving . <eos>,The boys near the actor were leaving .
49,agree,local,c-command,1,b,male,distractor,number,actors,boy,were,leaving,The actors near the boy were leaving . <eos>,The actors near the boy were leaving .
49,agree,local,c-command,1,a,female,distractor,number,girls,wife,were,leaving,The girls near the wife were leaving . <eos>,The girls near the wife were leaving .
49,agree,local,c-command,1,b,female,distractor,number,wives,girl,were,leaving,The wives near the girl were leaving . <eos>,The wives near the girl were leaving .
50,agree,local,c-command,1,a,male,none,none,boys,actors,were,leaving,The boys near the actors were leaving . <eos>,The boys near the actors were leaving .
50,agree,local,c-command,1,b,male,none,none,actors,boys,were,leaving,The actors near the boys were leaving . <eos>,The actors near the boys were leaving .
50,agree,local,c-command,1,a,female,none,none,girls,wives,were,leaving,The girls near the wives were leaving . <eos>,The girls near the wives were leaving .
50,agree,local,c-command,1,b,female,none,none,wives,girls,were,leaving,The wives near the girls were leaving . <eos>,The wives near the girls were leaving .
50,agree,local,no-c-command,0,a,male,head,number,boy,actors,were,leaving,The boy near the actors were leaving . <eos>,The boy near the actors were leaving .
50,agree,local,no-c-command,0,b,male,head,number,actor,boys,were,leaving,The actor near the boys were leaving . <eos>,The actor near the boys were leaving .
50,agree,local,no-c-command,0,a,female,head,number,girl,wives,were,leaving,The girl near the wives were leaving . <eos>,The girl near the wives were leaving .
50,agree,local,no-c-command,0,b,female,head,number,wife,girls,were,leaving,The wife near the girls were leaving . <eos>,The wife near the girls were leaving .
50,agree,local,c-command,1,a,male,distractor,number,boys,actor,were,leaving,The boys near the actor were leaving . <eos>,The boys near the actor were leaving .
50,agree,local,c-command,1,b,male,distractor,number,actors,boy,were,leaving,The actors near the boy were leaving . <eos>,The actors near the boy were leaving .
50,agree,local,c-command,1,a,female,distractor,number,girls,wife,were,leaving,The girls near the wife were leaving . <eos>,The girls near the wife were leaving .
50,agree,local,c-command,1,b,female,distractor,number,wives,girl,were,leaving,The wives near the girl were leaving . <eos>,The wives near the girl were leaving .
51,agree,local,c-command,1,a,male,none,none,boys,actors,were,leaving,The boys near the actors were leaving . <eos>,The boys near the actors were leaving .
51,agree,local,c-command,1,b,male,none,none,actors,boys,were,leaving,The actors near the boys were leaving . <eos>,The actors near the boys were leaving .
51,agree,local,c-command,1,a,female,none,none,girls,wives,were,leaving,The girls near the wives were leaving . <eos>,The girls near the wives were leaving .
51,agree,local,c-command,1,b,female,none,none,wives,girls,were,leaving,The wives near the girls were leaving . <eos>,The wives near the girls were leaving .
51,agree,local,no-c-command,0,a,male,head,number,boy,actors,were,leaving,The boy near the actors were leaving . <eos>,The boy near the actors were leaving .
51,agree,local,no-c-command,0,b,male,head,number,actor,boys,were,leaving,The actor near the boys were leaving . <eos>,The actor near the boys were leaving .
51,agree,local,no-c-command,0,a,female,head,number,girl,wives,were,leaving,The girl near the wives were leaving . <eos>,The girl near the wives were leaving .
51,agree,local,no-c-command,0,b,female,head,number,wife,girls,were,leaving,The wife near the girls were leaving . <eos>,The wife near the girls were leaving .
51,agree,local,c-command,1,a,male,distractor,number,boys,actor,were,leaving,The boys near the actor were leaving . <eos>,The boys near the actor were leaving .
51,agree,local,c-command,1,b,male,distractor,number,actors,boy,were,leaving,The actors near the boy were leaving . <eos>,The actors near the boy were leaving .
51,agree,local,c-command,1,a,female,distractor,number,girls,wife,were,leaving,The girls near the wife were leaving . <eos>,The girls near the wife were leaving .
51,agree,local,c-command,1,b,female,distractor,number,wives,girl,were,leaving,The wives near the girl were leaving . <eos>,The wives near the girl were leaving .
52,agree,local,c-command,1,a,male,none,none,boys,actors,were,leaving,The boys near the actors were leaving . <eos>,The boys near the actors were leaving .
52,agree,local,c-command,1,b,male,none,none,actors,boys,were,leaving,The actors near the boys were leaving . <eos>,The actors near the boys were leaving .
52,agree,local,c-command,1,a,female,none,none,girls,wives,were,leaving,The girls near the wives were leaving . <eos>,The girls near the wives were leaving .
52,agree,local,c-command,1,b,female,none,none,wives,girls,were,leaving,The wives near the girls were leaving . <eos>,The wives near the girls were leaving .
52,agree,local,no-c-command,0,a,male,head,number,boy,actors,were,leaving,The boy near the actors were leaving . <eos>,The boy near the actors were leaving .
52,agree,local,no-c-command,0,b,male,head,number,actor,boys,were,leaving,The actor near the boys were leaving . <eos>,The actor near the boys were leaving .
52,agree,local,no-c-command,0,a,female,head,number,girl,wives,were,leaving,The girl near the wives were leaving . <eos>,The girl near the wives were leaving .
52,agree,local,no-c-command,0,b,female,head,number,wife,girls,were,leaving,The wife near the girls were leaving . <eos>,The wife near the girls were leaving .
52,agree,local,c-command,1,a,male,distractor,number,boys,actor,were,leaving,The boys near the actor were leaving . <eos>,The boys near the actor were leaving .
52,agree,local,c-command,1,b,male,distractor,number,actors,boy,were,leaving,The actors near the boy were leaving . <eos>,The actors near the boy were leaving .
52,agree,local,c-command,1,a,female,distractor,number,girls,wife,were,leaving,The girls near the wife were leaving . <eos>,The girls near the wife were leaving .
52,agree,local,c-command,1,b,female,distractor,number,wives,girl,were,leaving,The wives near the girl were leaving . <eos>,The wives near the girl were leaving .
53,agree,local,c-command,1,a,male,none,none,boys,actors,were,leaving,The boys near the actors were leaving . <eos>,The boys near the actors were leaving .
53,agree,local,c-command,1,b,male,none,none,actors,boys,were,leaving,The actors near the boys were leaving . <eos>,The actors near the boys were leaving .
53,agree,local,c-command,1,a,female,none,none,girls,wives,were,leaving,The girls near the wives were leaving . <eos>,The girls near the wives were leaving .
53,agree,local,c-command,1,b,female,none,none,wives,girls,were,leaving,The wives near the girls were leaving . <eos>,The wives near the girls were leaving .
53,agree,local,no-c-command,0,a,male,head,number,boy,actors,were,leaving,The boy near the actors were leaving . <eos>,The boy near the actors were leaving .
53,agree,local,no-c-command,0,b,male,head,number,actor,boys,were,leaving,The actor near the boys were leaving . <eos>,The actor near the boys were leaving .
53,agree,local,no-c-command,0,a,female,head,number,girl,wives,were,leaving,The girl near the wives were leaving . <eos>,The girl near the wives were leaving .
53,agree,local,no-c-command,0,b,female,head,number,wife,girls,were,leaving,The wife near the girls were leaving . <eos>,The wife near the girls were leaving .
53,agree,local,c-command,1,a,male,distractor,number,boys,actor,were,leaving,The boys near the actor were leaving . <eos>,The boys near the actor were leaving .
53,agree,local,c-command,1,b,male,distractor,number,actors,boy,were,leaving,The actors near the boy were leaving . <eos>,The actors near the boy were leaving .
53,agree,local,c-command,1,a,female,distractor,number,girls,wife,were,leaving,The girls near the wife were leaving . <eos>,The girls near the wife were leaving .
53,agree,local,c-command,1,b,female,distractor,number,wives,girl,were,leaving,The wives near the girl were leaving . <eos>,The wives near the girl were leaving .
54,agree,local,c-command,1,a,male,none,none,boys,actors,were,leaving,The boys near the actors were leaving . <eos>,The boys near the actors were leaving .
54,agree,local,c-command,1,b,male,none,none,actors,boys,were,leaving,The actors near the boys were leaving . <eos>,The actors near the boys were leaving .
54,agree,local,c-command,1,a,female,none,none,girls,wives,were,leaving,The girls near the wives were leaving . <eos>,The girls near the wives were leaving .
54,agree,local,c-command,1,b,female,none,none,wives,girls,were,leaving,The wives near the girls were leaving . <eos>,The wives near the girls were leaving .
54,agree,local,no-c-command,0,a,male,head,number,boy,actors,were,leaving,The boy near the actors were leaving . <eos>,The boy near the actors were leaving .
54,agree,local,no-c-command,0,b,male,head,number,actor,boys,were,leaving,The actor near the boys were leaving . <eos>,The actor near the boys were leaving .
54,agree,local,no-c-command,0,a,female,head,number,girl,wives,were,leaving,The girl near the wives were leaving . <eos>,The girl near the wives were leaving .
54,agree,local,no-c-command,0,b,female,head,number,wife,girls,were,leaving,The wife near the girls were leaving . <eos>,The wife near the girls were leaving .
54,agree,local,c-command,1,a,male,distractor,number,boys,actor,were,leaving,The boys near the actor were leaving . <eos>,The boys near the actor were leaving .
54,agree,local,c-command,1,b,male,distractor,number,actors,boy,were,leaving,The actors near the boy were leaving . <eos>,The actors near the boy were leaving .
