item,clause_type,locality,c-command,grammatical,counterbalance,subject,mismatch_position,mismatch_feature,head_noun,distractor_noun,verb,pronoun,sentence,sentence_no_eos
38,simple,local,c-command,1,a,male,head,number,boy,men,distinguished,them,The boy near the men distinguished them . <eos>,The boy near the men distinguished them .
38,simple,local,c-command,1,b,male,head,number,man,boys,distinguished,them,The man near the boys distinguished them . <eos>,The man near the boys distinguished them .
38,simple,local,c-command,1,a,female,head,number,girl,women,distinguished,them,The girl near the women distinguished them . <eos>,The girl near the women distinguished them .
38,simple,local,c-command,1,b,female,head,number,woman,girls,distinguished,them,The woman near the girls distinguished them . <eos>,The woman near the girls distinguished them .
38,simple,local,no-c-command,0,a,male,distractor,number,boys,man,distinguished,them,The boys near the man distinguished them . <eos>,The boys near the man distinguished them .
38,simple,local,no-c-command,0,b,male,distractor,number,men,boy,distinguished,them,The men near the boy distinguished them . <eos>,The men near the boy distinguished them .
38,simple,local,no-c-command,0,a,female,distractor,number,girls,woman,distinguished,them,The girls near the woman distinguished them . <eos>,The girls near the woman distinguished them .
38,simple,local,no-c-command,0,b,female,distractor,number,women,girl,distinguished,them,The women near the girl distinguished them . <eos>,The women near the girl distinguished them .
39,simple,local,c-command,1,a,male,none,none,boys,men,taught,them,The boys near the men taught them . <eos>,The boys near the men taught them .
39,simple,local,c-command,1,b,male,none,none,men,boys,taught,them,The men near the boys taught them . <eos>,The men near the boys taught them .
39,simple,local,c-command,1,a,female,none,none,girls,women,taught,them,The girls near the women taught them . <eos>,The girls near the women taught them .
39,simple,local,c-command,1,b,female,none,none,women,girls,taught,them,The women near the girls taught them . <eos>,The women near the girls taught them .
39,simple,local,c-command,1,a,male,head,number,boy,men,taught,them,The boy near the men taught them . <eos>,The boy near the men taught them .
39,simple,local,c-command,1,b,male,head,number,man,boys,taught,them,The man near the boys taught them . <eos>,The man near the boys taught them .
39,simple,local,c-command,1,a,female,head,number,girl,women,taught,them,The girl near the women taught them . <eos>,The girl near the women taught them .
39,simple,local,c-command,1,b,female,head,number,woman,girls,taught,them,The woman near the girls taught them . <eos>,The woman near the girls taught them .
39,simple,local,no-c-command,0,a,male,distractor,number,boys,man,taught,them,The boys near the man taught them . <eos>,The boys near the man taught them .
39,simple,local,no-c-command,0,b,male,distractor,number,men,boy,taught,them,The men near the boy taught them . <eos>,The men near the boy taught them .
39,simple,local,no-c-command,0,a,female,distractor,number,girls,woman,taught,them,The girls near the woman taught them . <eos>,The girls near the woman taught them .
39,simple,local,no-c-command,0,b,female,distractor,number,women,girl,taught,them,The women near the girl taught them . <eos>,The women near the girl taught them .
40,simple,local,c-command,1,a,male,none,none,boys,men,killed,them,The boys near the men killed them . <eos>,The boys near the men killed them .
40,simple,local,c-command,1,b,male,none,none,men,boys,killed,them,The men near the boys killed them . <eos>,The men near the boys killed them .
40,simple,local,c-command,1,a,female,none,none,girls,women,killed,them,The girls near the women killed them . <eos>,The girls near the women killed them .
40,simple,local,c-command,1,b,female,none,none,women,girls,killed,them,The women near the girls killed them . <eos>,The women near the girls killed them .
40,simple,local,c-command,1,a,male,head,number,boy,men,killed,them,The boy near the men killed them . <eos>,The boy near the men killed them .
40,simple,local,c-command,1,b,male,head,number,man,boys,killed,them,The man near the boys killed them . <eos>,The man near the boys killed them .
40,simple,local,c-command,1,a,female,head,number,girl,women,killed,them,The girl near the women killed them . <eos>,The girl near the women killed them .
40,simple,local,c-command,1,b,female,head,number,woman,girls,killed,them,The woman near the girls killed them . <eos>,The woman near the girls killed them .
40,simple,local,no-c-command,0,a,male,distractor,number,boys,man,killed,them,The boys near the man killed them . <eos>,The boys near the man killed them .
40,simple,local,no-c-command,0,b,male,distractor,number,men,boy,killed,them,The men near the boy killed them . <eos>,The men near the boy killed them .
40,simple,local,no-c-command,0,a,female,distractor,number,girls,woman,killed,them,The girls near the woman killed them . <eos>,The girls near the woman killed them .
40,simple,local,no-c-command,0,b,female,distractor,number,women,girl,killed,them,The women near the girl killed them . <eos>,The women near the girl killed them .
41,simple,local,c-command,1,a,male,none,none,boys,men,called,them,The boys near the men called them . <eos>,The boys near the men called them .
41,simple,local,c-command,1,b,male,none,none,men,boys,called,them,The men near the boys called them . <eos>,The men near the boys called them .
41,simple,local,c-command,1,a,female,none,none,girls,women,called,them,The girls near the women called them . <eos>,The girls near the women called them .
41,simple,local,c-command,1,b,female,none,none,women,girls,called,them,The women near the girls called them . <eos>,The women near the girls called them .
41,simple,local,no-c-command,0,a,male,head,number,boy,men,called,them,The boy near the men called them . <eos>,The boy near the men called them .
41,simple,local,no-c-command,0,b,male,head,number,man,boys,called,them,The man near the boys called them . <eos>,The man near the boys called them .
41,simple,local,no-c-command,0,a,female,head,number,girl,women,called,them,The girl near the women called them . <eos>,The girl near the women called them .
41,simple,local,no-c-command,0,b,female,head,number,woman,girls,called,them,The woman near the girls called them . <eos>,The woman near the girls called them .
41,simple,local,c-command,1,a,male,distractor,number,boys,man,called,them,The boys near the man called them . <eos>,The boys near the man called them .
41,simple,local,c-command,1,b,male,distractor,number,men,boy,called,them,The men near the boy called them . <eos>,The men near the boy called them .
41,simple,local,c-command,1,a,female,distractor,number,girls,woman,called,them,The girls near the woman called them . <eos>,The girls near the woman called them .
41,simple,local,c-command,1,b,female,distractor,number,women,girl,called,them,The women near the girl called them . <eos>,The women near the girl called them .
42,simple,local,c-command,1,a,male,none,none,boys,men,dedicated,them,The boys near the men dedicated them . <eos>,The boys near the men dedicated them .
42,simple,local,c-command,1,b,male,none,none,men,boys,dedicated,them,The men near the boys dedicated them . <eos>,The men near the boys dedicated them .
42,simple,local,c-command,1,a,female,none,none,girls,women,dedicated,them,The girls near the women dedicated them . <eos>,The girls near the women dedicated them .
42,simple,local,c-command,1,b,female,none,none,women,girls,dedicated,them,The women near the girls dedicated them . <eos>,The women near the girls dedicated them .
42,simple,local,no-c-command,0,a,male,head,number,boy,men,dedicated,them,The boy near the men dedicated them . <eos>,The boy near the men dedicated them .
42,simple,local,no-c-command,0,b,male,head,number,man,boys,dedicated,them,The man near the boys dedicated them . <eos>,The man near the boys dedicated them .
42,simple,local,no-c-command,0,a,female,head,number,girl,women,dedicated,them,The girl near the women dedicated them . <eos>,The girl near the women dedicated them .
42,simple,local,no-c-command,0,b,female,head,number,woman,girls,dedicated,them,The woman near the girls dedicated them . <eos>,The woman near the girls dedicated them .
42,simple,local,c-command,1,a,male,distractor,number,boys,man,dedicated,them,The boys near the man dedicated them . <eos>,The boys near the man dedicated them .
42,simple,local,c-command,1,b,male,distractor,number,men,boy,dedicated,them,The men near the boy dedicated them . <eos>,The men near the boy dedicated them .
42,simple,local,c-command,1,a,female,distractor,number,girls,woman,dedicated,them,The girls near the woman dedicated them . <eos>,The girls near the woman dedicated them .
42,simple,local,c-command,1,b,female,distractor,number,women,girl,dedicated,them,The women near the girl dedicated them . <eos>,The women near the girl dedicated them .
43,simple,local,c-command,1,a,male,none,none,boys,men,declared,them,The boys near the men declared them . <eos>,The boys near the men declared them .
43,simple,local,c-command,1,b,male,none,none,men,boys,declared,them,The men near the boys declared them . <eos>,The men near the boys declared them .
43,simple,local,c-command,1,a,female,none,none,girls,women,declared,them,The girls near the women declared them . <eos>,The girls near the women declared them .
43,simple,local,c-command,1,b,female,none,none,women,girls,declared,them,The women near the girls declared them . <eos>,The women near the girls declared them .
43,simple,local,no-c-command,0,a,male,head,number,boy,men,declared,them,The boy near the men declared them . <eos>,The boy near the men declared them .
43,simple,local,no-c-command,0,b,male,head,number,man,boys,declared,them,The man near the boys declared them . <eos>,The man near the boys declared them .
43,simple,local,no-c-command,0,a,female,head,number,girl,women,declared,them,The girl near the women declared them . <eos>,The girl near the women declared them .
43,simple,local,no-c-command,0,b,female,head,number,woman,girls,declared,them,The woman near the girls declared them . <eos>,The woman near the girls declared them .
43,simple,local,c-command,1,a,male,distractor,number,boys,man,declared,them,The boys near the man declared them . <eos>,The boys near the man declared them .
43,simple,local,c-command,1,b,male,distractor,number,men,boy,declared,them,The men near the boy declared them . <eos>,The men near the boy declared them .
43,simple,local,c-command,1,a,female,distractor,number,girls,woman,declared,them,The girls near the woman declared them . <eos>,The girls near the woman declared them .
43,simple,local,c-command,1,b,female,distractor,number,women,girl,declared,them,The women near the girl declared them . <eos>,The women near the girl declared them .
44,simple,local,c-command,1,a,male,none,none,boys,men,proved,them,The boys near the men proved them . <eos>,The boys near the men proved them .
44,simple,local,c-command,1,b,male,none,none,men,boys,proved,them,The men near the boys proved them . <eos>,The men near the boys proved them .
44,simple,local,c-command,1,a,female,none,none,girls,women,proved,them,The girls near the women proved them . <eos>,The girls near the women proved them .
44,simple,local,c-command,1,b,female,none,none,women,girls,proved,them,The women near the girls proved them . <eos>,The women near the girls proved them .
44,simple,local,no-c-command,0,a,male,head,number,boy,men,proved,them,The boy near the men proved them . <eos>,The boy near the men proved them .
44,simple,local,no-c-command,0,b,male,head,number,man,boys,proved,them,The man near the boys proved them . <eos>,The man near the boys proved them .
44,simple,local,no-c-command,0,a,female,head,number,girl,women,proved,them,The girl near the women proved them . <eos>,The girl near the women proved them .
44,simple,local,no-c-command,0,b,female,head,number,woman,girls,proved,them,The woman near the girls proved them . <eos>,The woman near the girls proved them .
44,simple,local,c-command,1,a,male,distractor,number,boys,man,proved,them,The boys near the man proved them . <eos>,The boys near the man proved them .
44,simple,local,c-command,1,b,male,distractor,number,men,boy,proved,them,The men near the boy proved them . <eos>,The men near the boy proved them .
44,simple,local,c-command,1,a,female,distractor,number,girls,woman,proved,them,The girls near the woman proved them . <eos>,The girls near the woman proved them .
44,simple,local,c-command,1,b,female,distractor,number,women,girl,proved,them,The women near the girl proved them . <eos>,The women near the girl proved them .
45,simple,local,c-command,1,a,male,none,none,boys,men,shot,them,The boys near the men shot them . <eos>,The boys near the men shot them .
45,simple,local,c-command,1,b,male,none,none,men,boys,shot,them,The men near the boys shot them . <eos>,The men near the boys shot them .
45,simple,local,c-command,1,a,female,none,none,girls,women,shot,them,The girls near the women shot them . <eos>,The girls near the women shot them .
45,simple,local,c-command,1,b,female,none,none,women,girls,shot,them,The women near the girls shot them . <eos>,The women near the girls shot them .
45,simple,local,no-c-command,0,a,male,head,number,boy,men,shot,them,The boy near the men shot them . <eos>,The boy near the men shot them .
45,simple,local,no-c-command,0,b,male,head,number,man,boys,shot,them,The man near the boys shot them . <eos>,The man near the boys shot them .
45,simple,local,no-c-command,0,a,female,head,number,girl,women,shot,them,The girl near the women shot them . <eos>,The girl near the women shot them .
45,simple,local,no-c-command,0,b,female,head,number,woman,girls,shot,them,The woman near the girls shot them . <eos>,The woman near the girls shot them .
45,simple,local,c-command,1,a,male,distractor,number,boys,man,shot,them,The boys near the man shot them . <eos>,The boys near the man shot them .
45,simple,local,c-command,1,b,male,distractor,number,men,boy,shot,them,The men near the boy shot them . <eos>,The men near the boy shot them .
45,simple,local,c-command,1,a,female,distractor,number,girls,woman,shot,them,The girls near the woman shot them . <eos>,The girls near the woman shot them .
45,simple,local,c-command,1,b,female,distractor,number,women,girl,shot,them,The women near the girl shot them . <eos>,The women near the girl shot them .
46,simple,local,c-command,1,a,male,none,none,boys,actors,saw,them,The boys near the actors saw them . <eos>,The boys near the actors saw them .
46,simple,local,c-command,1,b,male,none,none,actors,boys,saw,them,The actors near the boys saw them . <eos>,The actors near the boys saw them .
46,simple,local,c-command,1,a,female,none,none,girls,wives,saw,them,The girls near the wives saw them . <eos>,The girls near the wives saw them .
46,simple,local,c-command,1,b,female,none,none,wives,girls,saw,them,The wives near the girls saw them . <eos>,The wives near the girls saw them .
46,simple,local,c-command,1,a,male,head,number,boy,actors,saw,them,The boy near the actors saw them . <eos>,The boy near the actors saw them .
46,simple,local,c-command,1,b,male,head,number,actor,boys,saw,them,The actor near the boys saw them . <eos>,The actor near the boys saw them .
46,simple,local,c-command,1,a,female,head,number,girl,wives,saw,them,The girl near the wives saw them . <eos>,The girl near the wives saw them .
46,simple,local,c-command,1,b,female,head,number,wife,girls,saw,them,The wife near the girls saw them . <eos>,The wife near the girls saw them .
46,simple,local,no-c-command,0,a,male,distractor,number,boys,actor,saw,them,The boys near the actor saw them . <eos>,The boys near the actor saw them .
46,simple,local,no-c-command,0,b,male,distractor,number,actors,boy,saw,them,The actors near the boy saw them . <eos>,The actors near the boy saw them .
46,simple,local,no-c-command,0,a,female,distractor,number,girls,wife,saw,them,The girls near the wife saw them . <eos>,The girls near the wife saw them .
46,simple,local,no-c-command,0,b,female,distractor,number,wives,girl,saw,them,The wives near the girl saw them . <eos>,The wives near the girl saw them .
47,simple,local,c-command,1,a,male,none,none,boys,actors,established,them,The boys near the actors established them . <eos>,The boys near the actors established them .
47,simple,local,c-command,1,b,male,none,none,actors,boys,established,them,The actors near the boys established them . <eos>,The actors near the boys established them .
47,simple,local,c-command,1,a,female,none,none,girls,wives,established,them,The girls near the wives established them . <eos>,The girls near the wives established them .
47,simple,local,c-command,1,b,female,none,none,wives,girls,established,them,The wives near the girls established them . <eos>,The wives near the girls established them .
47,simple,local,c-command,1,a,male,head,number,boy,actors,established,them,The boy near the actors established them . <eos>,The boy near the actors established them .
47,simple,local,c-command,1,b,male,head,number,actor,boys,established,them,The actor near the boys established them . <eos>,The actor near the boys established them .
47,simple,local,c-command,1,a,female,head,number,girl,wives,established,them,The girl near the wives established them . <eos>,The girl near the wives established them .
47,simple,local,c-command,1,b,female,head,number,wife,girls,established,them,The wife near the girls established them . <eos>,The wife near the girls established them .
47,simple,local,no-c-command,0,a,male,distractor,number,boys,actor,established,them,The boys near the actor established them . <eos>,The boys near the actor established them .
47,simple,local,no-c-command,0,b,male,distractor,number,actors,boy,established,them,The actors near the boy established them . <eos>,The actors near the boy established them .
47,simple,local,no-c-command,0,a,female,distractor,number,girls,wife,established,them,The girls near the wife established them . <eos>,The girls near the wife established them .
47,simple,local,no-c-command,0,b,female,distractor,number,wives,girl,established,them,The wives near the girl established them . <eos>,The wives near the girl established them .
48,simple,local,c-command,1,a,male,none,none,boys,actors,devoted,them,The boys near the actors devoted them . <eos>,The boys near the actors devoted them .
48,simple,local,c-command,1,b,male,none,none,actors,boys,devoted,them,The actors near the boys devoted them . <eos>,The actors near the boys devoted them .
48,simple,local,c-command,1,a,female,none,none,girls,wives,devoted,them,The girls near the wives devoted them . <eos>,The girls near the wives devoted them .
48,simple,local,c-command,1,b,female,none,none,wives,girls,devoted,them,The wives near the girls devoted them . <eos>,The wives near the girls devoted them .
48,simple,local,c-command,1,a,male,head,number,boy,actors,devoted,them,The boy near the actors devoted them . <eos>,The boy near the actors devoted them .
48,simple,local,c-command,1,b,male,head,number,actor,boys,devoted,them,The actor near the boys devoted them . <eos>,The actor near the boys devoted them .
48,simple,local,c-command,1,a,female,head,number,girl,wives,devoted,them,The girl near the wives devoted them . <eos>,The girl near the wives devoted them .
48,simple,local,c-command,1,b,female,head,number,wife,girls,devoted,them,The wife near the girls devoted them . <eos>,The wife near the girls devoted them .
48,simple,local,no-c-command,0,a,male,distractor,number,boys,actor,devoted,them,The boys near the actor devoted them . <eos>,The boys near the actor devoted them .
48,simple,local,no-c-command,0,b,male,distractor,number,actors,boy,devoted,them,The actors near the boy devoted them . <eos>,The actors near the boy devoted them .
48,simple,local,no-c-command,0,a,female,distractor,number,girls,wife,devoted,them,The girls near the wife devoted them . <eos>,The girls near the wife devoted them .
48,simple,local,no-c-command,0,b,female,distractor,number,wives,girl,devoted,them,The wives near the girl devoted them . <eos>,The wives near the girl devoted them .
49,simple,local,c-command,1,a,male,none,none,boys,actors,considered,them,The boys near the actors considered them . <eos>,The boys near the actors considered them .
49,simple,local,c-command,1,b,male,none,none,actors,boys,considered,them,The actors near the boys considered them . <eos>,The actors near the boys considered them .
49,simple,local,c-command,1,a,female,none,none,girls,wives,considered,them,The girls near the wives considered them . <eos>,The girls near the wives considered them .
49,simple,local,c-command,1,b,female,none,none,wives,girls,considered,them,The wives near the girls considered them . <eos>,The wives near the girls considered them .
49,simple,local,c-command,1,a,male,head,number,boy,actors,considered,them,The boy near the actors considered them . <eos>,The boy near the actors considered them .
49,simple,local,c-command,1,b,male,head,number,actor,boys,considered,them,The actor near the boys considered them . <eos>,The actor near the boys considered them .
49,simple,local,c-command,1,a,female,head,number,girl,wives,considered,them,The girl near the wives considered them . <eos>,The girl near the wives considered them .
49,simple,local,c-command,1,b,female,head,number,wife,girls,considered,them,The wife near the girls considered them . <eos>,The wife near the girls considered them .
49,simple,local,no-c-command,0,a,male,distractor,number,boys,actor,considered,them,The boys near the actor considered them . <eos>,The boys near the actor considered them .
49,simple,local,no-c-command,0,b,male,distractor,number,actors,boy,considered,them,The actors near the boy considered them . <eos>,The actors near the boy considered them .
49,simple,local,no-c-command,0,a,female,distractor,number,girls,wife,considered,them,The girls near the wife considered them . <eos>,The girls near the wife considered them .
49,simple,local,no-c-command,0,b,female,distractor,number,wives,girl,considered,them,The wives near the girl considered them . <eos>,The wives near the girl considered them .
50,simple,local,c-command,1,a,male,none,none,boys,actors,identified,them,The boys near the actors identified them . <eos>,The boys near the actors identified them .
50,simple,local,c-command,1,b,male,none,none,actors,boys,identified,them,The actors near the boys identified them . <eos>,The actors near the boys identified them .
50,simple,local,c-command,1,a,female,none,none,girls,wives,identified,them,The girls near the wives identified them . <eos>,The girls near the wives identified them .
50,simple,local,c-command,1,b,female,none,none,wives,girls,identified,them,The wives near the girls identified them . <eos>,The wives near the girls identified them .
50,simple,local,c-command,1,a,male,head,number,boy,actors,identified,them,The boy near the actors identified them . <eos>,The boy near the actors identified them .
50,simple,local,c-command,1,b,male,head,number,actor,boys,identified,them,The actor near the boys identified them . <eos>,The actor near the boys identified them .
50,simple,local,c-command,1,a,female,head,number,girl,wives,identified,them,The girl near the wives identified them . <eos>,The girl near the wives identified them .
50,simple,local,c-command,1,b,female,head,number,wife,girls,identified,them,The wife near the girls identified them . <eos>,The wife near the girls identified them .
50,simple,local,no-c-command,0,a,male,distractor,number,boys,actor,identified,them,The boys near the actor identified them . <eos>,The boys near the actor identified them .
50,simple,local,no-c-command,0,b,male,distractor,number,actors,boy,identified,them,The actors near the boy identified them . <eos>,The actors near the boy identified them .
50,simple,local,no-c-command,0,a,female,distractor,number,girls,wife,identified,them,The girls near the wife identified them . <eos>,The girls near the wife identified them .
50,simple,local,no-c-command,0,b,female,distractor,number,wives,girl,identified,them,The wives near the girl identified them . <eos>,The wives near the girl identified them .
51,simple,local,c-command,1,a,male,none,none,boys,actors,made,them,The boys near the actors made them . <eos>,The boys near the actors made them .
51,simple,local,c-command,1,b,male,none,none,actors,boys,made,them,The actors near the boys made them . <eos>,The actors near the boys made them .
51,simple,local,c-command,1,a,female,none,none,girls,wives,made,them,The girls near the wives made them . <eos>,The girls near the wives made them .
51,simple,local,c-command,1,b,female,none,none,wives,girls,made,them,The wives near the girls made them . <eos>,The wives near the girls made them .
51,simple,local,c-command,1,a,male,head,number,boy,actors,made,them,The boy near the actors made them . <eos>,The boy near the actors made them .
51,simple,local,c-command,1,b,male,head,number,actor,boys,made,them,The actor near the boys made them . <eos>,The actor near the boys made them .
51,simple,local,c-command,1,a,female,head,number,girl,wives,made,them,The girl near the wives made them . <eos>,The girl near the wives made them .
51,simple,local,c-command,1,b,female,head,number,wife,girls,made,them,The wife near the girls made them . <eos>,The wife near the girls made them .
51,simple,local,no-c-command,0,a,male,distractor,number,boys,actor,made,them,The boys near the actor made them . <eos>,The boys near the actor made them .
51,simple,local,no-c-command,0,b,male,distractor,number,actors,boy,made,them,The actors near the boy made them . <eos>,The actors near the boy made them .
51,simple,local,no-c-command,0,a,female,distractor,number,girls,wife,made,them,The girls near the wife made them . <eos>,The girls near the wife made them .
51,simple,local,no-c-command,0,b,female,distractor,number,wives,girl,made,them,The wives near the girl made them . <eos>,The wives near the girl made them .
52,simple,local,c-command,1,a,male,none,none,boys,actors,found,them,The boys near the actors found them . <eos>,The boys near the actors found them .
52,simple,local,c-command,1,b,male,none,none,actors,boys,found,them,The actors near the boys found them . <eos>,The actors near the boys found them .
52,simple,local,c-command,1,a,female,none,none,girls,wives,found,them,The girls near the wives found them . <eos>,The girls near the wives found them .
52,simple,local,c-command,1,b,female,none,none,wives,girls,found,them,The wives near the girls found them . <eos>,The wives near the girls found them .
52,simple,local,c-command,1,a,male,head,number,boy,actors,found,them,The boy near the actors found them . <eos>,The boy near the actors found them .
52,simple,local,c-command,1,b,male,head,number,actor,boys,found,them,The actor near the boys found them . <eos>,The actor near the boys found them .
52,simple,local,c-command,1,a,female,head,number,girl,wives,found,them,The girl near the wives found them . <eos>,The girl near the wives found them .
52,simple,local,c-command,1,b,female,head,number,wife,girls,found,them,The wife near the girls found them . <eos>,The wife near the girls found them .
52,simple,local,no-c-command,0,a,male,distractor,number,boys,actor,found,them,The boys near the actor found them . <eos>,The boys near the actor found them .
52,simple,local,no-c-command,0,b,male,distractor,number,actors,boy,found,them,The actors near the boy found them . <eos>,The actors near the boy found them .
52,simple,local,no-c-command,0,a,female,distractor,number,girls,wife,found,them,The girls near the wife found them . <eos>,The girls near the wife found them .
52,simple,local,no-c-command,0,b,female,distractor,number,wives,girl,found,them,The wives near the girl found them . <eos>,The wives near the girl found them .
53,simple,local,c-command,1,a,male,none,none,boys,actors,distinguished,them,The boys near the actors distinguished them . <eos>,The boys near the actors distinguished them .
53,simple,local,c-command,1,b,male,none,none,actors,boys,distinguished,them,The actors near the boys distinguished them . <eos>,The actors near the boys distinguished them .
53,simple,local,c-command,1,a,female,none,none,girls,wives,distinguished,them,The girls near the wives distinguished them . <eos>,The girls near the wives distinguished them .
53,simple,local,c-command,1,b,female,none,none,wives,girls,distinguished,them,The wives near the girls distinguished them . <eos>,The wives near the girls distinguished them .
53,simple,local,c-command,1,a,male,head,number,boy,actors,distinguished,them,The boy near the actors distinguished them . <eos>,The boy near the actors distinguished them .
53,simple,local,c-command,1,b,male,head,number,actor,boys,distinguished,them,The actor near the boys distinguished them . <eos>,The actor near the boys distinguished them .
53,simple,local,c-command,1,a,female,head,number,girl,wives,distinguished,them,The girl near the wives distinguished them . <eos>,The girl near the wives distinguished them .
53,simple,local,c-command,1,b,female,head,number,wife,girls,distinguished,them,The wife near the girls distinguished them . <eos>,The wife near the girls distinguished them .
53,simple,local,no-c-command,0,a,male,distractor,number,boys,actor,distinguished,them,The boys near the actor distinguished them . <eos>,The boys near the actor distinguished them .
53,simple,local,no-c-command,0,b,male,distractor,number,actors,boy,distinguished,them,The actors near the boy distinguished them . <eos>,The actors near the boy distinguished them .
53,simple,local,no-c-command,0,a,female,distractor,number,girls,wife,distinguished,them,The girls near the wife distinguished them . <eos>,The girls near the wife distinguished them .
53,simple,local,no-c-command,0,b,female,distractor,number,wives,girl,distinguished,them,The wives near the girl distinguished them . <eos>,The wives near the girl distinguished them .
54,simple,local,c-command,1,a,male,none,none,boys,actors,taught,them,The boys near the actors taught them . <eos>,The boys near the actors taught them .
54,simple,local,c-command,1,b,male,none,none,actors,boys,taught,them,The actors near the boys taught them . <eos>,The actors near the boys taught them .
54,simple,local,c-command,1,a,female,none,none,girls,wives,taught,them,The girls near the wives taught them . <eos>,The girls near the wives taught them .
54,simple,local,c-command,1,b,female,none,none,wives,girls,taught,them,The wives near the girls taught them . <eos>,The wives near the girls taught them .
54,simple,local,c-command,1,a,male,head,number,boy,actors,taught,them,The boy near the actors taught them . <eos>,The boy near the actors taught them .
54,simple,local,c-command,1,b,male,head,number,actor,boys,taught,them,The actor near the boys taught them . <eos>,The actor near the boys taught them .
54,simple,local,c-command,1,a,female,head,number,girl,wives,taught,them,The girl near the wives taught them . <eos>,The girl near the wives taught them .
54,simple,local,c-command,1,b,female,head,number,wife,girls,taught,them,The wife near the girls taught them . <eos>,The wife near the girls taught them .
54,simple,local,no-c-command,0,a,male,distractor,number,boys,actor,taught,them,The boys near the actor taught them . <eos>,The boys near the actor taught them .
54,simple,local,no-c-command,0,b,male,distractor,number,actors,boy,taught,them,The actors near the boy taught them . <eos>,The actors near the boy taught them .
54,simple,local,no-c-command,0,a,female,distractor,number,girls,wife,taught,them,The girls near the wife taught them . <eos>,The girls near the wife taught them .
54,simple,local,no-c-command,0,b,female,distractor,number,wives,girl,taught,them,The wives near the girl taught them . <eos>,The wives near the girl taught them .
55,simple,local,c-command,1,a,male,none,none,boys,actors,killed,them,The boys near the actors killed them . <eos>,The boys near the actors killed them .
55,simple,local,c-command,1,b,male,none,none,actors,boys,killed,them,The actors near the boys killed them . <eos>,The actors near the boys killed them .
55,simple,local,c-command,1,a,female,none,none,girls,wives,killed,them,The girls near the wives killed them . <eos>,The girls near the wives killed them .
55,simple,local,c-command,1,b,female,none,none,wives,girls,killed,them,The wives near the girls killed them . <eos>,The wives near the girls killed them .
55,simple,local,c-command,1,a,male,head,number,boy,actors,killed,them,The boy near the actors killed them . <eos>,The boy near the actors killed them .
55,simple,local,c-command,1,b,male,head,number,actor,boys,killed,them,The actor near the boys killed them . <eos>,The actor near the boys killed them .
55,simple,local,c-command,1,a,female,head,number,girl,wives,killed,them,The girl near the wives killed them . <eos>,The girl near the wives killed them .
55,simple,local,c-command,1,b,female,head,number,wife,girls,killed,them,The wife near the girls killed them . <eos>,The wife near the girls killed them .
55,simple,local,no-c-command,0,a,male,distractor,number,boys,actor,killed,them,The boys near the actor killed them . <eos>,The boys near the actor killed them .
55,simple,local,no-c-command,0,b,male,distractor,number,actors,boy,killed,them,The actors near the boy killed them . <eos>,The actors near the boy killed them .
55,simple,local,no-c-command,0,a,female,distractor,number,girls,wife,killed,them,The girls near the wife killed them . <eos>,The girls near the wife killed them .
55,simple,local,no-c-command,0,b,female,distractor,number,wives,girl,killed,them,The wives near the girl killed them . <eos>,The wives near the girl killed them .
56,simple,local,c-command,1,a,male,none,none,boys,actors,called,them,The boys near the actors called them . <eos>,The boys near the actors called them .
56,simple,local,c-command,1,b,male,none,none,actors,boys,called,them,The actors near the boys called them . <eos>,The actors near the boys called them .
56,simple,local,c-command,1,a,female,none,none,girls,wives,called,them,The girls near the wives called them . <eos>,The girls near the wives called them .
56,simple,local,c-command,1,b,female,none,none,wives,girls,called,them,The wives near the girls called them . <eos>,The wives near the girls called them .
56,simple,local,no-c-command,0,a,male,head,number,boy,actors,called,them,The boy near the actors called them . <eos>,The boy near the actors called them .
56,simple,local,no-c-command,0,b,male,head,number,actor,boys,called,them,The actor near the boys called them . <eos>,The actor near the boys called them .
56,simple,local,no-c-command,0,a,female,head,number,girl,wives,called,them,The girl near the wives called them . <eos>,The girl near the wives called them .
56,simple,local,no-c-command,0,b,female,head,number,wife,girls,called,them,The wife near the girls called them . <eos>,The wife near the girls called them .
56,simple,local,c-command,1,a,male,distractor,number,boys,actor,called,them,The boys near the actor called them . <eos>,The boys near the actor called them .
56,simple,local,c-command,1,b,male,distractor,number,actors,boy,called,them,The actors near the boy called them . <eos>,The actors near the boy called them .
56,simple,local,c-command,1,a,female,distractor,number,girls,wife,called,them,The girls near the wife called them . <eos>,The girls near the wife called them .
56,simple,local,c-command,1,b,female,distractor,number,wives,girl,called,them,The wives near the girl called them . <eos>,The wives near the girl called them .
57,simple,local,c-command,1,a,male,none,none,boys,actors,dedicated,them,The boys near the actors dedicated them . <eos>,The boys near the actors dedicated them .
57,simple,local,c-command,1,b,male,none,none,actors,boys,dedicated,them,The actors near the boys dedicated them . <eos>,The actors near the boys dedicated them .
57,simple,local,c-command,1,a,female,none,none,girls,wives,dedicated,them,The girls near the wives dedicated them . <eos>,The girls near the wives dedicated them .
57,simple,local,c-command,1,b,female,none,none,wives,girls,dedicated,them,The wives near the girls dedicated them . <eos>,The wives near the girls dedicated them .
57,simple,local,no-c-command,0,a,male,head,number,boy,actors,dedicated,them,The boy near the actors dedicated them . <eos>,The boy near the actors dedicated them .
