,item,clause_type,locality,c-command,grammatical,counterbalance,mismatch_position,mismatch_feature,matrix_subj_noun,rc_subj_noun,verb,pronoun,sentence,sentence_no_eos,bert_sentence,surprisal
289,49,simple,local,c-command,1,b,none,none,actor,boy,considered,himself,The actor that the boy liked considered himself . <eos>,The actor that the boy liked considered himself .,the actor that the boy liked considered ***mask*** .,4.812671337869679
290,49,simple,local,no-c-command,0,a,matrix_subj,number,boys,actor,considered,himself,The boys that the actor liked considered himself . <eos>,The boys that the actor liked considered himself .,the boys that the actor liked considered ***mask*** .,9.909865283982903
291,49,simple,local,no-c-command,0,b,matrix_subj,number,actors,boy,considered,himself,The actors that the boy liked considered himself . <eos>,The actors that the boy liked considered himself .,the actors that the boy liked considered ***mask*** .,8.526697799884476
292,49,simple,local,c-command,1,a,rc_subj,number,boy,actors,considered,himself,The boy that the actors liked considered himself . <eos>,The boy that the actors liked considered himself .,the boy that the actors liked considered ***mask*** .,5.71430993735601
293,49,simple,local,c-command,1,b,rc_subj,number,actor,boys,considered,himself,The actor that the boys liked considered himself . <eos>,The actor that the boys liked considered himself .,the actor that the boys liked considered ***mask*** .,4.598483477137014
294,50,simple,local,c-command,1,a,none,none,boy,actor,identified,himself,The boy that the actor liked identified himself . <eos>,The boy that the actor liked identified himself .,the boy that the actor liked identified ***mask*** .,2.7789305350895646
295,50,simple,local,c-command,1,b,none,none,actor,boy,identified,himself,The actor that the boy liked identified himself . <eos>,The actor that the boy liked identified himself .,the actor that the boy liked identified ***mask*** .,1.3897120360626602
296,50,simple,local,no-c-command,0,a,matrix_subj,number,boys,actor,identified,himself,The boys that the actor liked identified himself . <eos>,The boys that the actor liked identified himself .,the boys that the actor liked identified ***mask*** .,3.667569477573207
297,50,simple,local,no-c-command,0,b,matrix_subj,number,actors,boy,identified,himself,The actors that the boy liked identified himself . <eos>,The actors that the boy liked identified himself .,the actors that the boy liked identified ***mask*** .,3.8484888263960118
298,50,simple,local,c-command,1,a,rc_subj,number,boy,actors,identified,himself,The boy that the actors liked identified himself . <eos>,The boy that the actors liked identified himself .,the boy that the actors liked identified ***mask*** .,5.249718787059081
299,50,simple,local,c-command,1,b,rc_subj,number,actor,boys,identified,himself,The actor that the boys liked identified himself . <eos>,The actor that the boys liked identified himself .,the actor that the boys liked identified ***mask*** .,1.9404215147531436
300,51,simple,local,c-command,1,a,none,none,boy,actor,made,himself,The boy that the actor liked made himself . <eos>,The boy that the actor liked made himself .,the boy that the actor liked made ***mask*** .,14.926192989416057
301,51,simple,local,c-command,1,b,none,none,actor,boy,made,himself,The actor that the boy liked made himself . <eos>,The actor that the boy liked made himself .,the actor that the boy liked made ***mask*** .,15.601756547844237
302,51,simple,local,no-c-command,0,a,matrix_subj,number,boys,actor,made,himself,The boys that the actor liked made himself . <eos>,The boys that the actor liked made himself .,the boys that the actor liked made ***mask*** .,15.281385707906054
303,51,simple,local,no-c-command,0,b,matrix_subj,number,actors,boy,made,himself,The actors that the boy liked made himself . <eos>,The actors that the boy liked made himself .,the actors that the boy liked made ***mask*** .,15.537502345467303
304,51,simple,local,c-command,1,a,rc_subj,number,boy,actors,made,himself,The boy that the actors liked made himself . <eos>,The boy that the actors liked made himself .,the boy that the actors liked made ***mask*** .,13.998968129234267
305,51,simple,local,c-command,1,b,rc_subj,number,actor,boys,made,himself,The actor that the boys liked made himself . <eos>,The actor that the boys liked made himself .,the actor that the boys liked made ***mask*** .,15.414712717939251
306,52,simple,local,c-command,1,a,none,none,boy,actor,found,himself,The boy that the actor liked found himself . <eos>,The boy that the actor liked found himself .,the boy that the actor liked found ***mask*** .,5.280261194587727
307,52,simple,local,c-command,1,b,none,none,actor,boy,found,himself,The actor that the boy liked found himself . <eos>,The actor that the boy liked found himself .,the actor that the boy liked found ***mask*** .,4.665943765398247
308,52,simple,local,no-c-command,0,a,matrix_subj,number,boys,actor,found,himself,The boys that the actor liked found himself . <eos>,The boys that the actor liked found himself .,the boys that the actor liked found ***mask*** .,8.944249227024871
309,52,simple,local,no-c-command,0,b,matrix_subj,number,actors,boy,found,himself,The actors that the boy liked found himself . <eos>,The actors that the boy liked found himself .,the actors that the boy liked found ***mask*** .,8.32946379174696
310,52,simple,local,c-command,1,a,rc_subj,number,boy,actors,found,himself,The boy that the actors liked found himself . <eos>,The boy that the actors liked found himself .,the boy that the actors liked found ***mask*** .,6.206223071359371
311,52,simple,local,c-command,1,b,rc_subj,number,actor,boys,found,himself,The actor that the boys liked found himself . <eos>,The actor that the boys liked found himself .,the actor that the boys liked found ***mask*** .,4.4259384813913965
312,53,simple,local,c-command,1,a,none,none,boy,actor,distinguished,himself,The boy that the actor liked distinguished himself . <eos>,The boy that the actor liked distinguished himself .,the boy that the actor liked distinguished ***mask*** .,1.30520291373622
313,53,simple,local,c-command,1,b,none,none,actor,boy,distinguished,himself,The actor that the boy liked distinguished himself . <eos>,The actor that the boy liked distinguished himself .,the actor that the boy liked distinguished ***mask*** .,1.0838747987841633
314,53,simple,local,no-c-command,0,a,matrix_subj,number,boys,actor,distinguished,himself,The boys that the actor liked distinguished himself . <eos>,The boys that the actor liked distinguished himself .,the boys that the actor liked distinguished ***mask*** .,3.8837502846149574
315,53,simple,local,no-c-command,0,b,matrix_subj,number,actors,boy,distinguished,himself,The actors that the boy liked distinguished himself . <eos>,The actors that the boy liked distinguished himself .,the actors that the boy liked distinguished ***mask*** .,4.247340564704261
316,53,simple,local,c-command,1,a,rc_subj,number,boy,actors,distinguished,himself,The boy that the actors liked distinguished himself . <eos>,The boy that the actors liked distinguished himself .,the boy that the actors liked distinguished ***mask*** .,3.6742921417935817
317,53,simple,local,c-command,1,b,rc_subj,number,actor,boys,distinguished,himself,The actor that the boys liked distinguished himself . <eos>,The actor that the boys liked distinguished himself .,the actor that the boys liked distinguished ***mask*** .,1.6079050907923256
318,54,simple,local,c-command,1,a,none,none,boy,actor,taught,himself,The boy that the actor liked taught himself . <eos>,The boy that the actor liked taught himself .,the boy that the actor liked taught ***mask*** .,10.661236419190649
319,54,simple,local,c-command,1,b,none,none,actor,boy,taught,himself,The actor that the boy liked taught himself . <eos>,The actor that the boy liked taught himself .,the actor that the boy liked taught ***mask*** .,9.505034945732573
320,54,simple,local,no-c-command,0,a,matrix_subj,number,boys,actor,taught,himself,The boys that the actor liked taught himself . <eos>,The boys that the actor liked taught himself .,the boys that the actor liked taught ***mask*** .,10.378721104731124
321,54,simple,local,no-c-command,0,b,matrix_subj,number,actors,boy,taught,himself,The actors that the boy liked taught himself . <eos>,The actors that the boy liked taught himself .,the actors that the boy liked taught ***mask*** .,10.768882848219453
322,54,simple,local,c-command,1,a,rc_subj,number,boy,actors,taught,himself,The boy that the actors liked taught himself . <eos>,The boy that the actors liked taught himself .,the boy that the actors liked taught ***mask*** .,11.604636101400287
323,54,simple,local,c-command,1,b,rc_subj,number,actor,boys,taught,himself,The actor that the boys liked taught himself . <eos>,The actor that the boys liked taught himself .,the actor that the boys liked taught ***mask*** .,9.364488444863262
324,55,simple,local,c-command,1,a,none,none,boy,actor,killed,himself,The boy that the actor liked killed himself . <eos>,The boy that the actor liked killed himself .,the boy that the actor liked killed ***mask*** .,3.800159791143437
325,55,simple,local,c-command,1,b,none,none,actor,boy,killed,himself,The actor that the boy liked killed himself . <eos>,The actor that the boy liked killed himself .,the actor that the boy liked killed ***mask*** .,3.1219154002660305
326,55,simple,local,no-c-command,0,a,matrix_subj,number,boys,actor,killed,himself,The boys that the actor liked killed himself . <eos>,The boys that the actor liked killed himself .,the boys that the actor liked killed ***mask*** .,6.546987148077692
327,55,simple,local,no-c-command,0,b,matrix_subj,number,actors,boy,killed,himself,The actors that the boy liked killed himself . <eos>,The actors that the boy liked killed himself .,the actors that the boy liked killed ***mask*** .,7.073093269101217
328,55,simple,local,c-command,1,a,rc_subj,number,boy,actors,killed,himself,The boy that the actors liked killed himself . <eos>,The boy that the actors liked killed himself .,the boy that the actors liked killed ***mask*** .,4.51892452606574
329,55,simple,local,c-command,1,b,rc_subj,number,actor,boys,killed,himself,The actor that the boys liked killed himself . <eos>,The actor that the boys liked killed himself .,the actor that the boys liked killed ***mask*** .,3.1423134692197974
330,56,simple,local,c-command,1,a,none,none,boy,actor,called,himself,The boy that the actor liked called himself . <eos>,The boy that the actor liked called himself .,the boy that the actor liked called ***mask*** .,7.723033351985634
331,56,simple,local,c-command,1,b,none,none,actor,boy,called,himself,The actor that the boy liked called himself . <eos>,The actor that the boy liked called himself .,the actor that the boy liked called ***mask*** .,4.898519253246429
332,56,simple,local,no-c-command,0,a,matrix_subj,number,boys,actor,called,himself,The boys that the actor liked called himself . <eos>,The boys that the actor liked called himself .,the boys that the actor liked called ***mask*** .,7.376758027838473
333,56,simple,local,no-c-command,0,b,matrix_subj,number,actors,boy,called,himself,The actors that the boy liked called himself . <eos>,The actors that the boy liked called himself .,the actors that the boy liked called ***mask*** .,5.972507685622497
334,56,simple,local,c-command,1,a,rc_subj,number,boy,actors,called,himself,The boy that the actors liked called himself . <eos>,The boy that the actors liked called himself .,the boy that the actors liked called ***mask*** .,8.897880755876457
335,56,simple,local,c-command,1,b,rc_subj,number,actor,boys,called,himself,The actor that the boys liked called himself . <eos>,The actor that the boys liked called himself .,the actor that the boys liked called ***mask*** .,5.461315509940101
336,57,simple,local,c-command,1,a,none,none,boy,actor,dedicated,himself,The boy that the actor liked dedicated himself . <eos>,The boy that the actor liked dedicated himself .,the boy that the actor liked dedicated ***mask*** .,6.384116041414151
337,57,simple,local,c-command,1,b,none,none,actor,boy,dedicated,himself,The actor that the boy liked dedicated himself . <eos>,The actor that the boy liked dedicated himself .,the actor that the boy liked dedicated ***mask*** .,3.2863835846004106
338,57,simple,local,no-c-command,0,a,matrix_subj,number,boys,actor,dedicated,himself,The boys that the actor liked dedicated himself . <eos>,The boys that the actor liked dedicated himself .,the boys that the actor liked dedicated ***mask*** .,7.798212439393096
339,57,simple,local,no-c-command,0,b,matrix_subj,number,actors,boy,dedicated,himself,The actors that the boy liked dedicated himself . <eos>,The actors that the boy liked dedicated himself .,the actors that the boy liked dedicated ***mask*** .,8.482565004075985
340,57,simple,local,c-command,1,a,rc_subj,number,boy,actors,dedicated,himself,The boy that the actors liked dedicated himself . <eos>,The boy that the actors liked dedicated himself .,the boy that the actors liked dedicated ***mask*** .,12.186325065870685
341,57,simple,local,c-command,1,b,rc_subj,number,actor,boys,dedicated,himself,The actor that the boys liked dedicated himself . <eos>,The actor that the boys liked dedicated himself .,the actor that the boys liked dedicated ***mask*** .,4.295725776909943
342,58,simple,local,c-command,1,a,none,none,boy,actor,declared,himself,The boy that the actor liked declared himself . <eos>,The boy that the actor liked declared himself .,the boy that the actor liked declared ***mask*** .,1.8938780015331078
343,58,simple,local,c-command,1,b,none,none,actor,boy,declared,himself,The actor that the boy liked declared himself . <eos>,The actor that the boy liked declared himself .,the actor that the boy liked declared ***mask*** .,1.6355090263303913
344,58,simple,local,no-c-command,0,a,matrix_subj,number,boys,actor,declared,himself,The boys that the actor liked declared himself . <eos>,The boys that the actor liked declared himself .,the boys that the actor liked declared ***mask*** .,7.435071136162615
345,58,simple,local,no-c-command,0,b,matrix_subj,number,actors,boy,declared,himself,The actors that the boy liked declared himself . <eos>,The actors that the boy liked declared himself .,the actors that the boy liked declared ***mask*** .,5.366508718643889
346,58,simple,local,c-command,1,a,rc_subj,number,boy,actors,declared,himself,The boy that the actors liked declared himself . <eos>,The boy that the actors liked declared himself .,the boy that the actors liked declared ***mask*** .,1.8360366761200062
347,58,simple,local,c-command,1,b,rc_subj,number,actor,boys,declared,himself,The actor that the boys liked declared himself . <eos>,The actor that the boys liked declared himself .,the actor that the boys liked declared ***mask*** .,2.1641737500961655
348,59,simple,local,c-command,1,a,none,none,boy,actor,proved,himself,The boy that the actor liked proved himself . <eos>,The boy that the actor liked proved himself .,the boy that the actor liked proved ***mask*** .,6.929395038359472
349,59,simple,local,c-command,1,b,none,none,actor,boy,proved,himself,The actor that the boy liked proved himself . <eos>,The actor that the boy liked proved himself .,the actor that the boy liked proved ***mask*** .,6.695994951635498
350,59,simple,local,no-c-command,0,a,matrix_subj,number,boys,actor,proved,himself,The boys that the actor liked proved himself . <eos>,The boys that the actor liked proved himself .,the boys that the actor liked proved ***mask*** .,9.3471881711061
351,59,simple,local,no-c-command,0,b,matrix_subj,number,actors,boy,proved,himself,The actors that the boy liked proved himself . <eos>,The actors that the boy liked proved himself .,the actors that the boy liked proved ***mask*** .,8.423475864602581
352,59,simple,local,c-command,1,a,rc_subj,number,boy,actors,proved,himself,The boy that the actors liked proved himself . <eos>,The boy that the actors liked proved himself .,the boy that the actors liked proved ***mask*** .,7.877891788510306
353,59,simple,local,c-command,1,b,rc_subj,number,actor,boys,proved,himself,The actor that the boys liked proved himself . <eos>,The actor that the boys liked proved himself .,the actor that the boys liked proved ***mask*** .,7.836457191693893
354,60,simple,local,c-command,1,a,none,none,boy,actor,shot,himself,The boy that the actor liked shot himself . <eos>,The boy that the actor liked shot himself .,the boy that the actor liked shot ***mask*** .,6.833547567675218
355,60,simple,local,c-command,1,b,none,none,actor,boy,shot,himself,The actor that the boy liked shot himself . <eos>,The actor that the boy liked shot himself .,the actor that the boy liked shot ***mask*** .,3.670315599433194
356,60,simple,local,no-c-command,0,a,matrix_subj,number,boys,actor,shot,himself,The boys that the actor liked shot himself . <eos>,The boys that the actor liked shot himself .,the boys that the actor liked shot ***mask*** .,6.473584102215472
357,60,simple,local,no-c-command,0,b,matrix_subj,number,actors,boy,shot,himself,The actors that the boy liked shot himself . <eos>,The actors that the boy liked shot himself .,the actors that the boy liked shot ***mask*** .,6.62797509482155
358,60,simple,local,c-command,1,a,rc_subj,number,boy,actors,shot,himself,The boy that the actors liked shot himself . <eos>,The boy that the actors liked shot himself .,the boy that the actors liked shot ***mask*** .,8.352973459600062
359,60,simple,local,c-command,1,b,rc_subj,number,actor,boys,shot,himself,The actor that the boys liked shot himself . <eos>,The actor that the boys liked shot himself .,the actor that the boys liked shot ***mask*** .,3.2643004094925083
360,61,simple,local,c-command,1,a,none,none,boy,husband,saw,himself,The boy that the husband liked saw himself . <eos>,The boy that the husband liked saw himself .,the boy that the husband liked saw ***mask*** .,9.131825714185194
361,61,simple,local,c-command,1,b,none,none,husband,boy,saw,himself,The husband that the boy liked saw himself . <eos>,The husband that the boy liked saw himself .,the husband that the boy liked saw ***mask*** .,8.41762138603105
362,61,simple,local,no-c-command,0,a,matrix_subj,number,boys,husband,saw,himself,The boys that the husband liked saw himself . <eos>,The boys that the husband liked saw himself .,the boys that the husband liked saw ***mask*** .,12.471937748968491
363,61,simple,local,no-c-command,0,b,matrix_subj,number,husbands,boy,saw,himself,The husbands that the boy liked saw himself . <eos>,The husbands that the boy liked saw himself .,the husbands that the boy liked saw ***mask*** .,9.634291099917276
364,61,simple,local,c-command,1,a,rc_subj,number,boy,husbands,saw,himself,The boy that the husbands liked saw himself . <eos>,The boy that the husbands liked saw himself .,the boy that the husbands liked saw ***mask*** .,8.460756095125603
365,61,simple,local,c-command,1,b,rc_subj,number,husband,boys,saw,himself,The husband that the boys liked saw himself . <eos>,The husband that the boys liked saw himself .,the husband that the boys liked saw ***mask*** .,8.196846091061731
366,62,simple,local,c-command,1,a,none,none,boy,husband,established,himself,The boy that the husband liked established himself . <eos>,The boy that the husband liked established himself .,the boy that the husband liked established ***mask*** .,1.4514523934354489
367,62,simple,local,c-command,1,b,none,none,husband,boy,established,himself,The husband that the boy liked established himself . <eos>,The husband that the boy liked established himself .,the husband that the boy liked established ***mask*** .,2.4477183501228668
368,62,simple,local,no-c-command,0,a,matrix_subj,number,boys,husband,established,himself,The boys that the husband liked established himself . <eos>,The boys that the husband liked established himself .,the boys that the husband liked established ***mask*** .,4.817943053846188
369,62,simple,local,no-c-command,0,b,matrix_subj,number,husbands,boy,established,himself,The husbands that the boy liked established himself . <eos>,The husbands that the boy liked established himself .,the husbands that the boy liked established ***mask*** .,3.080320482608382
370,62,simple,local,c-command,1,a,rc_subj,number,boy,husbands,established,himself,The boy that the husbands liked established himself . <eos>,The boy that the husbands liked established himself .,the boy that the husbands liked established ***mask*** .,7.270804659602121
371,62,simple,local,c-command,1,b,rc_subj,number,husband,boys,established,himself,The husband that the boys liked established himself . <eos>,The husband that the boys liked established himself .,the husband that the boys liked established ***mask*** .,8.964449952416517
372,63,simple,local,c-command,1,a,none,none,boy,husband,devoted,himself,The boy that the husband liked devoted himself . <eos>,The boy that the husband liked devoted himself .,the boy that the husband liked devoted ***mask*** .,16.915047455495262
373,63,simple,local,c-command,1,b,none,none,husband,boy,devoted,himself,The husband that the boy liked devoted himself . <eos>,The husband that the boy liked devoted himself .,the husband that the boy liked devoted ***mask*** .,16.91897287903707
374,63,simple,local,no-c-command,0,a,matrix_subj,number,boys,husband,devoted,himself,The boys that the husband liked devoted himself . <eos>,The boys that the husband liked devoted himself .,the boys that the husband liked devoted ***mask*** .,17.104108585852952
375,63,simple,local,no-c-command,0,b,matrix_subj,number,husbands,boy,devoted,himself,The husbands that the boy liked devoted himself . <eos>,The husbands that the boy liked devoted himself .,the husbands that the boy liked devoted ***mask*** .,14.390351410426407
376,63,simple,local,c-command,1,a,rc_subj,number,boy,husbands,devoted,himself,The boy that the husbands liked devoted himself . <eos>,The boy that the husbands liked devoted himself .,the boy that the husbands liked devoted ***mask*** .,17.58316214925344
377,63,simple,local,c-command,1,b,rc_subj,number,husband,boys,devoted,himself,The husband that the boys liked devoted himself . <eos>,The husband that the boys liked devoted himself .,the husband that the boys liked devoted ***mask*** .,17.636265055678106
378,64,simple,local,c-command,1,a,none,none,boy,husband,considered,himself,The boy that the husband liked considered himself . <eos>,The boy that the husband liked considered himself .,the boy that the husband liked considered ***mask*** .,6.089494596306054
379,64,simple,local,c-command,1,b,none,none,husband,boy,considered,himself,The husband that the boy liked considered himself . <eos>,The husband that the boy liked considered himself .,the husband that the boy liked considered ***mask*** .,5.15245704618186
380,64,simple,local,no-c-command,0,a,matrix_subj,number,boys,husband,considered,himself,The boys that the husband liked considered himself . <eos>,The boys that the husband liked considered himself .,the boys that the husband liked considered ***mask*** .,10.076312630779075
381,64,simple,local,no-c-command,0,b,matrix_subj,number,husbands,boy,considered,himself,The husbands that the boy liked considered himself . <eos>,The husbands that the boy liked considered himself .,the husbands that the boy liked considered ***mask*** .,10.320865397119759
382,64,simple,local,c-command,1,a,rc_subj,number,boy,husbands,considered,himself,The boy that the husbands liked considered himself . <eos>,The boy that the husbands liked considered himself .,the boy that the husbands liked considered ***mask*** .,6.0072533411890285
383,64,simple,local,c-command,1,b,rc_subj,number,husband,boys,considered,himself,The husband that the boys liked considered himself . <eos>,The husband that the boys liked considered himself .,the husband that the boys liked considered ***mask*** .,4.784315929577891
384,65,simple,local,c-command,1,a,none,none,boy,husband,identified,himself,The boy that the husband liked identified himself . <eos>,The boy that the husband liked identified himself .,the boy that the husband liked identified ***mask*** .,3.864580503037258
385,65,simple,local,c-command,1,b,none,none,husband,boy,identified,himself,The husband that the boy liked identified himself . <eos>,The husband that the boy liked identified himself .,the husband that the boy liked identified ***mask*** .,3.2479287280715687
386,65,simple,local,no-c-command,0,a,matrix_subj,number,boys,husband,identified,himself,The boys that the husband liked identified himself . <eos>,The boys that the husband liked identified himself .,the boys that the husband liked identified ***mask*** .,4.8085357435977425
387,65,simple,local,no-c-command,0,b,matrix_subj,number,husbands,boy,identified,himself,The husbands that the boy liked identified himself . <eos>,The husbands that the boy liked identified himself .,the husbands that the boy liked identified ***mask*** .,3.703435496486755
388,65,simple,local,c-command,1,a,rc_subj,number,boy,husbands,identified,himself,The boy that the husbands liked identified himself . <eos>,The boy that the husbands liked identified himself .,the boy that the husbands liked identified ***mask*** .,6.832647246145988
389,65,simple,local,c-command,1,b,rc_subj,number,husband,boys,identified,himself,The husband that the boys liked identified himself . <eos>,The husband that the boys liked identified himself .,the husband that the boys liked identified ***mask*** .,3.642361419396413
390,66,simple,local,c-command,1,a,none,none,boy,husband,made,himself,The boy that the husband liked made himself . <eos>,The boy that the husband liked made himself .,the boy that the husband liked made ***mask*** .,11.540154681695144
391,66,simple,local,c-command,1,b,none,none,husband,boy,made,himself,The husband that the boy liked made himself . <eos>,The husband that the boy liked made himself .,the husband that the boy liked made ***mask*** .,11.600081022806124
392,66,simple,local,no-c-command,0,a,matrix_subj,number,boys,husband,made,himself,The boys that the husband liked made himself . <eos>,The boys that the husband liked made himself .,the boys that the husband liked made ***mask*** .,13.43548402859453
393,66,simple,local,no-c-command,0,b,matrix_subj,number,husbands,boy,made,himself,The husbands that the boy liked made himself . <eos>,The husbands that the boy liked made himself .,the husbands that the boy liked made ***mask*** .,16.422119441568448
394,66,simple,local,c-command,1,a,rc_subj,number,boy,husbands,made,himself,The boy that the husbands liked made himself . <eos>,The boy that the husbands liked made himself .,the boy that the husbands liked made ***mask*** .,11.972931107231815
395,66,simple,local,c-command,1,b,rc_subj,number,husband,boys,made,himself,The husband that the boys liked made himself . <eos>,The husband that the boys liked made himself .,the husband that the boys liked made ***mask*** .,12.692601132565272
396,67,simple,local,c-command,1,a,none,none,boy,husband,found,himself,The boy that the husband liked found himself . <eos>,The boy that the husband liked found himself .,the boy that the husband liked found ***mask*** .,6.890125358677108
397,67,simple,local,c-command,1,b,none,none,husband,boy,found,himself,The husband that the boy liked found himself . <eos>,The husband that the boy liked found himself .,the husband that the boy liked found ***mask*** .,4.570466321667987
398,67,simple,local,no-c-command,0,a,matrix_subj,number,boys,husband,found,himself,The boys that the husband liked found himself . <eos>,The boys that the husband liked found himself .,the boys that the husband liked found ***mask*** .,10.560292106809905
399,67,simple,local,no-c-command,0,b,matrix_subj,number,husbands,boy,found,himself,The husbands that the boy liked found himself . <eos>,The husbands that the boy liked found himself .,the husbands that the boy liked found ***mask*** .,7.774925129983475
400,67,simple,local,c-command,1,a,rc_subj,number,boy,husbands,found,himself,The boy that the husbands liked found himself . <eos>,The boy that the husbands liked found himself .,the boy that the husbands liked found ***mask*** .,6.3260926188237505
401,67,simple,local,c-command,1,b,rc_subj,number,husband,boys,found,himself,The husband that the boys liked found himself . <eos>,The husband that the boys liked found himself .,the husband that the boys liked found ***mask*** .,4.3738630942378816
402,68,simple,local,c-command,1,a,none,none,boy,husband,distinguished,himself,The boy that the husband liked distinguished himself . <eos>,The boy that the husband liked distinguished himself .,the boy that the husband liked distinguished ***mask*** .,4.55403682044097
403,68,simple,local,c-command,1,b,none,none,husband,boy,distinguished,himself,The husband that the boy liked distinguished himself . <eos>,The husband that the boy liked distinguished himself .,the husband that the boy liked distinguished ***mask*** .,6.086011398483253
404,68,simple,local,no-c-command,0,a,matrix_subj,number,boys,husband,distinguished,himself,The boys that the husband liked distinguished himself . <eos>,The boys that the husband liked distinguished himself .,the boys that the husband liked distinguished ***mask*** .,7.529731252302844
405,68,simple,local,no-c-command,0,b,matrix_subj,number,husbands,boy,distinguished,himself,The husbands that the boy liked distinguished himself . <eos>,The husbands that the boy liked distinguished himself .,the husbands that the boy liked distinguished ***mask*** .,4.313872793595244
406,68,simple,local,c-command,1,a,rc_subj,number,boy,husbands,distinguished,himself,The boy that the husbands liked distinguished himself . <eos>,The boy that the husbands liked distinguished himself .,the boy that the husbands liked distinguished ***mask*** .,7.843625854125278
407,68,simple,local,c-command,1,b,rc_subj,number,husband,boys,distinguished,himself,The husband that the boys liked distinguished himself . <eos>,The husband that the boys liked distinguished himself .,the husband that the boys liked distinguished ***mask*** .,10.438727090135389
408,69,simple,local,c-command,1,a,none,none,boy,husband,taught,himself,The boy that the husband liked taught himself . <eos>,The boy that the husband liked taught himself .,the boy that the husband liked taught ***mask*** .,10.91398075449831
409,69,simple,local,c-command,1,b,none,none,husband,boy,taught,himself,The husband that the boy liked taught himself . <eos>,The husband that the boy liked taught himself .,the husband that the boy liked taught ***mask*** .,9.59031514510401
410,69,simple,local,no-c-command,0,a,matrix_subj,number,boys,husband,taught,himself,The boys that the husband liked taught himself . <eos>,The boys that the husband liked taught himself .,the boys that the husband liked taught ***mask*** .,11.4293338171707
411,69,simple,local,no-c-command,0,b,matrix_subj,number,husbands,boy,taught,himself,The husbands that the boy liked taught himself . <eos>,The husbands that the boy liked taught himself .,the husbands that the boy liked taught ***mask*** .,11.284770801829012
412,69,simple,local,c-command,1,a,rc_subj,number,boy,husbands,taught,himself,The boy that the husbands liked taught himself . <eos>,The boy that the husbands liked taught himself .,the boy that the husbands liked taught ***mask*** .,11.275785940127786
413,69,simple,local,c-command,1,b,rc_subj,number,husband,boys,taught,himself,The husband that the boys liked taught himself . <eos>,The husband that the boys liked taught himself .,the husband that the boys liked taught ***mask*** .,11.158104200020198
414,70,simple,local,c-command,1,a,none,none,boy,husband,killed,himself,The boy that the husband liked killed himself . <eos>,The boy that the husband liked killed himself .,the boy that the husband liked killed ***mask*** .,3.460779527956885
415,70,simple,local,c-command,1,b,none,none,husband,boy,killed,himself,The husband that the boy liked killed himself . <eos>,The husband that the boy liked killed himself .,the husband that the boy liked killed ***mask*** .,3.1259661889351706
416,70,simple,local,no-c-command,0,a,matrix_subj,number,boys,husband,killed,himself,The boys that the husband liked killed himself . <eos>,The boys that the husband liked killed himself .,the boys that the husband liked killed ***mask*** .,7.222696920087891
417,70,simple,local,no-c-command,0,b,matrix_subj,number,husbands,boy,killed,himself,The husbands that the boy liked killed himself . <eos>,The husbands that the boy liked killed himself .,the husbands that the boy liked killed ***mask*** .,8.053484807500833
418,70,simple,local,c-command,1,a,rc_subj,number,boy,husbands,killed,himself,The boy that the husbands liked killed himself . <eos>,The boy that the husbands liked killed himself .,the boy that the husbands liked killed ***mask*** .,3.4546402574346367
419,70,simple,local,c-command,1,b,rc_subj,number,husband,boys,killed,himself,The husband that the boys liked killed himself . <eos>,The husband that the boys liked killed himself .,the husband that the boys liked killed ***mask*** .,3.018855810500452
420,71,simple,local,c-command,1,a,none,none,boy,husband,called,himself,The boy that the husband liked called himself . <eos>,The boy that the husband liked called himself .,the boy that the husband liked called ***mask*** .,7.450425293286305
421,71,simple,local,c-command,1,b,none,none,husband,boy,called,himself,The husband that the boy liked called himself . <eos>,The husband that the boy liked called himself .,the husband that the boy liked called ***mask*** .,6.73512506382113
422,71,simple,local,no-c-command,0,a,matrix_subj,number,boys,husband,called,himself,The boys that the husband liked called himself . <eos>,The boys that the husband liked called himself .,the boys that the husband liked called ***mask*** .,6.391536816641774
423,71,simple,local,no-c-command,0,b,matrix_subj,number,husbands,boy,called,himself,The husbands that the boy liked called himself . <eos>,The husbands that the boy liked called himself .,the husbands that the boy liked called ***mask*** .,6.183040489600183
424,71,simple,local,c-command,1,a,rc_subj,number,boy,husbands,called,himself,The boy that the husbands liked called himself . <eos>,The boy that the husbands liked called himself .,the boy that the husbands liked called ***mask*** .,8.3688024019496
425,71,simple,local,c-command,1,b,rc_subj,number,husband,boys,called,himself,The husband that the boys liked called himself . <eos>,The husband that the boys liked called himself .,the husband that the boys liked called ***mask*** .,7.144284691470801
426,72,simple,local,c-command,1,a,none,none,boy,husband,dedicated,himself,The boy that the husband liked dedicated himself . <eos>,The boy that the husband liked dedicated himself .,the boy that the husband liked dedicated ***mask*** .,13.645784387486538
427,72,simple,local,c-command,1,b,none,none,husband,boy,dedicated,himself,The husband that the boy liked dedicated himself . <eos>,The husband that the boy liked dedicated himself .,the husband that the boy liked dedicated ***mask*** .,15.055917373241872
428,72,simple,local,no-c-command,0,a,matrix_subj,number,boys,husband,dedicated,himself,The boys that the husband liked dedicated himself . <eos>,The boys that the husband liked dedicated himself .,the boys that the husband liked dedicated ***mask*** .,15.278166927125241
