,item,RC_verb,clause_type,locality,grammatical,counterbalance,mismatch_position,mismatch_feature,nonlocal_subj,local_sub,verb,pronoun,sentence,sentence_no_eos,bert_sentence,surprisal
1665,69,loved,embed,local,1,b,rc_subj,number,consultant,mechanics,hated,herself,The consultant that the mechanics loved hated herself . <eos>,The consultant that the mechanics loved hated herself .,the consultant that the mechanics loved hated ***mask*** .,11.442431594325095
1666,69,loved,embed,local,1,c,rc_subj,number,banker,consultants,hated,herself,The banker that the consultants loved hated herself . <eos>,The banker that the consultants loved hated herself .,the banker that the consultants loved hated ***mask*** .,13.127114554218752
1667,69,loved,embed,local,1,d,rc_subj,number,consultant,bankers,hated,herself,The consultant that the bankers loved hated herself . <eos>,The consultant that the bankers loved hated herself .,the consultant that the bankers loved hated ***mask*** .,12.777282027670346
1668,70,loved,embed,local,1,a,none,none,mechanic,consultant,doubted,herself,The mechanic that the consultant loved doubted herself . <eos>,The mechanic that the consultant loved doubted herself .,the mechanic that the consultant loved doubted ***mask*** .,11.302881514878568
1669,70,loved,embed,local,1,b,none,none,consultant,mechanic,doubted,herself,The consultant that the mechanic loved doubted herself . <eos>,The consultant that the mechanic loved doubted herself .,the consultant that the mechanic loved doubted ***mask*** .,11.034718157263391
1670,70,loved,embed,local,1,c,none,none,banker,consultant,doubted,herself,The banker that the consultant loved doubted herself . <eos>,The banker that the consultant loved doubted herself .,the banker that the consultant loved doubted ***mask*** .,11.550832710743098
1671,70,loved,embed,local,1,d,none,none,consultant,banker,doubted,herself,The consultant that the banker loved doubted herself . <eos>,The consultant that the banker loved doubted herself .,the consultant that the banker loved doubted ***mask*** .,11.09835702366645
1672,70,loved,embed,nonlocal,0,a,matrix_subj,number,mechanics,consultant,doubted,herself,The mechanics that the consultant loved doubted herself . <eos>,The mechanics that the consultant loved doubted herself .,the mechanics that the consultant loved doubted ***mask*** .,11.3157055287163
1673,70,loved,embed,nonlocal,0,b,matrix_subj,number,consultants,mechanic,doubted,herself,The consultants that the mechanic loved doubted herself . <eos>,The consultants that the mechanic loved doubted herself .,the consultants that the mechanic loved doubted ***mask*** .,10.995530394366664
1674,70,loved,embed,nonlocal,0,c,matrix_subj,number,bankers,consultant,doubted,herself,The bankers that the consultant loved doubted herself . <eos>,The bankers that the consultant loved doubted herself .,the bankers that the consultant loved doubted ***mask*** .,11.537922026988758
1675,70,loved,embed,nonlocal,0,d,matrix_subj,number,consultants,banker,doubted,herself,The consultants that the banker loved doubted herself . <eos>,The consultants that the banker loved doubted herself .,the consultants that the banker loved doubted ***mask*** .,11.205506790012057
1676,70,loved,embed,local,1,a,rc_subj,number,mechanic,consultants,doubted,herself,The mechanic that the consultants loved doubted herself . <eos>,The mechanic that the consultants loved doubted herself .,the mechanic that the consultants loved doubted ***mask*** .,10.981681796493916
1677,70,loved,embed,local,1,b,rc_subj,number,consultant,mechanics,doubted,herself,The consultant that the mechanics loved doubted herself . <eos>,The consultant that the mechanics loved doubted herself .,the consultant that the mechanics loved doubted ***mask*** .,11.247372513958002
1678,70,loved,embed,local,1,c,rc_subj,number,banker,consultants,doubted,herself,The banker that the consultants loved doubted herself . <eos>,The banker that the consultants loved doubted herself .,the banker that the consultants loved doubted ***mask*** .,10.884594170375792
1679,70,loved,embed,local,1,d,rc_subj,number,consultant,bankers,doubted,herself,The consultant that the bankers loved doubted herself . <eos>,The consultant that the bankers loved doubted herself .,the consultant that the bankers loved doubted ***mask*** .,11.076820792145494
1680,1,hated,embed,local,1,a,none,none,mechanic,author,hurt,herself,The mechanic that the author hated hurt herself . <eos>,The mechanic that the author hated hurt herself .,the mechanic that the author hated hurt ***mask*** .,10.248000312311717
1681,1,hated,embed,local,1,b,none,none,author,mechanic,hurt,herself,The author that the mechanic hated hurt herself . <eos>,The author that the mechanic hated hurt herself .,the author that the mechanic hated hurt ***mask*** .,8.484980824715596
1682,1,hated,embed,local,1,c,none,none,banker,author,hurt,herself,The banker that the author hated hurt herself . <eos>,The banker that the author hated hurt herself .,the banker that the author hated hurt ***mask*** .,10.408859827871392
1683,1,hated,embed,local,1,d,none,none,author,banker,hurt,herself,The author that the banker hated hurt herself . <eos>,The author that the banker hated hurt herself .,the author that the banker hated hurt ***mask*** .,9.382978428176763
1684,1,hated,embed,nonlocal,0,a,matrix_subj,number,mechanics,author,hurt,herself,The mechanics that the author hated hurt herself . <eos>,The mechanics that the author hated hurt herself .,the mechanics that the author hated hurt ***mask*** .,11.512681155284746
1685,1,hated,embed,nonlocal,0,b,matrix_subj,number,authors,mechanic,hurt,herself,The authors that the mechanic hated hurt herself . <eos>,The authors that the mechanic hated hurt herself .,the authors that the mechanic hated hurt ***mask*** .,10.797783190570394
1686,1,hated,embed,nonlocal,0,c,matrix_subj,number,bankers,author,hurt,herself,The bankers that the author hated hurt herself . <eos>,The bankers that the author hated hurt herself .,the bankers that the author hated hurt ***mask*** .,11.46873837081568
1687,1,hated,embed,nonlocal,0,d,matrix_subj,number,authors,banker,hurt,herself,The authors that the banker hated hurt herself . <eos>,The authors that the banker hated hurt herself .,the authors that the banker hated hurt ***mask*** .,11.143971866506334
1688,1,hated,embed,local,1,a,rc_subj,number,mechanic,authors,hurt,herself,The mechanic that the authors hated hurt herself . <eos>,The mechanic that the authors hated hurt herself .,the mechanic that the authors hated hurt ***mask*** .,10.938192594593653
1689,1,hated,embed,local,1,b,rc_subj,number,author,mechanics,hurt,herself,The author that the mechanics hated hurt herself . <eos>,The author that the mechanics hated hurt herself .,the author that the mechanics hated hurt ***mask*** .,9.390097497331043
1690,1,hated,embed,local,1,c,rc_subj,number,banker,authors,hurt,herself,The banker that the authors hated hurt herself . <eos>,The banker that the authors hated hurt herself .,the banker that the authors hated hurt ***mask*** .,11.07780906359839
1691,1,hated,embed,local,1,d,rc_subj,number,author,bankers,hurt,herself,The author that the bankers hated hurt herself . <eos>,The author that the bankers hated hurt herself .,the author that the bankers hated hurt ***mask*** .,10.848781653204178
1692,2,hated,embed,local,1,a,none,none,mechanic,author,injured,herself,The mechanic that the author hated injured herself . <eos>,The mechanic that the author hated injured herself .,the mechanic that the author hated injured ***mask*** .,8.895453072721612
1693,2,hated,embed,local,1,b,none,none,author,mechanic,injured,herself,The author that the mechanic hated injured herself . <eos>,The author that the mechanic hated injured herself .,the author that the mechanic hated injured ***mask*** .,14.080421765001136
1694,2,hated,embed,local,1,c,none,none,banker,author,injured,herself,The banker that the author hated injured herself . <eos>,The banker that the author hated injured herself .,the banker that the author hated injured ***mask*** .,12.113814845329603
1695,2,hated,embed,local,1,d,none,none,author,banker,injured,herself,The author that the banker hated injured herself . <eos>,The author that the banker hated injured herself .,the author that the banker hated injured ***mask*** .,15.391009561016212
1696,2,hated,embed,nonlocal,0,a,matrix_subj,number,mechanics,author,injured,herself,The mechanics that the author hated injured herself . <eos>,The mechanics that the author hated injured herself .,the mechanics that the author hated injured ***mask*** .,11.106263074050254
1697,2,hated,embed,nonlocal,0,b,matrix_subj,number,authors,mechanic,injured,herself,The authors that the mechanic hated injured herself . <eos>,The authors that the mechanic hated injured herself .,the authors that the mechanic hated injured ***mask*** .,9.8555659573158
1698,2,hated,embed,nonlocal,0,c,matrix_subj,number,bankers,author,injured,herself,The bankers that the author hated injured herself . <eos>,The bankers that the author hated injured herself .,the bankers that the author hated injured ***mask*** .,8.656123701866605
1699,2,hated,embed,nonlocal,0,d,matrix_subj,number,authors,banker,injured,herself,The authors that the banker hated injured herself . <eos>,The authors that the banker hated injured herself .,the authors that the banker hated injured ***mask*** .,9.91762141624253
1700,2,hated,embed,local,1,a,rc_subj,number,mechanic,authors,injured,herself,The mechanic that the authors hated injured herself . <eos>,The mechanic that the authors hated injured herself .,the mechanic that the authors hated injured ***mask*** .,8.68473239065795
1701,2,hated,embed,local,1,b,rc_subj,number,author,mechanics,injured,herself,The author that the mechanics hated injured herself . <eos>,The author that the mechanics hated injured herself .,the author that the mechanics hated injured ***mask*** .,17.486135208411778
1702,2,hated,embed,local,1,c,rc_subj,number,banker,authors,injured,herself,The banker that the authors hated injured herself . <eos>,The banker that the authors hated injured herself .,the banker that the authors hated injured ***mask*** .,10.069364976006533
1703,2,hated,embed,local,1,d,rc_subj,number,author,bankers,injured,herself,The author that the bankers hated injured herself . <eos>,The author that the bankers hated injured herself .,the author that the bankers hated injured ***mask*** .,16.157634884888335
1704,3,hated,embed,local,1,a,none,none,mechanic,author,congratulated,herself,The mechanic that the author hated congratulated herself . <eos>,The mechanic that the author hated congratulated herself .,the mechanic that the author hated congratulated ***mask*** .,8.435038351684174
1705,3,hated,embed,local,1,b,none,none,author,mechanic,congratulated,herself,The author that the mechanic hated congratulated herself . <eos>,The author that the mechanic hated congratulated herself .,the author that the mechanic hated congratulated ***mask*** .,8.406236187184549
1706,3,hated,embed,local,1,c,none,none,banker,author,congratulated,herself,The banker that the author hated congratulated herself . <eos>,The banker that the author hated congratulated herself .,the banker that the author hated congratulated ***mask*** .,8.45979141895855
1707,3,hated,embed,local,1,d,none,none,author,banker,congratulated,herself,The author that the banker hated congratulated herself . <eos>,The author that the banker hated congratulated herself .,the author that the banker hated congratulated ***mask*** .,8.81444670122903
1708,3,hated,embed,nonlocal,0,a,matrix_subj,number,mechanics,author,congratulated,herself,The mechanics that the author hated congratulated herself . <eos>,The mechanics that the author hated congratulated herself .,the mechanics that the author hated congratulated ***mask*** .,9.184031613032024
1709,3,hated,embed,nonlocal,0,b,matrix_subj,number,authors,mechanic,congratulated,herself,The authors that the mechanic hated congratulated herself . <eos>,The authors that the mechanic hated congratulated herself .,the authors that the mechanic hated congratulated ***mask*** .,9.195609072191159
1710,3,hated,embed,nonlocal,0,c,matrix_subj,number,bankers,author,congratulated,herself,The bankers that the author hated congratulated herself . <eos>,The bankers that the author hated congratulated herself .,the bankers that the author hated congratulated ***mask*** .,8.774550413416272
1711,3,hated,embed,nonlocal,0,d,matrix_subj,number,authors,banker,congratulated,herself,The authors that the banker hated congratulated herself . <eos>,The authors that the banker hated congratulated herself .,the authors that the banker hated congratulated ***mask*** .,9.745204773494105
1712,3,hated,embed,local,1,a,rc_subj,number,mechanic,authors,congratulated,herself,The mechanic that the authors hated congratulated herself . <eos>,The mechanic that the authors hated congratulated herself .,the mechanic that the authors hated congratulated ***mask*** .,8.99176271814388
1713,3,hated,embed,local,1,b,rc_subj,number,author,mechanics,congratulated,herself,The author that the mechanics hated congratulated herself . <eos>,The author that the mechanics hated congratulated herself .,the author that the mechanics hated congratulated ***mask*** .,9.748053045217315
1714,3,hated,embed,local,1,c,rc_subj,number,banker,authors,congratulated,herself,The banker that the authors hated congratulated herself . <eos>,The banker that the authors hated congratulated herself .,the banker that the authors hated congratulated ***mask*** .,8.56799634292712
1715,3,hated,embed,local,1,d,rc_subj,number,author,bankers,congratulated,herself,The author that the bankers hated congratulated herself . <eos>,The author that the bankers hated congratulated herself .,the author that the bankers hated congratulated ***mask*** .,10.407397200095943
1716,4,hated,embed,local,1,a,none,none,mechanic,author,embarrassed,herself,The mechanic that the author hated embarrassed herself . <eos>,The mechanic that the author hated embarrassed herself .,the mechanic that the author hated embarrassed ***mask*** .,10.697584194315862
1717,4,hated,embed,local,1,b,none,none,author,mechanic,embarrassed,herself,The author that the mechanic hated embarrassed herself . <eos>,The author that the mechanic hated embarrassed herself .,the author that the mechanic hated embarrassed ***mask*** .,9.500320259624592
1718,4,hated,embed,local,1,c,none,none,banker,author,embarrassed,herself,The banker that the author hated embarrassed herself . <eos>,The banker that the author hated embarrassed herself .,the banker that the author hated embarrassed ***mask*** .,10.321935812629462
1719,4,hated,embed,local,1,d,none,none,author,banker,embarrassed,herself,The author that the banker hated embarrassed herself . <eos>,The author that the banker hated embarrassed herself .,the author that the banker hated embarrassed ***mask*** .,9.609665310230199
1720,4,hated,embed,nonlocal,0,a,matrix_subj,number,mechanics,author,embarrassed,herself,The mechanics that the author hated embarrassed herself . <eos>,The mechanics that the author hated embarrassed herself .,the mechanics that the author hated embarrassed ***mask*** .,11.10497866984337
1721,4,hated,embed,nonlocal,0,b,matrix_subj,number,authors,mechanic,embarrassed,herself,The authors that the mechanic hated embarrassed herself . <eos>,The authors that the mechanic hated embarrassed herself .,the authors that the mechanic hated embarrassed ***mask*** .,10.608412230212119
1722,4,hated,embed,nonlocal,0,c,matrix_subj,number,bankers,author,embarrassed,herself,The bankers that the author hated embarrassed herself . <eos>,The bankers that the author hated embarrassed herself .,the bankers that the author hated embarrassed ***mask*** .,10.586329722508731
1723,4,hated,embed,nonlocal,0,d,matrix_subj,number,authors,banker,embarrassed,herself,The authors that the banker hated embarrassed herself . <eos>,The authors that the banker hated embarrassed herself .,the authors that the banker hated embarrassed ***mask*** .,10.761641475773027
1724,4,hated,embed,local,1,a,rc_subj,number,mechanic,authors,embarrassed,herself,The mechanic that the authors hated embarrassed herself . <eos>,The mechanic that the authors hated embarrassed herself .,the mechanic that the authors hated embarrassed ***mask*** .,11.268267272837987
1725,4,hated,embed,local,1,b,rc_subj,number,author,mechanics,embarrassed,herself,The author that the mechanics hated embarrassed herself . <eos>,The author that the mechanics hated embarrassed herself .,the author that the mechanics hated embarrassed ***mask*** .,10.638478497624055
1726,4,hated,embed,local,1,c,rc_subj,number,banker,authors,embarrassed,herself,The banker that the authors hated embarrassed herself . <eos>,The banker that the authors hated embarrassed herself .,the banker that the authors hated embarrassed ***mask*** .,11.213597149016307
1727,4,hated,embed,local,1,d,rc_subj,number,author,bankers,embarrassed,herself,The author that the bankers hated embarrassed herself . <eos>,The author that the bankers hated embarrassed herself .,the author that the bankers hated embarrassed ***mask*** .,11.308762859991981
1728,5,hated,embed,local,1,a,none,none,mechanic,author,disguised,herself,The mechanic that the author hated disguised herself . <eos>,The mechanic that the author hated disguised herself .,the mechanic that the author hated disguised ***mask*** .,8.678474538280797
1729,5,hated,embed,local,1,b,none,none,author,mechanic,disguised,herself,The author that the mechanic hated disguised herself . <eos>,The author that the mechanic hated disguised herself .,the author that the mechanic hated disguised ***mask*** .,9.647187661150527
1730,5,hated,embed,local,1,c,none,none,banker,author,disguised,herself,The banker that the author hated disguised herself . <eos>,The banker that the author hated disguised herself .,the banker that the author hated disguised ***mask*** .,8.65102215278923
1731,5,hated,embed,local,1,d,none,none,author,banker,disguised,herself,The author that the banker hated disguised herself . <eos>,The author that the banker hated disguised herself .,the author that the banker hated disguised ***mask*** .,9.29388038630189
1732,5,hated,embed,nonlocal,0,a,matrix_subj,number,mechanics,author,disguised,herself,The mechanics that the author hated disguised herself . <eos>,The mechanics that the author hated disguised herself .,the mechanics that the author hated disguised ***mask*** .,8.352110585072179
1733,5,hated,embed,nonlocal,0,b,matrix_subj,number,authors,mechanic,disguised,herself,The authors that the mechanic hated disguised herself . <eos>,The authors that the mechanic hated disguised herself .,the authors that the mechanic hated disguised ***mask*** .,7.813738833049409
1734,5,hated,embed,nonlocal,0,c,matrix_subj,number,bankers,author,disguised,herself,The bankers that the author hated disguised herself . <eos>,The bankers that the author hated disguised herself .,the bankers that the author hated disguised ***mask*** .,6.999632176003288
1735,5,hated,embed,nonlocal,0,d,matrix_subj,number,authors,banker,disguised,herself,The authors that the banker hated disguised herself . <eos>,The authors that the banker hated disguised herself .,the authors that the banker hated disguised ***mask*** .,7.355853147551644
1736,5,hated,embed,local,1,a,rc_subj,number,mechanic,authors,disguised,herself,The mechanic that the authors hated disguised herself . <eos>,The mechanic that the authors hated disguised herself .,the mechanic that the authors hated disguised ***mask*** .,10.521574373334833
1737,5,hated,embed,local,1,b,rc_subj,number,author,mechanics,disguised,herself,The author that the mechanics hated disguised herself . <eos>,The author that the mechanics hated disguised herself .,the author that the mechanics hated disguised ***mask*** .,13.739329223752877
1738,5,hated,embed,local,1,c,rc_subj,number,banker,authors,disguised,herself,The banker that the authors hated disguised herself . <eos>,The banker that the authors hated disguised herself .,the banker that the authors hated disguised ***mask*** .,10.281260300682854
1739,5,hated,embed,local,1,d,rc_subj,number,author,bankers,disguised,herself,The author that the bankers hated disguised herself . <eos>,The author that the bankers hated disguised herself .,the author that the bankers hated disguised ***mask*** .,11.412421493951992
1740,6,hated,embed,local,1,a,none,none,mechanic,author,hated,herself,The mechanic that the author hated hated herself . <eos>,The mechanic that the author hated hated herself .,the mechanic that the author hated hated ***mask*** .,9.617942803540377
1741,6,hated,embed,local,1,b,none,none,author,mechanic,hated,herself,The author that the mechanic hated hated herself . <eos>,The author that the mechanic hated hated herself .,the author that the mechanic hated hated ***mask*** .,8.828529053402443
1742,6,hated,embed,local,1,c,none,none,banker,author,hated,herself,The banker that the author hated hated herself . <eos>,The banker that the author hated hated herself .,the banker that the author hated hated ***mask*** .,9.836245153004601
1743,6,hated,embed,local,1,d,none,none,author,banker,hated,herself,The author that the banker hated hated herself . <eos>,The author that the banker hated hated herself .,the author that the banker hated hated ***mask*** .,9.127327280016555
1744,6,hated,embed,nonlocal,0,a,matrix_subj,number,mechanics,author,hated,herself,The mechanics that the author hated hated herself . <eos>,The mechanics that the author hated hated herself .,the mechanics that the author hated hated ***mask*** .,10.858754425658407
1745,6,hated,embed,nonlocal,0,b,matrix_subj,number,authors,mechanic,hated,herself,The authors that the mechanic hated hated herself . <eos>,The authors that the mechanic hated hated herself .,the authors that the mechanic hated hated ***mask*** .,9.974123396806734
1746,6,hated,embed,nonlocal,0,c,matrix_subj,number,bankers,author,hated,herself,The bankers that the author hated hated herself . <eos>,The bankers that the author hated hated herself .,the bankers that the author hated hated ***mask*** .,10.52695586814347
1747,6,hated,embed,nonlocal,0,d,matrix_subj,number,authors,banker,hated,herself,The authors that the banker hated hated herself . <eos>,The authors that the banker hated hated herself .,the authors that the banker hated hated ***mask*** .,10.670954001629305
1748,6,hated,embed,local,1,a,rc_subj,number,mechanic,authors,hated,herself,The mechanic that the authors hated hated herself . <eos>,The mechanic that the authors hated hated herself .,the mechanic that the authors hated hated ***mask*** .,10.064386110019012
1749,6,hated,embed,local,1,b,rc_subj,number,author,mechanics,hated,herself,The author that the mechanics hated hated herself . <eos>,The author that the mechanics hated hated herself .,the author that the mechanics hated hated ***mask*** .,9.560075675385326
1750,6,hated,embed,local,1,c,rc_subj,number,banker,authors,hated,herself,The banker that the authors hated hated herself . <eos>,The banker that the authors hated hated herself .,the banker that the authors hated hated ***mask*** .,9.503358423627693
1751,6,hated,embed,local,1,d,rc_subj,number,author,bankers,hated,herself,The author that the bankers hated hated herself . <eos>,The author that the bankers hated hated herself .,the author that the bankers hated hated ***mask*** .,10.89086199972466
1752,7,hated,embed,local,1,a,none,none,mechanic,author,doubted,herself,The mechanic that the author hated doubted herself . <eos>,The mechanic that the author hated doubted herself .,the mechanic that the author hated doubted ***mask*** .,9.496466838422426
1753,7,hated,embed,local,1,b,none,none,author,mechanic,doubted,herself,The author that the mechanic hated doubted herself . <eos>,The author that the mechanic hated doubted herself .,the author that the mechanic hated doubted ***mask*** .,9.457497906088177
1754,7,hated,embed,local,1,c,none,none,banker,author,doubted,herself,The banker that the author hated doubted herself . <eos>,The banker that the author hated doubted herself .,the banker that the author hated doubted ***mask*** .,9.129384307533096
1755,7,hated,embed,local,1,d,none,none,author,banker,doubted,herself,The author that the banker hated doubted herself . <eos>,The author that the banker hated doubted herself .,the author that the banker hated doubted ***mask*** .,9.272603402339971
1756,7,hated,embed,nonlocal,0,a,matrix_subj,number,mechanics,author,doubted,herself,The mechanics that the author hated doubted herself . <eos>,The mechanics that the author hated doubted herself .,the mechanics that the author hated doubted ***mask*** .,10.575788594854936
1757,7,hated,embed,nonlocal,0,b,matrix_subj,number,authors,mechanic,doubted,herself,The authors that the mechanic hated doubted herself . <eos>,The authors that the mechanic hated doubted herself .,the authors that the mechanic hated doubted ***mask*** .,10.287803112824148
1758,7,hated,embed,nonlocal,0,c,matrix_subj,number,bankers,author,doubted,herself,The bankers that the author hated doubted herself . <eos>,The bankers that the author hated doubted herself .,the bankers that the author hated doubted ***mask*** .,9.725826624094042
1759,7,hated,embed,nonlocal,0,d,matrix_subj,number,authors,banker,doubted,herself,The authors that the banker hated doubted herself . <eos>,The authors that the banker hated doubted herself .,the authors that the banker hated doubted ***mask*** .,10.629077842984623
1760,7,hated,embed,local,1,a,rc_subj,number,mechanic,authors,doubted,herself,The mechanic that the authors hated doubted herself . <eos>,The mechanic that the authors hated doubted herself .,the mechanic that the authors hated doubted ***mask*** .,9.812125883114426
1761,7,hated,embed,local,1,b,rc_subj,number,author,mechanics,doubted,herself,The author that the mechanics hated doubted herself . <eos>,The author that the mechanics hated doubted herself .,the author that the mechanics hated doubted ***mask*** .,9.748754107908203
1762,7,hated,embed,local,1,c,rc_subj,number,banker,authors,doubted,herself,The banker that the authors hated doubted herself . <eos>,The banker that the authors hated doubted herself .,the banker that the authors hated doubted ***mask*** .,9.46239790557682
1763,7,hated,embed,local,1,d,rc_subj,number,author,bankers,doubted,herself,The author that the bankers hated doubted herself . <eos>,The author that the bankers hated doubted herself .,the author that the bankers hated doubted ***mask*** .,9.705421736925866
1764,8,hated,embed,local,1,a,none,none,mechanic,pilot,hurt,herself,The mechanic that the pilot hated hurt herself . <eos>,The mechanic that the pilot hated hurt herself .,the mechanic that the pilot hated hurt ***mask*** .,10.100147010973217
1765,8,hated,embed,local,1,b,none,none,pilot,mechanic,hurt,herself,The pilot that the mechanic hated hurt herself . <eos>,The pilot that the mechanic hated hurt herself .,the pilot that the mechanic hated hurt ***mask*** .,10.41055640649723
1766,8,hated,embed,local,1,c,none,none,banker,pilot,hurt,herself,The banker that the pilot hated hurt herself . <eos>,The banker that the pilot hated hurt herself .,the banker that the pilot hated hurt ***mask*** .,11.819019768037663
1767,8,hated,embed,local,1,d,none,none,pilot,banker,hurt,herself,The pilot that the banker hated hurt herself . <eos>,The pilot that the banker hated hurt herself .,the pilot that the banker hated hurt ***mask*** .,10.768673625829166
1768,8,hated,embed,nonlocal,0,a,matrix_subj,number,mechanics,pilot,hurt,herself,The mechanics that the pilot hated hurt herself . <eos>,The mechanics that the pilot hated hurt herself .,the mechanics that the pilot hated hurt ***mask*** .,11.501528865385687
1769,8,hated,embed,nonlocal,0,b,matrix_subj,number,pilots,mechanic,hurt,herself,The pilots that the mechanic hated hurt herself . <eos>,The pilots that the mechanic hated hurt herself .,the pilots that the mechanic hated hurt ***mask*** .,10.713395285826957
1770,8,hated,embed,nonlocal,0,c,matrix_subj,number,bankers,pilot,hurt,herself,The bankers that the pilot hated hurt herself . <eos>,The bankers that the pilot hated hurt herself .,the bankers that the pilot hated hurt ***mask*** .,12.769234990535208
1771,8,hated,embed,nonlocal,0,d,matrix_subj,number,pilots,banker,hurt,herself,The pilots that the banker hated hurt herself . <eos>,The pilots that the banker hated hurt herself .,the pilots that the banker hated hurt ***mask*** .,11.308086982023546
1772,8,hated,embed,local,1,a,rc_subj,number,mechanic,pilots,hurt,herself,The mechanic that the pilots hated hurt herself . <eos>,The mechanic that the pilots hated hurt herself .,the mechanic that the pilots hated hurt ***mask*** .,10.656811166360422
1773,8,hated,embed,local,1,b,rc_subj,number,pilot,mechanics,hurt,herself,The pilot that the mechanics hated hurt herself . <eos>,The pilot that the mechanics hated hurt herself .,the pilot that the mechanics hated hurt ***mask*** .,10.445887099158499
1774,8,hated,embed,local,1,c,rc_subj,number,banker,pilots,hurt,herself,The banker that the pilots hated hurt herself . <eos>,The banker that the pilots hated hurt herself .,the banker that the pilots hated hurt ***mask*** .,12.176587275245984
1775,8,hated,embed,local,1,d,rc_subj,number,pilot,bankers,hurt,herself,The pilot that the bankers hated hurt herself . <eos>,The pilot that the bankers hated hurt herself .,the pilot that the bankers hated hurt ***mask*** .,11.438160519148429
1776,9,hated,embed,local,1,a,none,none,mechanic,pilot,injured,herself,The mechanic that the pilot hated injured herself . <eos>,The mechanic that the pilot hated injured herself .,the mechanic that the pilot hated injured ***mask*** .,6.9100354235662795
1777,9,hated,embed,local,1,b,none,none,pilot,mechanic,injured,herself,The pilot that the mechanic hated injured herself . <eos>,The pilot that the mechanic hated injured herself .,the pilot that the mechanic hated injured ***mask*** .,6.211342993601336
1778,9,hated,embed,local,1,c,none,none,banker,pilot,injured,herself,The banker that the pilot hated injured herself . <eos>,The banker that the pilot hated injured herself .,the banker that the pilot hated injured ***mask*** .,15.242697488839314
1779,9,hated,embed,local,1,d,none,none,pilot,banker,injured,herself,The pilot that the banker hated injured herself . <eos>,The pilot that the banker hated injured herself .,the pilot that the banker hated injured ***mask*** .,6.481056357712744
1780,9,hated,embed,nonlocal,0,a,matrix_subj,number,mechanics,pilot,injured,herself,The mechanics that the pilot hated injured herself . <eos>,The mechanics that the pilot hated injured herself .,the mechanics that the pilot hated injured ***mask*** .,8.01882932547438
1781,9,hated,embed,nonlocal,0,b,matrix_subj,number,pilots,mechanic,injured,herself,The pilots that the mechanic hated injured herself . <eos>,The pilots that the mechanic hated injured herself .,the pilots that the mechanic hated injured ***mask*** .,7.661469796726128
1782,9,hated,embed,nonlocal,0,c,matrix_subj,number,bankers,pilot,injured,herself,The bankers that the pilot hated injured herself . <eos>,The bankers that the pilot hated injured herself .,the bankers that the pilot hated injured ***mask*** .,13.949623382643537
1783,9,hated,embed,nonlocal,0,d,matrix_subj,number,pilots,banker,injured,herself,The pilots that the banker hated injured herself . <eos>,The pilots that the banker hated injured herself .,the pilots that the banker hated injured ***mask*** .,8.817960790372533
1784,9,hated,embed,local,1,a,rc_subj,number,mechanic,pilots,injured,herself,The mechanic that the pilots hated injured herself . <eos>,The mechanic that the pilots hated injured herself .,the mechanic that the pilots hated injured ***mask*** .,8.138054196892062
1785,9,hated,embed,local,1,b,rc_subj,number,pilot,mechanics,injured,herself,The pilot that the mechanics hated injured herself . <eos>,The pilot that the mechanics hated injured herself .,the pilot that the mechanics hated injured ***mask*** .,6.772118520303456
1786,9,hated,embed,local,1,c,rc_subj,number,banker,pilots,injured,herself,The banker that the pilots hated injured herself . <eos>,The banker that the pilots hated injured herself .,the banker that the pilots hated injured ***mask*** .,15.616002835353038
1787,9,hated,embed,local,1,d,rc_subj,number,pilot,bankers,injured,herself,The pilot that the bankers hated injured herself . <eos>,The pilot that the bankers hated injured herself .,the pilot that the bankers hated injured ***mask*** .,7.873578938097787
1788,10,hated,embed,local,1,a,none,none,mechanic,pilot,congratulated,herself,The mechanic that the pilot hated congratulated herself . <eos>,The mechanic that the pilot hated congratulated herself .,the mechanic that the pilot hated congratulated ***mask*** .,9.697139247358532
1789,10,hated,embed,local,1,b,none,none,pilot,mechanic,congratulated,herself,The pilot that the mechanic hated congratulated herself . <eos>,The pilot that the mechanic hated congratulated herself .,the pilot that the mechanic hated congratulated ***mask*** .,9.72895778874026
1790,10,hated,embed,local,1,c,none,none,banker,pilot,congratulated,herself,The banker that the pilot hated congratulated herself . <eos>,The banker that the pilot hated congratulated herself .,the banker that the pilot hated congratulated ***mask*** .,9.598370076052522
1791,10,hated,embed,local,1,d,none,none,pilot,banker,congratulated,herself,The pilot that the banker hated congratulated herself . <eos>,The pilot that the banker hated congratulated herself .,the pilot that the banker hated congratulated ***mask*** .,10.268076933744393
1792,10,hated,embed,nonlocal,0,a,matrix_subj,number,mechanics,pilot,congratulated,herself,The mechanics that the pilot hated congratulated herself . <eos>,The mechanics that the pilot hated congratulated herself .,the mechanics that the pilot hated congratulated ***mask*** .,10.18137832990079
1793,10,hated,embed,nonlocal,0,b,matrix_subj,number,pilots,mechanic,congratulated,herself,The pilots that the mechanic hated congratulated herself . <eos>,The pilots that the mechanic hated congratulated herself .,the pilots that the mechanic hated congratulated ***mask*** .,10.559066851312615
1794,10,hated,embed,nonlocal,0,c,matrix_subj,number,bankers,pilot,congratulated,herself,The bankers that the pilot hated congratulated herself . <eos>,The bankers that the pilot hated congratulated herself .,the bankers that the pilot hated congratulated ***mask*** .,9.643614929038524
