item,RC_verb,clause_type,locality,grammatical,counterbalance,mismatch_position,mismatch_feature,nonlocal_subj,local_sub,verb,pronoun,sentence,sentence_no_eos
61,loved,embed,local,1,a,rc_subj,number,mechanics,senator,disguised,themselves,The mechanics that the senator loved disguised themselves . <eos>,The mechanics that the senator loved disguised themselves .
61,loved,embed,local,1,b,rc_subj,number,senators,mechanic,disguised,themselves,The senators that the mechanic loved disguised themselves . <eos>,The senators that the mechanic loved disguised themselves .
61,loved,embed,local,1,c,rc_subj,number,bankers,senator,disguised,themselves,The bankers that the senator loved disguised themselves . <eos>,The bankers that the senator loved disguised themselves .
61,loved,embed,local,1,d,rc_subj,number,senators,banker,disguised,themselves,The senators that the banker loved disguised themselves . <eos>,The senators that the banker loved disguised themselves .
61,loved,embed,nonlocal,0,a,matrix_subj,number,mechanic,senators,disguised,themselves,The mechanic that the senators loved disguised themselves . <eos>,The mechanic that the senators loved disguised themselves .
61,loved,embed,nonlocal,0,b,matrix_subj,number,senator,mechanics,disguised,themselves,The senator that the mechanics loved disguised themselves . <eos>,The senator that the mechanics loved disguised themselves .
61,loved,embed,nonlocal,0,c,matrix_subj,number,banker,senators,disguised,themselves,The banker that the senators loved disguised themselves . <eos>,The banker that the senators loved disguised themselves .
61,loved,embed,nonlocal,0,d,matrix_subj,number,senator,bankers,disguised,themselves,The senator that the bankers loved disguised themselves . <eos>,The senator that the bankers loved disguised themselves .
62,loved,embed,local,1,a,none,none,mechanics,senators,hated,themselves,The mechanics that the senators loved hated themselves . <eos>,The mechanics that the senators loved hated themselves .
62,loved,embed,local,1,b,none,none,senators,mechanics,hated,themselves,The senators that the mechanics loved hated themselves . <eos>,The senators that the mechanics loved hated themselves .
62,loved,embed,local,1,c,none,none,bankers,senators,hated,themselves,The bankers that the senators loved hated themselves . <eos>,The bankers that the senators loved hated themselves .
62,loved,embed,local,1,d,none,none,senators,bankers,hated,themselves,The senators that the bankers loved hated themselves . <eos>,The senators that the bankers loved hated themselves .
62,loved,embed,local,1,a,rc_subj,number,mechanics,senator,hated,themselves,The mechanics that the senator loved hated themselves . <eos>,The mechanics that the senator loved hated themselves .
62,loved,embed,local,1,b,rc_subj,number,senators,mechanic,hated,themselves,The senators that the mechanic loved hated themselves . <eos>,The senators that the mechanic loved hated themselves .
62,loved,embed,local,1,c,rc_subj,number,bankers,senator,hated,themselves,The bankers that the senator loved hated themselves . <eos>,The bankers that the senator loved hated themselves .
62,loved,embed,local,1,d,rc_subj,number,senators,banker,hated,themselves,The senators that the banker loved hated themselves . <eos>,The senators that the banker loved hated themselves .
62,loved,embed,nonlocal,0,a,matrix_subj,number,mechanic,senators,hated,themselves,The mechanic that the senators loved hated themselves . <eos>,The mechanic that the senators loved hated themselves .
62,loved,embed,nonlocal,0,b,matrix_subj,number,senator,mechanics,hated,themselves,The senator that the mechanics loved hated themselves . <eos>,The senator that the mechanics loved hated themselves .
62,loved,embed,nonlocal,0,c,matrix_subj,number,banker,senators,hated,themselves,The banker that the senators loved hated themselves . <eos>,The banker that the senators loved hated themselves .
62,loved,embed,nonlocal,0,d,matrix_subj,number,senator,bankers,hated,themselves,The senator that the bankers loved hated themselves . <eos>,The senator that the bankers loved hated themselves .
63,loved,embed,local,1,a,none,none,mechanics,senators,doubted,themselves,The mechanics that the senators loved doubted themselves . <eos>,The mechanics that the senators loved doubted themselves .
63,loved,embed,local,1,b,none,none,senators,mechanics,doubted,themselves,The senators that the mechanics loved doubted themselves . <eos>,The senators that the mechanics loved doubted themselves .
63,loved,embed,local,1,c,none,none,bankers,senators,doubted,themselves,The bankers that the senators loved doubted themselves . <eos>,The bankers that the senators loved doubted themselves .
63,loved,embed,local,1,d,none,none,senators,bankers,doubted,themselves,The senators that the bankers loved doubted themselves . <eos>,The senators that the bankers loved doubted themselves .
63,loved,embed,local,1,a,rc_subj,number,mechanics,senator,doubted,themselves,The mechanics that the senator loved doubted themselves . <eos>,The mechanics that the senator loved doubted themselves .
63,loved,embed,local,1,b,rc_subj,number,senators,mechanic,doubted,themselves,The senators that the mechanic loved doubted themselves . <eos>,The senators that the mechanic loved doubted themselves .
63,loved,embed,local,1,c,rc_subj,number,bankers,senator,doubted,themselves,The bankers that the senator loved doubted themselves . <eos>,The bankers that the senator loved doubted themselves .
63,loved,embed,local,1,d,rc_subj,number,senators,banker,doubted,themselves,The senators that the banker loved doubted themselves . <eos>,The senators that the banker loved doubted themselves .
63,loved,embed,nonlocal,0,a,matrix_subj,number,mechanic,senators,doubted,themselves,The mechanic that the senators loved doubted themselves . <eos>,The mechanic that the senators loved doubted themselves .
63,loved,embed,nonlocal,0,b,matrix_subj,number,senator,mechanics,doubted,themselves,The senator that the mechanics loved doubted themselves . <eos>,The senator that the mechanics loved doubted themselves .
63,loved,embed,nonlocal,0,c,matrix_subj,number,banker,senators,doubted,themselves,The banker that the senators loved doubted themselves . <eos>,The banker that the senators loved doubted themselves .
63,loved,embed,nonlocal,0,d,matrix_subj,number,senator,bankers,doubted,themselves,The senator that the bankers loved doubted themselves . <eos>,The senator that the bankers loved doubted themselves .
64,loved,embed,local,1,a,none,none,mechanics,consultants,hurt,themselves,The mechanics that the consultants loved hurt themselves . <eos>,The mechanics that the consultants loved hurt themselves .
64,loved,embed,local,1,b,none,none,consultants,mechanics,hurt,themselves,The consultants that the mechanics loved hurt themselves . <eos>,The consultants that the mechanics loved hurt themselves .
64,loved,embed,local,1,c,none,none,bankers,consultants,hurt,themselves,The bankers that the consultants loved hurt themselves . <eos>,The bankers that the consultants loved hurt themselves .
64,loved,embed,local,1,d,none,none,consultants,bankers,hurt,themselves,The consultants that the bankers loved hurt themselves . <eos>,The consultants that the bankers loved hurt themselves .
64,loved,embed,local,1,a,rc_subj,number,mechanics,consultant,hurt,themselves,The mechanics that the consultant loved hurt themselves . <eos>,The mechanics that the consultant loved hurt themselves .
64,loved,embed,local,1,b,rc_subj,number,consultants,mechanic,hurt,themselves,The consultants that the mechanic loved hurt themselves . <eos>,The consultants that the mechanic loved hurt themselves .
64,loved,embed,local,1,c,rc_subj,number,bankers,consultant,hurt,themselves,The bankers that the consultant loved hurt themselves . <eos>,The bankers that the consultant loved hurt themselves .
64,loved,embed,local,1,d,rc_subj,number,consultants,banker,hurt,themselves,The consultants that the banker loved hurt themselves . <eos>,The consultants that the banker loved hurt themselves .
64,loved,embed,nonlocal,0,a,matrix_subj,number,mechanic,consultants,hurt,themselves,The mechanic that the consultants loved hurt themselves . <eos>,The mechanic that the consultants loved hurt themselves .
64,loved,embed,nonlocal,0,b,matrix_subj,number,consultant,mechanics,hurt,themselves,The consultant that the mechanics loved hurt themselves . <eos>,The consultant that the mechanics loved hurt themselves .
64,loved,embed,nonlocal,0,c,matrix_subj,number,banker,consultants,hurt,themselves,The banker that the consultants loved hurt themselves . <eos>,The banker that the consultants loved hurt themselves .
64,loved,embed,nonlocal,0,d,matrix_subj,number,consultant,bankers,hurt,themselves,The consultant that the bankers loved hurt themselves . <eos>,The consultant that the bankers loved hurt themselves .
65,loved,embed,local,1,a,none,none,mechanics,consultants,injured,themselves,The mechanics that the consultants loved injured themselves . <eos>,The mechanics that the consultants loved injured themselves .
65,loved,embed,local,1,b,none,none,consultants,mechanics,injured,themselves,The consultants that the mechanics loved injured themselves . <eos>,The consultants that the mechanics loved injured themselves .
65,loved,embed,local,1,c,none,none,bankers,consultants,injured,themselves,The bankers that the consultants loved injured themselves . <eos>,The bankers that the consultants loved injured themselves .
65,loved,embed,local,1,d,none,none,consultants,bankers,injured,themselves,The consultants that the bankers loved injured themselves . <eos>,The consultants that the bankers loved injured themselves .
65,loved,embed,local,1,a,rc_subj,number,mechanics,consultant,injured,themselves,The mechanics that the consultant loved injured themselves . <eos>,The mechanics that the consultant loved injured themselves .
65,loved,embed,local,1,b,rc_subj,number,consultants,mechanic,injured,themselves,The consultants that the mechanic loved injured themselves . <eos>,The consultants that the mechanic loved injured themselves .
65,loved,embed,local,1,c,rc_subj,number,bankers,consultant,injured,themselves,The bankers that the consultant loved injured themselves . <eos>,The bankers that the consultant loved injured themselves .
65,loved,embed,local,1,d,rc_subj,number,consultants,banker,injured,themselves,The consultants that the banker loved injured themselves . <eos>,The consultants that the banker loved injured themselves .
65,loved,embed,nonlocal,0,a,matrix_subj,number,mechanic,consultants,injured,themselves,The mechanic that the consultants loved injured themselves . <eos>,The mechanic that the consultants loved injured themselves .
65,loved,embed,nonlocal,0,b,matrix_subj,number,consultant,mechanics,injured,themselves,The consultant that the mechanics loved injured themselves . <eos>,The consultant that the mechanics loved injured themselves .
65,loved,embed,nonlocal,0,c,matrix_subj,number,banker,consultants,injured,themselves,The banker that the consultants loved injured themselves . <eos>,The banker that the consultants loved injured themselves .
65,loved,embed,nonlocal,0,d,matrix_subj,number,consultant,bankers,injured,themselves,The consultant that the bankers loved injured themselves . <eos>,The consultant that the bankers loved injured themselves .
66,loved,embed,local,1,a,none,none,mechanics,consultants,congratulated,themselves,The mechanics that the consultants loved congratulated themselves . <eos>,The mechanics that the consultants loved congratulated themselves .
66,loved,embed,local,1,b,none,none,consultants,mechanics,congratulated,themselves,The consultants that the mechanics loved congratulated themselves . <eos>,The consultants that the mechanics loved congratulated themselves .
66,loved,embed,local,1,c,none,none,bankers,consultants,congratulated,themselves,The bankers that the consultants loved congratulated themselves . <eos>,The bankers that the consultants loved congratulated themselves .
66,loved,embed,local,1,d,none,none,consultants,bankers,congratulated,themselves,The consultants that the bankers loved congratulated themselves . <eos>,The consultants that the bankers loved congratulated themselves .
66,loved,embed,local,1,a,rc_subj,number,mechanics,consultant,congratulated,themselves,The mechanics that the consultant loved congratulated themselves . <eos>,The mechanics that the consultant loved congratulated themselves .
66,loved,embed,local,1,b,rc_subj,number,consultants,mechanic,congratulated,themselves,The consultants that the mechanic loved congratulated themselves . <eos>,The consultants that the mechanic loved congratulated themselves .
66,loved,embed,local,1,c,rc_subj,number,bankers,consultant,congratulated,themselves,The bankers that the consultant loved congratulated themselves . <eos>,The bankers that the consultant loved congratulated themselves .
66,loved,embed,local,1,d,rc_subj,number,consultants,banker,congratulated,themselves,The consultants that the banker loved congratulated themselves . <eos>,The consultants that the banker loved congratulated themselves .
66,loved,embed,nonlocal,0,a,matrix_subj,number,mechanic,consultants,congratulated,themselves,The mechanic that the consultants loved congratulated themselves . <eos>,The mechanic that the consultants loved congratulated themselves .
66,loved,embed,nonlocal,0,b,matrix_subj,number,consultant,mechanics,congratulated,themselves,The consultant that the mechanics loved congratulated themselves . <eos>,The consultant that the mechanics loved congratulated themselves .
66,loved,embed,nonlocal,0,c,matrix_subj,number,banker,consultants,congratulated,themselves,The banker that the consultants loved congratulated themselves . <eos>,The banker that the consultants loved congratulated themselves .
66,loved,embed,nonlocal,0,d,matrix_subj,number,consultant,bankers,congratulated,themselves,The consultant that the bankers loved congratulated themselves . <eos>,The consultant that the bankers loved congratulated themselves .
67,loved,embed,local,1,a,none,none,mechanics,consultants,embarrassed,themselves,The mechanics that the consultants loved embarrassed themselves . <eos>,The mechanics that the consultants loved embarrassed themselves .
67,loved,embed,local,1,b,none,none,consultants,mechanics,embarrassed,themselves,The consultants that the mechanics loved embarrassed themselves . <eos>,The consultants that the mechanics loved embarrassed themselves .
67,loved,embed,local,1,c,none,none,bankers,consultants,embarrassed,themselves,The bankers that the consultants loved embarrassed themselves . <eos>,The bankers that the consultants loved embarrassed themselves .
67,loved,embed,local,1,d,none,none,consultants,bankers,embarrassed,themselves,The consultants that the bankers loved embarrassed themselves . <eos>,The consultants that the bankers loved embarrassed themselves .
67,loved,embed,local,1,a,rc_subj,number,mechanics,consultant,embarrassed,themselves,The mechanics that the consultant loved embarrassed themselves . <eos>,The mechanics that the consultant loved embarrassed themselves .
67,loved,embed,local,1,b,rc_subj,number,consultants,mechanic,embarrassed,themselves,The consultants that the mechanic loved embarrassed themselves . <eos>,The consultants that the mechanic loved embarrassed themselves .
67,loved,embed,local,1,c,rc_subj,number,bankers,consultant,embarrassed,themselves,The bankers that the consultant loved embarrassed themselves . <eos>,The bankers that the consultant loved embarrassed themselves .
67,loved,embed,local,1,d,rc_subj,number,consultants,banker,embarrassed,themselves,The consultants that the banker loved embarrassed themselves . <eos>,The consultants that the banker loved embarrassed themselves .
67,loved,embed,nonlocal,0,a,matrix_subj,number,mechanic,consultants,embarrassed,themselves,The mechanic that the consultants loved embarrassed themselves . <eos>,The mechanic that the consultants loved embarrassed themselves .
67,loved,embed,nonlocal,0,b,matrix_subj,number,consultant,mechanics,embarrassed,themselves,The consultant that the mechanics loved embarrassed themselves . <eos>,The consultant that the mechanics loved embarrassed themselves .
67,loved,embed,nonlocal,0,c,matrix_subj,number,banker,consultants,embarrassed,themselves,The banker that the consultants loved embarrassed themselves . <eos>,The banker that the consultants loved embarrassed themselves .
67,loved,embed,nonlocal,0,d,matrix_subj,number,consultant,bankers,embarrassed,themselves,The consultant that the bankers loved embarrassed themselves . <eos>,The consultant that the bankers loved embarrassed themselves .
68,loved,embed,local,1,a,none,none,mechanics,consultants,disguised,themselves,The mechanics that the consultants loved disguised themselves . <eos>,The mechanics that the consultants loved disguised themselves .
68,loved,embed,local,1,b,none,none,consultants,mechanics,disguised,themselves,The consultants that the mechanics loved disguised themselves . <eos>,The consultants that the mechanics loved disguised themselves .
68,loved,embed,local,1,c,none,none,bankers,consultants,disguised,themselves,The bankers that the consultants loved disguised themselves . <eos>,The bankers that the consultants loved disguised themselves .
68,loved,embed,local,1,d,none,none,consultants,bankers,disguised,themselves,The consultants that the bankers loved disguised themselves . <eos>,The consultants that the bankers loved disguised themselves .
68,loved,embed,local,1,a,rc_subj,number,mechanics,consultant,disguised,themselves,The mechanics that the consultant loved disguised themselves . <eos>,The mechanics that the consultant loved disguised themselves .
68,loved,embed,local,1,b,rc_subj,number,consultants,mechanic,disguised,themselves,The consultants that the mechanic loved disguised themselves . <eos>,The consultants that the mechanic loved disguised themselves .
68,loved,embed,local,1,c,rc_subj,number,bankers,consultant,disguised,themselves,The bankers that the consultant loved disguised themselves . <eos>,The bankers that the consultant loved disguised themselves .
68,loved,embed,local,1,d,rc_subj,number,consultants,banker,disguised,themselves,The consultants that the banker loved disguised themselves . <eos>,The consultants that the banker loved disguised themselves .
68,loved,embed,nonlocal,0,a,matrix_subj,number,mechanic,consultants,disguised,themselves,The mechanic that the consultants loved disguised themselves . <eos>,The mechanic that the consultants loved disguised themselves .
68,loved,embed,nonlocal,0,b,matrix_subj,number,consultant,mechanics,disguised,themselves,The consultant that the mechanics loved disguised themselves . <eos>,The consultant that the mechanics loved disguised themselves .
68,loved,embed,nonlocal,0,c,matrix_subj,number,banker,consultants,disguised,themselves,The banker that the consultants loved disguised themselves . <eos>,The banker that the consultants loved disguised themselves .
68,loved,embed,nonlocal,0,d,matrix_subj,number,consultant,bankers,disguised,themselves,The consultant that the bankers loved disguised themselves . <eos>,The consultant that the bankers loved disguised themselves .
69,loved,embed,local,1,a,none,none,mechanics,consultants,hated,themselves,The mechanics that the consultants loved hated themselves . <eos>,The mechanics that the consultants loved hated themselves .
69,loved,embed,local,1,b,none,none,consultants,mechanics,hated,themselves,The consultants that the mechanics loved hated themselves . <eos>,The consultants that the mechanics loved hated themselves .
69,loved,embed,local,1,c,none,none,bankers,consultants,hated,themselves,The bankers that the consultants loved hated themselves . <eos>,The bankers that the consultants loved hated themselves .
69,loved,embed,local,1,d,none,none,consultants,bankers,hated,themselves,The consultants that the bankers loved hated themselves . <eos>,The consultants that the bankers loved hated themselves .
69,loved,embed,local,1,a,rc_subj,number,mechanics,consultant,hated,themselves,The mechanics that the consultant loved hated themselves . <eos>,The mechanics that the consultant loved hated themselves .
69,loved,embed,local,1,b,rc_subj,number,consultants,mechanic,hated,themselves,The consultants that the mechanic loved hated themselves . <eos>,The consultants that the mechanic loved hated themselves .
69,loved,embed,local,1,c,rc_subj,number,bankers,consultant,hated,themselves,The bankers that the consultant loved hated themselves . <eos>,The bankers that the consultant loved hated themselves .
69,loved,embed,local,1,d,rc_subj,number,consultants,banker,hated,themselves,The consultants that the banker loved hated themselves . <eos>,The consultants that the banker loved hated themselves .
69,loved,embed,nonlocal,0,a,matrix_subj,number,mechanic,consultants,hated,themselves,The mechanic that the consultants loved hated themselves . <eos>,The mechanic that the consultants loved hated themselves .
69,loved,embed,nonlocal,0,b,matrix_subj,number,consultant,mechanics,hated,themselves,The consultant that the mechanics loved hated themselves . <eos>,The consultant that the mechanics loved hated themselves .
69,loved,embed,nonlocal,0,c,matrix_subj,number,banker,consultants,hated,themselves,The banker that the consultants loved hated themselves . <eos>,The banker that the consultants loved hated themselves .
69,loved,embed,nonlocal,0,d,matrix_subj,number,consultant,bankers,hated,themselves,The consultant that the bankers loved hated themselves . <eos>,The consultant that the bankers loved hated themselves .
70,loved,embed,local,1,a,none,none,mechanics,consultants,doubted,themselves,The mechanics that the consultants loved doubted themselves . <eos>,The mechanics that the consultants loved doubted themselves .
70,loved,embed,local,1,b,none,none,consultants,mechanics,doubted,themselves,The consultants that the mechanics loved doubted themselves . <eos>,The consultants that the mechanics loved doubted themselves .
70,loved,embed,local,1,c,none,none,bankers,consultants,doubted,themselves,The bankers that the consultants loved doubted themselves . <eos>,The bankers that the consultants loved doubted themselves .
70,loved,embed,local,1,d,none,none,consultants,bankers,doubted,themselves,The consultants that the bankers loved doubted themselves . <eos>,The consultants that the bankers loved doubted themselves .
70,loved,embed,local,1,a,rc_subj,number,mechanics,consultant,doubted,themselves,The mechanics that the consultant loved doubted themselves . <eos>,The mechanics that the consultant loved doubted themselves .
70,loved,embed,local,1,b,rc_subj,number,consultants,mechanic,doubted,themselves,The consultants that the mechanic loved doubted themselves . <eos>,The consultants that the mechanic loved doubted themselves .
70,loved,embed,local,1,c,rc_subj,number,bankers,consultant,doubted,themselves,The bankers that the consultant loved doubted themselves . <eos>,The bankers that the consultant loved doubted themselves .
70,loved,embed,local,1,d,rc_subj,number,consultants,banker,doubted,themselves,The consultants that the banker loved doubted themselves . <eos>,The consultants that the banker loved doubted themselves .
70,loved,embed,nonlocal,0,a,matrix_subj,number,mechanic,consultants,doubted,themselves,The mechanic that the consultants loved doubted themselves . <eos>,The mechanic that the consultants loved doubted themselves .
70,loved,embed,nonlocal,0,b,matrix_subj,number,consultant,mechanics,doubted,themselves,The consultant that the mechanics loved doubted themselves . <eos>,The consultant that the mechanics loved doubted themselves .
70,loved,embed,nonlocal,0,c,matrix_subj,number,banker,consultants,doubted,themselves,The banker that the consultants loved doubted themselves . <eos>,The banker that the consultants loved doubted themselves .
70,loved,embed,nonlocal,0,d,matrix_subj,number,consultant,bankers,doubted,themselves,The consultant that the bankers loved doubted themselves . <eos>,The consultant that the bankers loved doubted themselves .
1,hated,embed,local,1,a,none,none,mechanics,authors,hurt,themselves,The mechanics that the authors hated hurt themselves . <eos>,The mechanics that the authors hated hurt themselves .
1,hated,embed,local,1,b,none,none,authors,mechanics,hurt,themselves,The authors that the mechanics hated hurt themselves . <eos>,The authors that the mechanics hated hurt themselves .
1,hated,embed,local,1,c,none,none,bankers,authors,hurt,themselves,The bankers that the authors hated hurt themselves . <eos>,The bankers that the authors hated hurt themselves .
1,hated,embed,local,1,d,none,none,authors,bankers,hurt,themselves,The authors that the bankers hated hurt themselves . <eos>,The authors that the bankers hated hurt themselves .
1,hated,embed,nonlocal,0,a,rc_subj,number,mechanics,author,hurt,themselves,The mechanics that the author hated hurt themselves . <eos>,The mechanics that the author hated hurt themselves .
1,hated,embed,nonlocal,0,b,rc_subj,number,authors,mechanic,hurt,themselves,The authors that the mechanic hated hurt themselves . <eos>,The authors that the mechanic hated hurt themselves .
1,hated,embed,nonlocal,0,c,rc_subj,number,bankers,author,hurt,themselves,The bankers that the author hated hurt themselves . <eos>,The bankers that the author hated hurt themselves .
1,hated,embed,nonlocal,0,d,rc_subj,number,authors,banker,hurt,themselves,The authors that the banker hated hurt themselves . <eos>,The authors that the banker hated hurt themselves .
1,hated,embed,local,1,a,matrix_subj,number,mechanic,authors,hurt,themselves,The mechanic that the authors hated hurt themselves . <eos>,The mechanic that the authors hated hurt themselves .
1,hated,embed,local,1,b,matrix_subj,number,author,mechanics,hurt,themselves,The author that the mechanics hated hurt themselves . <eos>,The author that the mechanics hated hurt themselves .
1,hated,embed,local,1,c,matrix_subj,number,banker,authors,hurt,themselves,The banker that the authors hated hurt themselves . <eos>,The banker that the authors hated hurt themselves .
1,hated,embed,local,1,d,matrix_subj,number,author,bankers,hurt,themselves,The author that the bankers hated hurt themselves . <eos>,The author that the bankers hated hurt themselves .
2,hated,embed,local,1,a,none,none,mechanics,authors,injured,themselves,The mechanics that the authors hated injured themselves . <eos>,The mechanics that the authors hated injured themselves .
2,hated,embed,local,1,b,none,none,authors,mechanics,injured,themselves,The authors that the mechanics hated injured themselves . <eos>,The authors that the mechanics hated injured themselves .
2,hated,embed,local,1,c,none,none,bankers,authors,injured,themselves,The bankers that the authors hated injured themselves . <eos>,The bankers that the authors hated injured themselves .
2,hated,embed,local,1,d,none,none,authors,bankers,injured,themselves,The authors that the bankers hated injured themselves . <eos>,The authors that the bankers hated injured themselves .
2,hated,embed,nonlocal,0,a,rc_subj,number,mechanics,author,injured,themselves,The mechanics that the author hated injured themselves . <eos>,The mechanics that the author hated injured themselves .
2,hated,embed,nonlocal,0,b,rc_subj,number,authors,mechanic,injured,themselves,The authors that the mechanic hated injured themselves . <eos>,The authors that the mechanic hated injured themselves .
2,hated,embed,nonlocal,0,c,rc_subj,number,bankers,author,injured,themselves,The bankers that the author hated injured themselves . <eos>,The bankers that the author hated injured themselves .
2,hated,embed,nonlocal,0,d,rc_subj,number,authors,banker,injured,themselves,The authors that the banker hated injured themselves . <eos>,The authors that the banker hated injured themselves .
2,hated,embed,local,1,a,matrix_subj,number,mechanic,authors,injured,themselves,The mechanic that the authors hated injured themselves . <eos>,The mechanic that the authors hated injured themselves .
2,hated,embed,local,1,b,matrix_subj,number,author,mechanics,injured,themselves,The author that the mechanics hated injured themselves . <eos>,The author that the mechanics hated injured themselves .
2,hated,embed,local,1,c,matrix_subj,number,banker,authors,injured,themselves,The banker that the authors hated injured themselves . <eos>,The banker that the authors hated injured themselves .
2,hated,embed,local,1,d,matrix_subj,number,author,bankers,injured,themselves,The author that the bankers hated injured themselves . <eos>,The author that the bankers hated injured themselves .
3,hated,embed,local,1,a,none,none,mechanics,authors,congratulated,themselves,The mechanics that the authors hated congratulated themselves . <eos>,The mechanics that the authors hated congratulated themselves .
3,hated,embed,local,1,b,none,none,authors,mechanics,congratulated,themselves,The authors that the mechanics hated congratulated themselves . <eos>,The authors that the mechanics hated congratulated themselves .
3,hated,embed,local,1,c,none,none,bankers,authors,congratulated,themselves,The bankers that the authors hated congratulated themselves . <eos>,The bankers that the authors hated congratulated themselves .
3,hated,embed,local,1,d,none,none,authors,bankers,congratulated,themselves,The authors that the bankers hated congratulated themselves . <eos>,The authors that the bankers hated congratulated themselves .
3,hated,embed,nonlocal,0,a,rc_subj,number,mechanics,author,congratulated,themselves,The mechanics that the author hated congratulated themselves . <eos>,The mechanics that the author hated congratulated themselves .
3,hated,embed,nonlocal,0,b,rc_subj,number,authors,mechanic,congratulated,themselves,The authors that the mechanic hated congratulated themselves . <eos>,The authors that the mechanic hated congratulated themselves .
3,hated,embed,nonlocal,0,c,rc_subj,number,bankers,author,congratulated,themselves,The bankers that the author hated congratulated themselves . <eos>,The bankers that the author hated congratulated themselves .
3,hated,embed,nonlocal,0,d,rc_subj,number,authors,banker,congratulated,themselves,The authors that the banker hated congratulated themselves . <eos>,The authors that the banker hated congratulated themselves .
3,hated,embed,local,1,a,matrix_subj,number,mechanic,authors,congratulated,themselves,The mechanic that the authors hated congratulated themselves . <eos>,The mechanic that the authors hated congratulated themselves .
3,hated,embed,local,1,b,matrix_subj,number,author,mechanics,congratulated,themselves,The author that the mechanics hated congratulated themselves . <eos>,The author that the mechanics hated congratulated themselves .
3,hated,embed,local,1,c,matrix_subj,number,banker,authors,congratulated,themselves,The banker that the authors hated congratulated themselves . <eos>,The banker that the authors hated congratulated themselves .
3,hated,embed,local,1,d,matrix_subj,number,author,bankers,congratulated,themselves,The author that the bankers hated congratulated themselves . <eos>,The author that the bankers hated congratulated themselves .
4,hated,embed,local,1,a,none,none,mechanics,authors,embarrassed,themselves,The mechanics that the authors hated embarrassed themselves . <eos>,The mechanics that the authors hated embarrassed themselves .
4,hated,embed,local,1,b,none,none,authors,mechanics,embarrassed,themselves,The authors that the mechanics hated embarrassed themselves . <eos>,The authors that the mechanics hated embarrassed themselves .
4,hated,embed,local,1,c,none,none,bankers,authors,embarrassed,themselves,The bankers that the authors hated embarrassed themselves . <eos>,The bankers that the authors hated embarrassed themselves .
4,hated,embed,local,1,d,none,none,authors,bankers,embarrassed,themselves,The authors that the bankers hated embarrassed themselves . <eos>,The authors that the bankers hated embarrassed themselves .
4,hated,embed,nonlocal,0,a,rc_subj,number,mechanics,author,embarrassed,themselves,The mechanics that the author hated embarrassed themselves . <eos>,The mechanics that the author hated embarrassed themselves .
4,hated,embed,nonlocal,0,b,rc_subj,number,authors,mechanic,embarrassed,themselves,The authors that the mechanic hated embarrassed themselves . <eos>,The authors that the mechanic hated embarrassed themselves .
4,hated,embed,nonlocal,0,c,rc_subj,number,bankers,author,embarrassed,themselves,The bankers that the author hated embarrassed themselves . <eos>,The bankers that the author hated embarrassed themselves .
4,hated,embed,nonlocal,0,d,rc_subj,number,authors,banker,embarrassed,themselves,The authors that the banker hated embarrassed themselves . <eos>,The authors that the banker hated embarrassed themselves .
4,hated,embed,local,1,a,matrix_subj,number,mechanic,authors,embarrassed,themselves,The mechanic that the authors hated embarrassed themselves . <eos>,The mechanic that the authors hated embarrassed themselves .
4,hated,embed,local,1,b,matrix_subj,number,author,mechanics,embarrassed,themselves,The author that the mechanics hated embarrassed themselves . <eos>,The author that the mechanics hated embarrassed themselves .
4,hated,embed,local,1,c,matrix_subj,number,banker,authors,embarrassed,themselves,The banker that the authors hated embarrassed themselves . <eos>,The banker that the authors hated embarrassed themselves .
4,hated,embed,local,1,d,matrix_subj,number,author,bankers,embarrassed,themselves,The author that the bankers hated embarrassed themselves . <eos>,The author that the bankers hated embarrassed themselves .
5,hated,embed,local,1,a,none,none,mechanics,authors,disguised,themselves,The mechanics that the authors hated disguised themselves . <eos>,The mechanics that the authors hated disguised themselves .
5,hated,embed,local,1,b,none,none,authors,mechanics,disguised,themselves,The authors that the mechanics hated disguised themselves . <eos>,The authors that the mechanics hated disguised themselves .
5,hated,embed,local,1,c,none,none,bankers,authors,disguised,themselves,The bankers that the authors hated disguised themselves . <eos>,The bankers that the authors hated disguised themselves .
5,hated,embed,local,1,d,none,none,authors,bankers,disguised,themselves,The authors that the bankers hated disguised themselves . <eos>,The authors that the bankers hated disguised themselves .
5,hated,embed,nonlocal,0,a,rc_subj,number,mechanics,author,disguised,themselves,The mechanics that the author hated disguised themselves . <eos>,The mechanics that the author hated disguised themselves .
5,hated,embed,nonlocal,0,b,rc_subj,number,authors,mechanic,disguised,themselves,The authors that the mechanic hated disguised themselves . <eos>,The authors that the mechanic hated disguised themselves .
5,hated,embed,nonlocal,0,c,rc_subj,number,bankers,author,disguised,themselves,The bankers that the author hated disguised themselves . <eos>,The bankers that the author hated disguised themselves .
5,hated,embed,nonlocal,0,d,rc_subj,number,authors,banker,disguised,themselves,The authors that the banker hated disguised themselves . <eos>,The authors that the banker hated disguised themselves .
5,hated,embed,local,1,a,matrix_subj,number,mechanic,authors,disguised,themselves,The mechanic that the authors hated disguised themselves . <eos>,The mechanic that the authors hated disguised themselves .
5,hated,embed,local,1,b,matrix_subj,number,author,mechanics,disguised,themselves,The author that the mechanics hated disguised themselves . <eos>,The author that the mechanics hated disguised themselves .
