item,clause_type,locality,c-command,grammatical,counterbalance,mismatch_position,mismatch_feature,head_noun,distractor_noun,verb,pronoun,sentence,sentence_no_eos
74,simple,local,c-command,1,b,none,none,wife,girl,proved,herself,The wife near the girl proved herself . <eos>,The wife near the girl proved herself .
74,simple,local,no-c-command,0,a,head,number,girls,wife,proved,herself,The girls near the wife proved herself . <eos>,The girls near the wife proved herself .
74,simple,local,no-c-command,0,b,head,number,wives,girl,proved,herself,The wives near the girl proved herself . <eos>,The wives near the girl proved herself .
74,simple,local,c-command,1,a,distractor,number,girl,wives,proved,herself,The girl near the wives proved herself . <eos>,The girl near the wives proved herself .
74,simple,local,c-command,1,b,distractor,number,wife,girls,proved,herself,The wife near the girls proved herself . <eos>,The wife near the girls proved herself .
75,simple,local,c-command,1,a,none,none,girl,wife,shot,herself,The girl near the wife shot herself . <eos>,The girl near the wife shot herself .
75,simple,local,c-command,1,b,none,none,wife,girl,shot,herself,The wife near the girl shot herself . <eos>,The wife near the girl shot herself .
75,simple,local,no-c-command,0,a,head,number,girls,wife,shot,herself,The girls near the wife shot herself . <eos>,The girls near the wife shot herself .
75,simple,local,no-c-command,0,b,head,number,wives,girl,shot,herself,The wives near the girl shot herself . <eos>,The wives near the girl shot herself .
75,simple,local,c-command,1,a,distractor,number,girl,wives,shot,herself,The girl near the wives shot herself . <eos>,The girl near the wives shot herself .
75,simple,local,c-command,1,b,distractor,number,wife,girls,shot,herself,The wife near the girls shot herself . <eos>,The wife near the girls shot herself .
