item,clause_type,locality,c-command,grammatical,counterbalance,subject,mismatch_position,mismatch_feature,head_noun,distractor_noun,verb,pronoun,sentence,sentence_no_eos
34,simple,local,c-command,1,a,female,distractor,number,girls,woman,considered,themselves,The girls near the woman considered themselves . <eos>,The girls near the woman considered themselves .
34,simple,local,c-command,1,b,female,distractor,number,women,girl,considered,themselves,The women near the girl considered themselves . <eos>,The women near the girl considered themselves .
35,simple,local,c-command,1,a,male,none,none,boys,men,identified,themselves,The boys near the men identified themselves . <eos>,The boys near the men identified themselves .
35,simple,local,c-command,1,b,male,none,none,men,boys,identified,themselves,The men near the boys identified themselves . <eos>,The men near the boys identified themselves .
35,simple,local,c-command,1,a,female,none,none,girls,women,identified,themselves,The girls near the women identified themselves . <eos>,The girls near the women identified themselves .
35,simple,local,c-command,1,b,female,none,none,women,girls,identified,themselves,The women near the girls identified themselves . <eos>,The women near the girls identified themselves .
35,simple,local,no-c-command,0,a,male,head,number,boy,men,identified,themselves,The boy near the men identified themselves . <eos>,The boy near the men identified themselves .
35,simple,local,no-c-command,0,b,male,head,number,man,boys,identified,themselves,The man near the boys identified themselves . <eos>,The man near the boys identified themselves .
35,simple,local,no-c-command,0,a,female,head,number,girl,women,identified,themselves,The girl near the women identified themselves . <eos>,The girl near the women identified themselves .
35,simple,local,no-c-command,0,b,female,head,number,woman,girls,identified,themselves,The woman near the girls identified themselves . <eos>,The woman near the girls identified themselves .
35,simple,local,c-command,1,a,male,distractor,number,boys,man,identified,themselves,The boys near the man identified themselves . <eos>,The boys near the man identified themselves .
35,simple,local,c-command,1,b,male,distractor,number,men,boy,identified,themselves,The men near the boy identified themselves . <eos>,The men near the boy identified themselves .
35,simple,local,c-command,1,a,female,distractor,number,girls,woman,identified,themselves,The girls near the woman identified themselves . <eos>,The girls near the woman identified themselves .
35,simple,local,c-command,1,b,female,distractor,number,women,girl,identified,themselves,The women near the girl identified themselves . <eos>,The women near the girl identified themselves .
36,simple,local,c-command,1,a,male,none,none,boys,men,made,themselves,The boys near the men made themselves . <eos>,The boys near the men made themselves .
36,simple,local,c-command,1,b,male,none,none,men,boys,made,themselves,The men near the boys made themselves . <eos>,The men near the boys made themselves .
36,simple,local,c-command,1,a,female,none,none,girls,women,made,themselves,The girls near the women made themselves . <eos>,The girls near the women made themselves .
36,simple,local,c-command,1,b,female,none,none,women,girls,made,themselves,The women near the girls made themselves . <eos>,The women near the girls made themselves .
36,simple,local,no-c-command,0,a,male,head,number,boy,men,made,themselves,The boy near the men made themselves . <eos>,The boy near the men made themselves .
36,simple,local,no-c-command,0,b,male,head,number,man,boys,made,themselves,The man near the boys made themselves . <eos>,The man near the boys made themselves .
36,simple,local,no-c-command,0,a,female,head,number,girl,women,made,themselves,The girl near the women made themselves . <eos>,The girl near the women made themselves .
36,simple,local,no-c-command,0,b,female,head,number,woman,girls,made,themselves,The woman near the girls made themselves . <eos>,The woman near the girls made themselves .
36,simple,local,c-command,1,a,male,distractor,number,boys,man,made,themselves,The boys near the man made themselves . <eos>,The boys near the man made themselves .
36,simple,local,c-command,1,b,male,distractor,number,men,boy,made,themselves,The men near the boy made themselves . <eos>,The men near the boy made themselves .
36,simple,local,c-command,1,a,female,distractor,number,girls,woman,made,themselves,The girls near the woman made themselves . <eos>,The girls near the woman made themselves .
36,simple,local,c-command,1,b,female,distractor,number,women,girl,made,themselves,The women near the girl made themselves . <eos>,The women near the girl made themselves .
37,simple,local,c-command,1,a,male,none,none,boys,men,found,themselves,The boys near the men found themselves . <eos>,The boys near the men found themselves .
37,simple,local,c-command,1,b,male,none,none,men,boys,found,themselves,The men near the boys found themselves . <eos>,The men near the boys found themselves .
37,simple,local,c-command,1,a,female,none,none,girls,women,found,themselves,The girls near the women found themselves . <eos>,The girls near the women found themselves .
37,simple,local,c-command,1,b,female,none,none,women,girls,found,themselves,The women near the girls found themselves . <eos>,The women near the girls found themselves .
37,simple,local,no-c-command,0,a,male,head,number,boy,men,found,themselves,The boy near the men found themselves . <eos>,The boy near the men found themselves .
37,simple,local,no-c-command,0,b,male,head,number,man,boys,found,themselves,The man near the boys found themselves . <eos>,The man near the boys found themselves .
37,simple,local,no-c-command,0,a,female,head,number,girl,women,found,themselves,The girl near the women found themselves . <eos>,The girl near the women found themselves .
37,simple,local,no-c-command,0,b,female,head,number,woman,girls,found,themselves,The woman near the girls found themselves . <eos>,The woman near the girls found themselves .
37,simple,local,c-command,1,a,male,distractor,number,boys,man,found,themselves,The boys near the man found themselves . <eos>,The boys near the man found themselves .
37,simple,local,c-command,1,b,male,distractor,number,men,boy,found,themselves,The men near the boy found themselves . <eos>,The men near the boy found themselves .
37,simple,local,c-command,1,a,female,distractor,number,girls,woman,found,themselves,The girls near the woman found themselves . <eos>,The girls near the woman found themselves .
37,simple,local,c-command,1,b,female,distractor,number,women,girl,found,themselves,The women near the girl found themselves . <eos>,The women near the girl found themselves .
38,simple,local,c-command,1,a,male,none,none,boys,men,distinguished,themselves,The boys near the men distinguished themselves . <eos>,The boys near the men distinguished themselves .
38,simple,local,c-command,1,b,male,none,none,men,boys,distinguished,themselves,The men near the boys distinguished themselves . <eos>,The men near the boys distinguished themselves .
38,simple,local,c-command,1,a,female,none,none,girls,women,distinguished,themselves,The girls near the women distinguished themselves . <eos>,The girls near the women distinguished themselves .
38,simple,local,c-command,1,b,female,none,none,women,girls,distinguished,themselves,The women near the girls distinguished themselves . <eos>,The women near the girls distinguished themselves .
38,simple,local,no-c-command,0,a,male,head,number,boy,men,distinguished,themselves,The boy near the men distinguished themselves . <eos>,The boy near the men distinguished themselves .
38,simple,local,no-c-command,0,b,male,head,number,man,boys,distinguished,themselves,The man near the boys distinguished themselves . <eos>,The man near the boys distinguished themselves .
38,simple,local,no-c-command,0,a,female,head,number,girl,women,distinguished,themselves,The girl near the women distinguished themselves . <eos>,The girl near the women distinguished themselves .
38,simple,local,no-c-command,0,b,female,head,number,woman,girls,distinguished,themselves,The woman near the girls distinguished themselves . <eos>,The woman near the girls distinguished themselves .
38,simple,local,c-command,1,a,male,distractor,number,boys,man,distinguished,themselves,The boys near the man distinguished themselves . <eos>,The boys near the man distinguished themselves .
38,simple,local,c-command,1,b,male,distractor,number,men,boy,distinguished,themselves,The men near the boy distinguished themselves . <eos>,The men near the boy distinguished themselves .
38,simple,local,c-command,1,a,female,distractor,number,girls,woman,distinguished,themselves,The girls near the woman distinguished themselves . <eos>,The girls near the woman distinguished themselves .
38,simple,local,c-command,1,b,female,distractor,number,women,girl,distinguished,themselves,The women near the girl distinguished themselves . <eos>,The women near the girl distinguished themselves .
39,simple,local,c-command,1,a,male,none,none,boys,men,taught,themselves,The boys near the men taught themselves . <eos>,The boys near the men taught themselves .
39,simple,local,c-command,1,b,male,none,none,men,boys,taught,themselves,The men near the boys taught themselves . <eos>,The men near the boys taught themselves .
39,simple,local,c-command,1,a,female,none,none,girls,women,taught,themselves,The girls near the women taught themselves . <eos>,The girls near the women taught themselves .
39,simple,local,c-command,1,b,female,none,none,women,girls,taught,themselves,The women near the girls taught themselves . <eos>,The women near the girls taught themselves .
39,simple,local,no-c-command,0,a,male,head,number,boy,men,taught,themselves,The boy near the men taught themselves . <eos>,The boy near the men taught themselves .
39,simple,local,no-c-command,0,b,male,head,number,man,boys,taught,themselves,The man near the boys taught themselves . <eos>,The man near the boys taught themselves .
39,simple,local,no-c-command,0,a,female,head,number,girl,women,taught,themselves,The girl near the women taught themselves . <eos>,The girl near the women taught themselves .
39,simple,local,no-c-command,0,b,female,head,number,woman,girls,taught,themselves,The woman near the girls taught themselves . <eos>,The woman near the girls taught themselves .
39,simple,local,c-command,1,a,male,distractor,number,boys,man,taught,themselves,The boys near the man taught themselves . <eos>,The boys near the man taught themselves .
39,simple,local,c-command,1,b,male,distractor,number,men,boy,taught,themselves,The men near the boy taught themselves . <eos>,The men near the boy taught themselves .
39,simple,local,c-command,1,a,female,distractor,number,girls,woman,taught,themselves,The girls near the woman taught themselves . <eos>,The girls near the woman taught themselves .
39,simple,local,c-command,1,b,female,distractor,number,women,girl,taught,themselves,The women near the girl taught themselves . <eos>,The women near the girl taught themselves .
40,simple,local,c-command,1,a,male,none,none,boys,men,killed,themselves,The boys near the men killed themselves . <eos>,The boys near the men killed themselves .
40,simple,local,c-command,1,b,male,none,none,men,boys,killed,themselves,The men near the boys killed themselves . <eos>,The men near the boys killed themselves .
40,simple,local,c-command,1,a,female,none,none,girls,women,killed,themselves,The girls near the women killed themselves . <eos>,The girls near the women killed themselves .
40,simple,local,c-command,1,b,female,none,none,women,girls,killed,themselves,The women near the girls killed themselves . <eos>,The women near the girls killed themselves .
40,simple,local,no-c-command,0,a,male,head,number,boy,men,killed,themselves,The boy near the men killed themselves . <eos>,The boy near the men killed themselves .
40,simple,local,no-c-command,0,b,male,head,number,man,boys,killed,themselves,The man near the boys killed themselves . <eos>,The man near the boys killed themselves .
40,simple,local,no-c-command,0,a,female,head,number,girl,women,killed,themselves,The girl near the women killed themselves . <eos>,The girl near the women killed themselves .
40,simple,local,no-c-command,0,b,female,head,number,woman,girls,killed,themselves,The woman near the girls killed themselves . <eos>,The woman near the girls killed themselves .
40,simple,local,c-command,1,a,male,distractor,number,boys,man,killed,themselves,The boys near the man killed themselves . <eos>,The boys near the man killed themselves .
40,simple,local,c-command,1,b,male,distractor,number,men,boy,killed,themselves,The men near the boy killed themselves . <eos>,The men near the boy killed themselves .
40,simple,local,c-command,1,a,female,distractor,number,girls,woman,killed,themselves,The girls near the woman killed themselves . <eos>,The girls near the woman killed themselves .
40,simple,local,c-command,1,b,female,distractor,number,women,girl,killed,themselves,The women near the girl killed themselves . <eos>,The women near the girl killed themselves .
41,simple,local,c-command,1,a,male,none,none,boys,men,called,themselves,The boys near the men called themselves . <eos>,The boys near the men called themselves .
41,simple,local,c-command,1,b,male,none,none,men,boys,called,themselves,The men near the boys called themselves . <eos>,The men near the boys called themselves .
41,simple,local,c-command,1,a,female,none,none,girls,women,called,themselves,The girls near the women called themselves . <eos>,The girls near the women called themselves .
41,simple,local,c-command,1,b,female,none,none,women,girls,called,themselves,The women near the girls called themselves . <eos>,The women near the girls called themselves .
41,simple,local,no-c-command,0,a,male,head,number,boy,men,called,themselves,The boy near the men called themselves . <eos>,The boy near the men called themselves .
41,simple,local,no-c-command,0,b,male,head,number,man,boys,called,themselves,The man near the boys called themselves . <eos>,The man near the boys called themselves .
41,simple,local,no-c-command,0,a,female,head,number,girl,women,called,themselves,The girl near the women called themselves . <eos>,The girl near the women called themselves .
41,simple,local,no-c-command,0,b,female,head,number,woman,girls,called,themselves,The woman near the girls called themselves . <eos>,The woman near the girls called themselves .
41,simple,local,c-command,1,a,male,distractor,number,boys,man,called,themselves,The boys near the man called themselves . <eos>,The boys near the man called themselves .
41,simple,local,c-command,1,b,male,distractor,number,men,boy,called,themselves,The men near the boy called themselves . <eos>,The men near the boy called themselves .
41,simple,local,c-command,1,a,female,distractor,number,girls,woman,called,themselves,The girls near the woman called themselves . <eos>,The girls near the woman called themselves .
41,simple,local,c-command,1,b,female,distractor,number,women,girl,called,themselves,The women near the girl called themselves . <eos>,The women near the girl called themselves .
42,simple,local,c-command,1,a,male,none,none,boys,men,dedicated,themselves,The boys near the men dedicated themselves . <eos>,The boys near the men dedicated themselves .
42,simple,local,c-command,1,b,male,none,none,men,boys,dedicated,themselves,The men near the boys dedicated themselves . <eos>,The men near the boys dedicated themselves .
42,simple,local,c-command,1,a,female,none,none,girls,women,dedicated,themselves,The girls near the women dedicated themselves . <eos>,The girls near the women dedicated themselves .
42,simple,local,c-command,1,b,female,none,none,women,girls,dedicated,themselves,The women near the girls dedicated themselves . <eos>,The women near the girls dedicated themselves .
42,simple,local,no-c-command,0,a,male,head,number,boy,men,dedicated,themselves,The boy near the men dedicated themselves . <eos>,The boy near the men dedicated themselves .
42,simple,local,no-c-command,0,b,male,head,number,man,boys,dedicated,themselves,The man near the boys dedicated themselves . <eos>,The man near the boys dedicated themselves .
42,simple,local,no-c-command,0,a,female,head,number,girl,women,dedicated,themselves,The girl near the women dedicated themselves . <eos>,The girl near the women dedicated themselves .
42,simple,local,no-c-command,0,b,female,head,number,woman,girls,dedicated,themselves,The woman near the girls dedicated themselves . <eos>,The woman near the girls dedicated themselves .
42,simple,local,c-command,1,a,male,distractor,number,boys,man,dedicated,themselves,The boys near the man dedicated themselves . <eos>,The boys near the man dedicated themselves .
42,simple,local,c-command,1,b,male,distractor,number,men,boy,dedicated,themselves,The men near the boy dedicated themselves . <eos>,The men near the boy dedicated themselves .
42,simple,local,c-command,1,a,female,distractor,number,girls,woman,dedicated,themselves,The girls near the woman dedicated themselves . <eos>,The girls near the woman dedicated themselves .
42,simple,local,c-command,1,b,female,distractor,number,women,girl,dedicated,themselves,The women near the girl dedicated themselves . <eos>,The women near the girl dedicated themselves .
43,simple,local,c-command,1,a,male,none,none,boys,men,declared,themselves,The boys near the men declared themselves . <eos>,The boys near the men declared themselves .
43,simple,local,c-command,1,b,male,none,none,men,boys,declared,themselves,The men near the boys declared themselves . <eos>,The men near the boys declared themselves .
43,simple,local,c-command,1,a,female,none,none,girls,women,declared,themselves,The girls near the women declared themselves . <eos>,The girls near the women declared themselves .
43,simple,local,c-command,1,b,female,none,none,women,girls,declared,themselves,The women near the girls declared themselves . <eos>,The women near the girls declared themselves .
43,simple,local,no-c-command,0,a,male,head,number,boy,men,declared,themselves,The boy near the men declared themselves . <eos>,The boy near the men declared themselves .
43,simple,local,no-c-command,0,b,male,head,number,man,boys,declared,themselves,The man near the boys declared themselves . <eos>,The man near the boys declared themselves .
43,simple,local,no-c-command,0,a,female,head,number,girl,women,declared,themselves,The girl near the women declared themselves . <eos>,The girl near the women declared themselves .
43,simple,local,no-c-command,0,b,female,head,number,woman,girls,declared,themselves,The woman near the girls declared themselves . <eos>,The woman near the girls declared themselves .
43,simple,local,c-command,1,a,male,distractor,number,boys,man,declared,themselves,The boys near the man declared themselves . <eos>,The boys near the man declared themselves .
43,simple,local,c-command,1,b,male,distractor,number,men,boy,declared,themselves,The men near the boy declared themselves . <eos>,The men near the boy declared themselves .
43,simple,local,c-command,1,a,female,distractor,number,girls,woman,declared,themselves,The girls near the woman declared themselves . <eos>,The girls near the woman declared themselves .
43,simple,local,c-command,1,b,female,distractor,number,women,girl,declared,themselves,The women near the girl declared themselves . <eos>,The women near the girl declared themselves .
44,simple,local,c-command,1,a,male,none,none,boys,men,proved,themselves,The boys near the men proved themselves . <eos>,The boys near the men proved themselves .
44,simple,local,c-command,1,b,male,none,none,men,boys,proved,themselves,The men near the boys proved themselves . <eos>,The men near the boys proved themselves .
44,simple,local,c-command,1,a,female,none,none,girls,women,proved,themselves,The girls near the women proved themselves . <eos>,The girls near the women proved themselves .
44,simple,local,c-command,1,b,female,none,none,women,girls,proved,themselves,The women near the girls proved themselves . <eos>,The women near the girls proved themselves .
44,simple,local,no-c-command,0,a,male,head,number,boy,men,proved,themselves,The boy near the men proved themselves . <eos>,The boy near the men proved themselves .
44,simple,local,no-c-command,0,b,male,head,number,man,boys,proved,themselves,The man near the boys proved themselves . <eos>,The man near the boys proved themselves .
44,simple,local,no-c-command,0,a,female,head,number,girl,women,proved,themselves,The girl near the women proved themselves . <eos>,The girl near the women proved themselves .
44,simple,local,no-c-command,0,b,female,head,number,woman,girls,proved,themselves,The woman near the girls proved themselves . <eos>,The woman near the girls proved themselves .
44,simple,local,c-command,1,a,male,distractor,number,boys,man,proved,themselves,The boys near the man proved themselves . <eos>,The boys near the man proved themselves .
44,simple,local,c-command,1,b,male,distractor,number,men,boy,proved,themselves,The men near the boy proved themselves . <eos>,The men near the boy proved themselves .
44,simple,local,c-command,1,a,female,distractor,number,girls,woman,proved,themselves,The girls near the woman proved themselves . <eos>,The girls near the woman proved themselves .
44,simple,local,c-command,1,b,female,distractor,number,women,girl,proved,themselves,The women near the girl proved themselves . <eos>,The women near the girl proved themselves .
45,simple,local,c-command,1,a,male,none,none,boys,men,shot,themselves,The boys near the men shot themselves . <eos>,The boys near the men shot themselves .
45,simple,local,c-command,1,b,male,none,none,men,boys,shot,themselves,The men near the boys shot themselves . <eos>,The men near the boys shot themselves .
45,simple,local,c-command,1,a,female,none,none,girls,women,shot,themselves,The girls near the women shot themselves . <eos>,The girls near the women shot themselves .
45,simple,local,c-command,1,b,female,none,none,women,girls,shot,themselves,The women near the girls shot themselves . <eos>,The women near the girls shot themselves .
45,simple,local,no-c-command,0,a,male,head,number,boy,men,shot,themselves,The boy near the men shot themselves . <eos>,The boy near the men shot themselves .
45,simple,local,no-c-command,0,b,male,head,number,man,boys,shot,themselves,The man near the boys shot themselves . <eos>,The man near the boys shot themselves .
45,simple,local,no-c-command,0,a,female,head,number,girl,women,shot,themselves,The girl near the women shot themselves . <eos>,The girl near the women shot themselves .
45,simple,local,no-c-command,0,b,female,head,number,woman,girls,shot,themselves,The woman near the girls shot themselves . <eos>,The woman near the girls shot themselves .
45,simple,local,c-command,1,a,male,distractor,number,boys,man,shot,themselves,The boys near the man shot themselves . <eos>,The boys near the man shot themselves .
45,simple,local,c-command,1,b,male,distractor,number,men,boy,shot,themselves,The men near the boy shot themselves . <eos>,The men near the boy shot themselves .
45,simple,local,c-command,1,a,female,distractor,number,girls,woman,shot,themselves,The girls near the woman shot themselves . <eos>,The girls near the woman shot themselves .
45,simple,local,c-command,1,b,female,distractor,number,women,girl,shot,themselves,The women near the girl shot themselves . <eos>,The women near the girl shot themselves .
46,simple,local,c-command,1,a,male,none,none,boys,actors,saw,themselves,The boys near the actors saw themselves . <eos>,The boys near the actors saw themselves .
46,simple,local,c-command,1,b,male,none,none,actors,boys,saw,themselves,The actors near the boys saw themselves . <eos>,The actors near the boys saw themselves .
46,simple,local,c-command,1,a,female,none,none,girls,wives,saw,themselves,The girls near the wives saw themselves . <eos>,The girls near the wives saw themselves .
46,simple,local,c-command,1,b,female,none,none,wives,girls,saw,themselves,The wives near the girls saw themselves . <eos>,The wives near the girls saw themselves .
46,simple,local,no-c-command,0,a,male,head,number,boy,actors,saw,themselves,The boy near the actors saw themselves . <eos>,The boy near the actors saw themselves .
46,simple,local,no-c-command,0,b,male,head,number,actor,boys,saw,themselves,The actor near the boys saw themselves . <eos>,The actor near the boys saw themselves .
46,simple,local,no-c-command,0,a,female,head,number,girl,wives,saw,themselves,The girl near the wives saw themselves . <eos>,The girl near the wives saw themselves .
46,simple,local,no-c-command,0,b,female,head,number,wife,girls,saw,themselves,The wife near the girls saw themselves . <eos>,The wife near the girls saw themselves .
46,simple,local,c-command,1,a,male,distractor,number,boys,actor,saw,themselves,The boys near the actor saw themselves . <eos>,The boys near the actor saw themselves .
46,simple,local,c-command,1,b,male,distractor,number,actors,boy,saw,themselves,The actors near the boy saw themselves . <eos>,The actors near the boy saw themselves .
46,simple,local,c-command,1,a,female,distractor,number,girls,wife,saw,themselves,The girls near the wife saw themselves . <eos>,The girls near the wife saw themselves .
46,simple,local,c-command,1,b,female,distractor,number,wives,girl,saw,themselves,The wives near the girl saw themselves . <eos>,The wives near the girl saw themselves .
47,simple,local,c-command,1,a,male,none,none,boys,actors,established,themselves,The boys near the actors established themselves . <eos>,The boys near the actors established themselves .
47,simple,local,c-command,1,b,male,none,none,actors,boys,established,themselves,The actors near the boys established themselves . <eos>,The actors near the boys established themselves .
47,simple,local,c-command,1,a,female,none,none,girls,wives,established,themselves,The girls near the wives established themselves . <eos>,The girls near the wives established themselves .
47,simple,local,c-command,1,b,female,none,none,wives,girls,established,themselves,The wives near the girls established themselves . <eos>,The wives near the girls established themselves .
47,simple,local,no-c-command,0,a,male,head,number,boy,actors,established,themselves,The boy near the actors established themselves . <eos>,The boy near the actors established themselves .
47,simple,local,no-c-command,0,b,male,head,number,actor,boys,established,themselves,The actor near the boys established themselves . <eos>,The actor near the boys established themselves .
47,simple,local,no-c-command,0,a,female,head,number,girl,wives,established,themselves,The girl near the wives established themselves . <eos>,The girl near the wives established themselves .
47,simple,local,no-c-command,0,b,female,head,number,wife,girls,established,themselves,The wife near the girls established themselves . <eos>,The wife near the girls established themselves .
47,simple,local,c-command,1,a,male,distractor,number,boys,actor,established,themselves,The boys near the actor established themselves . <eos>,The boys near the actor established themselves .
47,simple,local,c-command,1,b,male,distractor,number,actors,boy,established,themselves,The actors near the boy established themselves . <eos>,The actors near the boy established themselves .
47,simple,local,c-command,1,a,female,distractor,number,girls,wife,established,themselves,The girls near the wife established themselves . <eos>,The girls near the wife established themselves .
47,simple,local,c-command,1,b,female,distractor,number,wives,girl,established,themselves,The wives near the girl established themselves . <eos>,The wives near the girl established themselves .
48,simple,local,c-command,1,a,male,none,none,boys,actors,devoted,themselves,The boys near the actors devoted themselves . <eos>,The boys near the actors devoted themselves .
48,simple,local,c-command,1,b,male,none,none,actors,boys,devoted,themselves,The actors near the boys devoted themselves . <eos>,The actors near the boys devoted themselves .
48,simple,local,c-command,1,a,female,none,none,girls,wives,devoted,themselves,The girls near the wives devoted themselves . <eos>,The girls near the wives devoted themselves .
48,simple,local,c-command,1,b,female,none,none,wives,girls,devoted,themselves,The wives near the girls devoted themselves . <eos>,The wives near the girls devoted themselves .
48,simple,local,no-c-command,0,a,male,head,number,boy,actors,devoted,themselves,The boy near the actors devoted themselves . <eos>,The boy near the actors devoted themselves .
48,simple,local,no-c-command,0,b,male,head,number,actor,boys,devoted,themselves,The actor near the boys devoted themselves . <eos>,The actor near the boys devoted themselves .
48,simple,local,no-c-command,0,a,female,head,number,girl,wives,devoted,themselves,The girl near the wives devoted themselves . <eos>,The girl near the wives devoted themselves .
48,simple,local,no-c-command,0,b,female,head,number,wife,girls,devoted,themselves,The wife near the girls devoted themselves . <eos>,The wife near the girls devoted themselves .
48,simple,local,c-command,1,a,male,distractor,number,boys,actor,devoted,themselves,The boys near the actor devoted themselves . <eos>,The boys near the actor devoted themselves .
48,simple,local,c-command,1,b,male,distractor,number,actors,boy,devoted,themselves,The actors near the boy devoted themselves . <eos>,The actors near the boy devoted themselves .
48,simple,local,c-command,1,a,female,distractor,number,girls,wife,devoted,themselves,The girls near the wife devoted themselves . <eos>,The girls near the wife devoted themselves .
48,simple,local,c-command,1,b,female,distractor,number,wives,girl,devoted,themselves,The wives near the girl devoted themselves . <eos>,The wives near the girl devoted themselves .
49,simple,local,c-command,1,a,male,none,none,boys,actors,considered,themselves,The boys near the actors considered themselves . <eos>,The boys near the actors considered themselves .
49,simple,local,c-command,1,b,male,none,none,actors,boys,considered,themselves,The actors near the boys considered themselves . <eos>,The actors near the boys considered themselves .
49,simple,local,c-command,1,a,female,none,none,girls,wives,considered,themselves,The girls near the wives considered themselves . <eos>,The girls near the wives considered themselves .
49,simple,local,c-command,1,b,female,none,none,wives,girls,considered,themselves,The wives near the girls considered themselves . <eos>,The wives near the girls considered themselves .
49,simple,local,no-c-command,0,a,male,head,number,boy,actors,considered,themselves,The boy near the actors considered themselves . <eos>,The boy near the actors considered themselves .
49,simple,local,no-c-command,0,b,male,head,number,actor,boys,considered,themselves,The actor near the boys considered themselves . <eos>,The actor near the boys considered themselves .
49,simple,local,no-c-command,0,a,female,head,number,girl,wives,considered,themselves,The girl near the wives considered themselves . <eos>,The girl near the wives considered themselves .
49,simple,local,no-c-command,0,b,female,head,number,wife,girls,considered,themselves,The wife near the girls considered themselves . <eos>,The wife near the girls considered themselves .
49,simple,local,c-command,1,a,male,distractor,number,boys,actor,considered,themselves,The boys near the actor considered themselves . <eos>,The boys near the actor considered themselves .
49,simple,local,c-command,1,b,male,distractor,number,actors,boy,considered,themselves,The actors near the boy considered themselves . <eos>,The actors near the boy considered themselves .
49,simple,local,c-command,1,a,female,distractor,number,girls,wife,considered,themselves,The girls near the wife considered themselves . <eos>,The girls near the wife considered themselves .
49,simple,local,c-command,1,b,female,distractor,number,wives,girl,considered,themselves,The wives near the girl considered themselves . <eos>,The wives near the girl considered themselves .
50,simple,local,c-command,1,a,male,none,none,boys,actors,identified,themselves,The boys near the actors identified themselves . <eos>,The boys near the actors identified themselves .
50,simple,local,c-command,1,b,male,none,none,actors,boys,identified,themselves,The actors near the boys identified themselves . <eos>,The actors near the boys identified themselves .
50,simple,local,c-command,1,a,female,none,none,girls,wives,identified,themselves,The girls near the wives identified themselves . <eos>,The girls near the wives identified themselves .
50,simple,local,c-command,1,b,female,none,none,wives,girls,identified,themselves,The wives near the girls identified themselves . <eos>,The wives near the girls identified themselves .
50,simple,local,no-c-command,0,a,male,head,number,boy,actors,identified,themselves,The boy near the actors identified themselves . <eos>,The boy near the actors identified themselves .
50,simple,local,no-c-command,0,b,male,head,number,actor,boys,identified,themselves,The actor near the boys identified themselves . <eos>,The actor near the boys identified themselves .
50,simple,local,no-c-command,0,a,female,head,number,girl,wives,identified,themselves,The girl near the wives identified themselves . <eos>,The girl near the wives identified themselves .
50,simple,local,no-c-command,0,b,female,head,number,wife,girls,identified,themselves,The wife near the girls identified themselves . <eos>,The wife near the girls identified themselves .
50,simple,local,c-command,1,a,male,distractor,number,boys,actor,identified,themselves,The boys near the actor identified themselves . <eos>,The boys near the actor identified themselves .
50,simple,local,c-command,1,b,male,distractor,number,actors,boy,identified,themselves,The actors near the boy identified themselves . <eos>,The actors near the boy identified themselves .
50,simple,local,c-command,1,a,female,distractor,number,girls,wife,identified,themselves,The girls near the wife identified themselves . <eos>,The girls near the wife identified themselves .
50,simple,local,c-command,1,b,female,distractor,number,wives,girl,identified,themselves,The wives near the girl identified themselves . <eos>,The wives near the girl identified themselves .
51,simple,local,c-command,1,a,male,none,none,boys,actors,made,themselves,The boys near the actors made themselves . <eos>,The boys near the actors made themselves .
51,simple,local,c-command,1,b,male,none,none,actors,boys,made,themselves,The actors near the boys made themselves . <eos>,The actors near the boys made themselves .
51,simple,local,c-command,1,a,female,none,none,girls,wives,made,themselves,The girls near the wives made themselves . <eos>,The girls near the wives made themselves .
51,simple,local,c-command,1,b,female,none,none,wives,girls,made,themselves,The wives near the girls made themselves . <eos>,The wives near the girls made themselves .
51,simple,local,no-c-command,0,a,male,head,number,boy,actors,made,themselves,The boy near the actors made themselves . <eos>,The boy near the actors made themselves .
51,simple,local,no-c-command,0,b,male,head,number,actor,boys,made,themselves,The actor near the boys made themselves . <eos>,The actor near the boys made themselves .
51,simple,local,no-c-command,0,a,female,head,number,girl,wives,made,themselves,The girl near the wives made themselves . <eos>,The girl near the wives made themselves .
51,simple,local,no-c-command,0,b,female,head,number,wife,girls,made,themselves,The wife near the girls made themselves . <eos>,The wife near the girls made themselves .
51,simple,local,c-command,1,a,male,distractor,number,boys,actor,made,themselves,The boys near the actor made themselves . <eos>,The boys near the actor made themselves .
51,simple,local,c-command,1,b,male,distractor,number,actors,boy,made,themselves,The actors near the boy made themselves . <eos>,The actors near the boy made themselves .
51,simple,local,c-command,1,a,female,distractor,number,girls,wife,made,themselves,The girls near the wife made themselves . <eos>,The girls near the wife made themselves .
51,simple,local,c-command,1,b,female,distractor,number,wives,girl,made,themselves,The wives near the girl made themselves . <eos>,The wives near the girl made themselves .
52,simple,local,c-command,1,a,male,none,none,boys,actors,found,themselves,The boys near the actors found themselves . <eos>,The boys near the actors found themselves .
52,simple,local,c-command,1,b,male,none,none,actors,boys,found,themselves,The actors near the boys found themselves . <eos>,The actors near the boys found themselves .
52,simple,local,c-command,1,a,female,none,none,girls,wives,found,themselves,The girls near the wives found themselves . <eos>,The girls near the wives found themselves .
52,simple,local,c-command,1,b,female,none,none,wives,girls,found,themselves,The wives near the girls found themselves . <eos>,The wives near the girls found themselves .
52,simple,local,no-c-command,0,a,male,head,number,boy,actors,found,themselves,The boy near the actors found themselves . <eos>,The boy near the actors found themselves .
52,simple,local,no-c-command,0,b,male,head,number,actor,boys,found,themselves,The actor near the boys found themselves . <eos>,The actor near the boys found themselves .
